,date_jour,code_site,drop_after_tch_assign,techno
0,20230111,OCI0001,21,2G
1,20230111,OCI0002,13,2G
2,20230111,OCI0003,10,2G
3,20230111,OCI0004,53,2G
4,20230111,OCI0005,28,2G
5,20230111,OCI0006,28,2G
6,20230111,OCI0007,5,2G
7,20230111,OCI0008,6,2G
8,20230111,OCI0009,10,2G
9,20230111,OCI0010,15,2G
10,20230111,OCI0011,28,2G
11,20230111,OCI0012,6,2G
12,20230111,OCI0013,24,2G
13,20230111,OCI0014,15,2G
14,20230111,OCI0015,48,2G
15,20230111,OCI0016,59,2G
16,20230111,OCI0017,51,2G
17,20230111,OCI0018,29,2G
18,20230111,OCI0019,14,2G
19,20230111,OCI0020,12,2G
20,20230111,OCI0021,98,2G
21,20230111,OCI0022,13,2G
22,20230111,OCI0023,5,2G
23,20230111,OCI0024,16,2G
24,20230111,OCI0025,47,2G
25,20230111,OCI0026,179,2G
26,20230111,OCI0027,0,2G
27,20230111,OCI0028,62,2G
28,20230111,OCI0029,37,2G
29,20230111,OCI0030,25,2G
30,20230111,OCI0031,20,2G
31,20230111,OCI0032,0,2G
32,20230111,OCI0033,20,2G
33,20230111,OCI0034,0,2G
34,20230111,OCI0035,11,2G
35,20230111,OCI0036,34,2G
36,20230111,OCI0037,17,2G
37,20230111,OCI0038,29,2G
38,20230111,OCI0039,28,2G
39,20230111,OCI0041,17,2G
40,20230111,OCI0042,19,2G
41,20230111,OCI0043,39,2G
42,20230111,OCI0044,19,2G
43,20230111,OCI0045,14,2G
44,20230111,OCI0046,17,2G
45,20230111,OCI0047,18,2G
46,20230111,OCI0048,14,2G
47,20230111,OCI0049,63,2G
48,20230111,OCI0050,80,2G
49,20230111,OCI0051,32,2G
50,20230111,OCI0052,11,2G
51,20230111,OCI0053,3,2G
52,20230111,OCI0054,11,2G
53,20230111,OCI0055,26,2G
54,20230111,OCI0056,17,2G
55,20230111,OCI0057,6,2G
56,20230111,OCI0058,9,2G
57,20230111,OCI0059,85,2G
58,20230111,OCI0060,31,2G
59,20230111,OCI0061,18,2G
60,20230111,OCI0062,20,2G
61,20230111,OCI0063,21,2G
62,20230111,OCI0064,31,2G
63,20230111,OCI0065,46,2G
64,20230111,OCI0066,9,2G
65,20230111,OCI0067,30,2G
66,20230111,OCI0068,16,2G
67,20230111,OCI0069,20,2G
68,20230111,OCI0070,30,2G
69,20230111,OCI0071,14,2G
70,20230111,OCI0072,11,2G
71,20230111,OCI0073,12,2G
72,20230111,OCI0074,22,2G
73,20230111,OCI0075,20,2G
74,20230111,OCI0076,39,2G
75,20230111,OCI0077,17,2G
76,20230111,OCI0078,28,2G
77,20230111,OCI0080,26,2G
78,20230111,OCI0081,11,2G
79,20230111,OCI0082,12,2G
80,20230111,OCI0083,22,2G
81,20230111,OCI0084,22,2G
82,20230111,OCI0085,7,2G
83,20230111,OCI0086,14,2G
84,20230111,OCI0087,12,2G
85,20230111,OCI0088,12,2G
86,20230111,OCI0089,14,2G
87,20230111,OCI0090,5,2G
88,20230111,OCI0091,60,2G
89,20230111,OCI0092,88,2G
90,20230111,OCI0093,61,2G
91,20230111,OCI0094,34,2G
92,20230111,OCI0095,8,2G
93,20230111,OCI0096,6,2G
94,20230111,OCI0097,44,2G
95,20230111,OCI0098,24,2G
96,20230111,OCI0099,3,2G
97,20230111,OCI0100,22,2G
98,20230111,OCI0101,22,2G
99,20230111,OCI0102,9,2G
100,20230111,OCI0104,38,2G
101,20230111,OCI0105,42,2G
102,20230111,OCI0106,10,2G
103,20230111,OCI0107,8,2G
104,20230111,OCI0108,23,2G
105,20230111,OCI0109,13,2G
106,20230111,OCI0110,2,2G
107,20230111,OCI0111,0,2G
108,20230111,OCI0112,97,2G
109,20230111,OCI0113,46,2G
110,20230111,OCI0114,6,2G
111,20230111,OCI0115,11,2G
112,20230111,OCI0116,123,2G
113,20230111,OCI0117,23,2G
114,20230111,OCI0118,76,2G
115,20230111,OCI0119,48,2G
116,20230111,OCI0121,0,2G
117,20230111,OCI0122,60,2G
118,20230111,OCI0123,17,2G
119,20230111,OCI0124,5,2G
120,20230111,OCI0125,3,2G
121,20230111,OCI0127,34,2G
122,20230111,OCI0128,21,2G
123,20230111,OCI0129,37,2G
124,20230111,OCI0130,9,2G
125,20230111,OCI0132,5,2G
126,20230111,OCI0134,33,2G
127,20230111,OCI0135,26,2G
128,20230111,OCI0136,2,2G
129,20230111,OCI0137,20,2G
130,20230111,OCI0138,14,2G
131,20230111,OCI0139,78,2G
132,20230111,OCI0141,12,2G
133,20230111,OCI0142,50,2G
134,20230111,OCI0143,6,2G
135,20230111,OCI0144,12,2G
136,20230111,OCI0145,1,2G
137,20230111,OCI0146,8,2G
138,20230111,OCI0147,43,2G
139,20230111,OCI0148,18,2G
140,20230111,OCI0149,22,2G
141,20230111,OCI0150,55,2G
142,20230111,OCI0151,20,2G
143,20230111,OCI0152,58,2G
144,20230111,OCI0153,53,2G
145,20230111,OCI0154,5,2G
146,20230111,OCI0155,50,2G
147,20230111,OCI0156,16,2G
148,20230111,OCI0157,8,2G
149,20230111,OCI0158,76,2G
150,20230111,OCI0159,177,2G
151,20230111,OCI0160,26,2G
152,20230111,OCI0161,10,2G
153,20230111,OCI0162,26,2G
154,20230111,OCI0163,24,2G
155,20230111,OCI0164,32,2G
156,20230111,OCI0165,8,2G
157,20230111,OCI0166,11,2G
158,20230111,OCI0167,33,2G
159,20230111,OCI0168,43,2G
160,20230111,OCI0169,28,2G
161,20230111,OCI0172,44,2G
162,20230111,OCI0173,20,2G
163,20230111,OCI0174,34,2G
164,20230111,OCI0175,58,2G
165,20230111,OCI0176,28,2G
166,20230111,OCI0177,18,2G
167,20230111,OCI0178,36,2G
168,20230111,OCI0179,49,2G
169,20230111,OCI0180,20,2G
170,20230111,OCI0181,126,2G
171,20230111,OCI0182,31,2G
172,20230111,OCI0183,16,2G
173,20230111,OCI0184,6,2G
