,date_jour,code_site,drop_after_tch_assign,techno
0,20230104,OCI0001,17,2G
1,20230104,OCI0002,12,2G
2,20230104,OCI0003,13,2G
3,20230104,OCI0004,29,2G
4,20230104,OCI0005,15,2G
5,20230104,OCI0006,16,2G
6,20230104,OCI0007,1,2G
7,20230104,OCI0008,2,2G
8,20230104,OCI0009,4,2G
9,20230104,OCI0010,10,2G
10,20230104,OCI0011,4,2G
11,20230104,OCI0012,12,2G
12,20230104,OCI0013,8,2G
13,20230104,OCI0014,4,2G
14,20230104,OCI0015,28,2G
15,20230104,OCI0016,48,2G
16,20230104,OCI0017,46,2G
17,20230104,OCI0018,19,2G
18,20230104,OCI0019,5,2G
19,20230104,OCI0020,12,2G
20,20230104,OCI0021,129,2G
21,20230104,OCI0022,18,2G
22,20230104,OCI0023,6,2G
23,20230104,OCI0024,8,2G
24,20230104,OCI0025,41,2G
25,20230104,OCI0026,76,2G
26,20230104,OCI0027,0,2G
27,20230104,OCI0028,36,2G
28,20230104,OCI0029,38,2G
29,20230104,OCI0030,19,2G
30,20230104,OCI0031,9,2G
31,20230104,OCI0032,0,2G
32,20230104,OCI0033,26,2G
33,20230104,OCI0034,0,2G
34,20230104,OCI0035,8,2G
35,20230104,OCI0036,12,2G
36,20230104,OCI0037,4,2G
37,20230104,OCI0038,24,2G
38,20230104,OCI0039,26,2G
39,20230104,OCI0041,28,2G
40,20230104,OCI0042,15,2G
41,20230104,OCI0043,50,2G
42,20230104,OCI0044,30,2G
43,20230104,OCI0045,10,2G
44,20230104,OCI0046,3,2G
45,20230104,OCI0047,15,2G
46,20230104,OCI0048,15,2G
47,20230104,OCI0049,68,2G
48,20230104,OCI0050,79,2G
49,20230104,OCI0051,37,2G
50,20230104,OCI0052,7,2G
51,20230104,OCI0053,9,2G
52,20230104,OCI0054,10,2G
53,20230104,OCI0055,16,2G
54,20230104,OCI0056,12,2G
55,20230104,OCI0057,24,2G
56,20230104,OCI0058,2,2G
57,20230104,OCI0059,46,2G
58,20230104,OCI0060,16,2G
59,20230104,OCI0061,10,2G
60,20230104,OCI0062,16,2G
61,20230104,OCI0063,35,2G
62,20230104,OCI0064,17,2G
63,20230104,OCI0065,4,2G
64,20230104,OCI0066,10,2G
65,20230104,OCI0067,57,2G
66,20230104,OCI0068,13,2G
67,20230104,OCI0069,17,2G
68,20230104,OCI0070,17,2G
69,20230104,OCI0071,8,2G
70,20230104,OCI0072,6,2G
71,20230104,OCI0073,5,2G
72,20230104,OCI0074,12,2G
73,20230104,OCI0075,16,2G
74,20230104,OCI0076,16,2G
75,20230104,OCI0077,12,2G
76,20230104,OCI0078,24,2G
77,20230104,OCI0080,25,2G
78,20230104,OCI0081,17,2G
79,20230104,OCI0082,5,2G
80,20230104,OCI0083,16,2G
81,20230104,OCI0084,7,2G
82,20230104,OCI0085,7,2G
83,20230104,OCI0086,8,2G
84,20230104,OCI0087,14,2G
85,20230104,OCI0088,2,2G
86,20230104,OCI0089,11,2G
87,20230104,OCI0090,1,2G
88,20230104,OCI0091,27,2G
89,20230104,OCI0092,60,2G
90,20230104,OCI0093,52,2G
91,20230104,OCI0094,7,2G
92,20230104,OCI0095,7,2G
93,20230104,OCI0096,12,2G
94,20230104,OCI0097,23,2G
95,20230104,OCI0098,31,2G
96,20230104,OCI0099,2,2G
97,20230104,OCI0100,28,2G
98,20230104,OCI0101,16,2G
99,20230104,OCI0102,12,2G
100,20230104,OCI0104,26,2G
101,20230104,OCI0105,17,2G
102,20230104,OCI0106,10,2G
103,20230104,OCI0107,3,2G
104,20230104,OCI0108,27,2G
105,20230104,OCI0109,13,2G
106,20230104,OCI0110,2,2G
107,20230104,OCI0111,0,2G
108,20230104,OCI0112,79,2G
109,20230104,OCI0113,92,2G
110,20230104,OCI0114,4,2G
111,20230104,OCI0115,2,2G
112,20230104,OCI0116,75,2G
113,20230104,OCI0117,9,2G
114,20230104,OCI0118,39,2G
115,20230104,OCI0119,63,2G
116,20230104,OCI0121,1,2G
117,20230104,OCI0122,26,2G
118,20230104,OCI0123,27,2G
119,20230104,OCI0124,5,2G
120,20230104,OCI0125,2,2G
121,20230104,OCI0127,26,2G
122,20230104,OCI0128,26,2G
123,20230104,OCI0129,31,2G
124,20230104,OCI0130,6,2G
125,20230104,OCI0132,2,2G
126,20230104,OCI0134,20,2G
127,20230104,OCI0135,10,2G
128,20230104,OCI0136,6,2G
129,20230104,OCI0137,14,2G
130,20230104,OCI0138,5,2G
131,20230104,OCI0139,63,2G
132,20230104,OCI0141,1,2G
133,20230104,OCI0142,25,2G
134,20230104,OCI0143,6,2G
135,20230104,OCI0144,13,2G
136,20230104,OCI0145,1,2G
137,20230104,OCI0146,10,2G
138,20230104,OCI0147,30,2G
139,20230104,OCI0148,6,2G
140,20230104,OCI0149,10,2G
141,20230104,OCI0150,23,2G
142,20230104,OCI0151,19,2G
143,20230104,OCI0152,48,2G
144,20230104,OCI0153,29,2G
145,20230104,OCI0154,1,2G
146,20230104,OCI0155,49,2G
147,20230104,OCI0156,15,2G
148,20230104,OCI0157,1,2G
149,20230104,OCI0158,60,2G
150,20230104,OCI0159,152,2G
151,20230104,OCI0160,37,2G
152,20230104,OCI0161,14,2G
153,20230104,OCI0162,15,2G
154,20230104,OCI0163,37,2G
155,20230104,OCI0164,6,2G
156,20230104,OCI0165,3,2G
157,20230104,OCI0166,16,2G
158,20230104,OCI0167,41,2G
159,20230104,OCI0168,13,2G
160,20230104,OCI0169,12,2G
161,20230104,OCI0172,21,2G
162,20230104,OCI0173,23,2G
163,20230104,OCI0174,15,2G
164,20230104,OCI0175,69,2G
165,20230104,OCI0176,10,2G
166,20230104,OCI0177,15,2G
167,20230104,OCI0178,14,2G
168,20230104,OCI0179,53,2G
169,20230104,OCI0180,44,2G
170,20230104,OCI0181,138,2G
171,20230104,OCI0182,21,2G
172,20230104,OCI0183,7,2G
173,20230104,OCI0184,3,2G
174,20230104,OCI0185,52,2G
175,20230104,OCI0186,36,2G
176,20230104,OCI0187,7,2G
177,20230104,OCI0188,6,2G
178,20230104,OCI0189,32,2G
179,20230104,OCI0190,14,2G
180,20230104,OCI0191,33,2G
181,20230104,OCI0192,13,2G
182,20230104,OCI0193,23,2G
183,20230104,OCI0194,46,2G
184,20230104,OCI0195,3,2G
185,20230104,OCI0196,10,2G
186,20230104,OCI0197,81,2G
187,20230104,OCI0198,15,2G
188,20230104,OCI0199,12,2G
189,20230104,OCI0200,6,2G
190,20230104,OCI0201,8,2G
191,20230104,OCI0202,3,2G
192,20230104,OCI0203,54,2G
193,20230104,OCI0204,19,2G
194,20230104,OCI0205,3,2G
195,20230104,OCI0206,19,2G
196,20230104,OCI0207,43,2G
197,20230104,OCI0208,49,2G
198,20230104,OCI0209,40,2G
199,20230104,OCI0210,38,2G
200,20230104,OCI0211,7,2G
201,20230104,OCI0212,21,2G
202,20230104,OCI0213,62,2G
203,20230104,OCI0214,7,2G
204,20230104,OCI0216,4,2G
205,20230104,OCI0219,57,2G
206,20230104,OCI0220,9,2G
207,20230104,OCI0221,28,2G
208,20230104,OCI0222,27,2G
209,20230104,OCI0223,5,2G
210,20230104,OCI0224,12,2G
211,20230104,OCI0225,28,2G
212,20230104,OCI0226,1,2G
213,20230104,OCI0227,99,2G
214,20230104,OCI0228,17,2G
215,20230104,OCI0229,9,2G
216,20230104,OCI0230,6,2G
217,20230104,OCI0231,1,2G
218,20230104,OCI0232,27,2G
219,20230104,OCI0233,30,2G
220,20230104,OCI0234,62,2G
221,20230104,OCI0235,8,2G
222,20230104,OCI0236,5,2G
223,20230104,OCI0237,12,2G
224,20230104,OCI0238,44,2G
225,20230104,OCI0239,19,2G
226,20230104,OCI0240,23,2G
227,20230104,OCI0241,24,2G
228,20230104,OCI0242,13,2G
229,20230104,OCI0243,8,2G
230,20230104,OCI0244,4,2G
231,20230104,OCI0245,6,2G
232,20230104,OCI0246,13,2G
233,20230104,OCI0247,12,2G
234,20230104,OCI0248,46,2G
235,20230104,OCI0249,7,2G
236,20230104,OCI0250,10,2G
237,20230104,OCI0251,22,2G
238,20230104,OCI0252,1,2G
239,20230104,OCI0253,9,2G
240,20230104,OCI0254,19,2G
241,20230104,OCI0255,9,2G
242,20230104,OCI0256,17,2G
243,20230104,OCI0257,30,2G
244,20230104,OCI0258,10,2G
245,20230104,OCI0259,11,2G
246,20230104,OCI0260,7,2G
247,20230104,OCI0261,61,2G
248,20230104,OCI0262,58,2G
249,20230104,OCI0263,58,2G
250,20230104,OCI0264,65,2G
251,20230104,OCI0265,11,2G
252,20230104,OCI0266,89,2G
253,20230104,OCI0267,41,2G
254,20230104,OCI0268,25,2G
255,20230104,OCI0269,82,2G
256,20230104,OCI0270,17,2G
257,20230104,OCI0271,3,2G
258,20230104,OCI0272,6,2G
259,20230104,OCI0273,26,2G
260,20230104,OCI0274,34,2G
261,20230104,OCI0275,7,2G
262,20230104,OCI0276,44,2G
263,20230104,OCI0277,2,2G
264,20230104,OCI0278,1,2G
265,20230104,OCI0279,15,2G
266,20230104,OCI0280,11,2G
267,20230104,OCI0281,2,2G
268,20230104,OCI0282,13,2G
269,20230104,OCI0283,21,2G
270,20230104,OCI0284,44,2G
271,20230104,OCI0285,10,2G
