,date_jour,code_site,min_cssr_cs,max_cssr_cs,avg_cssr_cs,median_cssr_cs,techno
0,20230310,0,0.0,0.0,0.0,0.0,3G
1,20230310,OCI0001,0.0,100.0,93.91894607843138,100.0,3G
2,20230310,OCI0002,0.0,100.0,93.55671568627452,100.0,3G
3,20230310,OCI0003,0.0,100.0,98.39801470588235,100.0,3G
4,20230310,OCI0004,0.0,100.0,99.39107843137255,100.0,3G
5,20230310,OCI0005,0.0,100.0,97.80139705882353,100.0,3G
6,20230310,OCI0006,0.0,100.0,98.17414215686274,100.0,3G
7,20230310,OCI0007,0.0,100.0,98.43318295739348,100.0,3G
8,20230310,OCI0008,0.0,100.0,74.5239705882353,100.0,3G
9,20230310,OCI0009,0.0,101.89,98.59867647058823,100.0,3G
10,20230310,OCI0010,0.0,100.0,99.25772058823529,100.0,3G
11,20230310,OCI0011,0.0,100.0,98.7469362745098,100.0,3G
12,20230310,OCI0012,0.0,100.0,92.02898876404494,100.0,3G
13,20230310,OCI0013,0.0,100.0,99.12176470588236,100.0,3G
14,20230310,OCI0014,0.0,100.0,97.49098039215686,100.0,3G
15,20230310,OCI0015,0.0,100.0,98.34671568627451,100.0,3G
16,20230310,OCI0016,0.0,100.0,89.8738024691358,100.0,3G
17,20230310,OCI0017,0.0,100.0,90.02460784313726,100.0,3G
18,20230310,OCI0018,0.0,100.0,91.75294117647059,100.0,3G
19,20230310,OCI0019,0.0,100.0,85.96296568627452,100.0,3G
20,20230310,OCI0020,0.0,100.0,97.81897058823529,100.0,3G
21,20230310,OCI0021,0.0,100.0,74.05887254901961,100.0,3G
22,20230310,OCI0022,0.0,100.0,86.10946078431373,100.0,3G
23,20230310,OCI0023,0.0,100.0,92.79872549019608,100.0,3G
24,20230310,OCI0024,0.0,100.0,70.3893137254902,100.0,3G
25,20230310,OCI0025,0.0,100.0,99.63830882352941,100.0,3G
26,20230310,OCI0026,0.0,100.0,98.00270053475936,100.0,3G
27,20230310,OCI0028,0.0,100.0,78.88551470588236,100.0,3G
28,20230310,OCI0029,98.08,100.0,99.90269607843138,100.0,3G
29,20230310,OCI0030,0.0,100.0,99.16323529411764,100.0,3G
30,20230310,OCI0031,87.82,100.16,99.67367647058823,100.0,3G
31,20230310,OCI0033,0.0,100.12,99.36850490196079,100.0,3G
32,20230310,OCI0035,0.0,100.0,91.93558823529412,100.0,3G
33,20230310,OCI0036,0.0,100.0,96.9630637254902,100.0,3G
34,20230310,OCI0037,0.0,100.0,95.93637254901961,100.0,3G
35,20230310,OCI0038,0.0,100.0,98.27203431372548,100.0,3G
