,date_jour,code_site,number_of_call_drop_3g,techno
0,20230111,0,251,3G
1,20230111,OCI0001,108,3G
2,20230111,OCI0002,16,3G
3,20230111,OCI0003,21,3G
4,20230111,OCI0004,110,3G
5,20230111,OCI0005,35,3G
6,20230111,OCI0006,22,3G
7,20230111,OCI0007,35,3G
8,20230111,OCI0008,35,3G
9,20230111,OCI0009,60,3G
10,20230111,OCI0010,52,3G
11,20230111,OCI0011,68,3G
12,20230111,OCI0012,23,3G
13,20230111,OCI0013,28,3G
14,20230111,OCI0014,32,3G
15,20230111,OCI0015,51,3G
16,20230111,OCI0016,75,3G
17,20230111,OCI0017,52,3G
18,20230111,OCI0018,63,3G
19,20230111,OCI0019,60,3G
20,20230111,OCI0020,100,3G
21,20230111,OCI0021,78,3G
22,20230111,OCI0022,28,3G
23,20230111,OCI0023,30,3G
24,20230111,OCI0024,12,3G
25,20230111,OCI0025,219,3G
26,20230111,OCI0026,126,3G
27,20230111,OCI0028,39,3G
28,20230111,OCI0029,136,3G
29,20230111,OCI0030,54,3G
30,20230111,OCI0031,53,3G
31,20230111,OCI0033,91,3G
32,20230111,OCI0035,15,3G
33,20230111,OCI0036,58,3G
34,20230111,OCI0037,44,3G
35,20230111,OCI0038,230,3G
36,20230111,OCI0039,30,3G
37,20230111,OCI0041,73,3G
38,20230111,OCI0042,73,3G
39,20230111,OCI0043,41,3G
40,20230111,OCI0044,16,3G
41,20230111,OCI0045,36,3G
42,20230111,OCI0046,28,3G
43,20230111,OCI0047,3,3G
44,20230111,OCI0048,16,3G
45,20230111,OCI0049,50,3G
46,20230111,OCI0050,26,3G
47,20230111,OCI0051,18,3G
48,20230111,OCI0052,50,3G
49,20230111,OCI0053,30,3G
50,20230111,OCI0054,31,3G
51,20230111,OCI0055,10,3G
52,20230111,OCI0056,179,3G
53,20230111,OCI0057,72,3G
54,20230111,OCI0058,10,3G
55,20230111,OCI0059,80,3G
56,20230111,OCI0060,20,3G
57,20230111,OCI0061,32,3G
58,20230111,OCI0062,9,3G
59,20230111,OCI0063,50,3G
60,20230111,OCI0064,35,3G
61,20230111,OCI0065,24,3G
62,20230111,OCI0066,10,3G
63,20230111,OCI0067,15,3G
64,20230111,OCI0068,560,3G
65,20230111,OCI0069,26,3G
66,20230111,OCI0070,52,3G
67,20230111,OCI0071,14,3G
68,20230111,OCI0072,43,3G
69,20230111,OCI0073,39,3G
70,20230111,OCI0074,6,3G
71,20230111,OCI0075,160,3G
72,20230111,OCI0076,230,3G
73,20230111,OCI0077,68,3G
74,20230111,OCI0078,11,3G
75,20230111,OCI0080,13,3G
76,20230111,OCI0081,76,3G
77,20230111,OCI0083,8,3G
78,20230111,OCI0084,20,3G
79,20230111,OCI0085,9,3G
80,20230111,OCI0086,107,3G
81,20230111,OCI0087,134,3G
82,20230111,OCI0088,36,3G
83,20230111,OCI0089,24,3G
84,20230111,OCI0090,38,3G
85,20230111,OCI0091,21,3G
86,20230111,OCI0092,122,3G
87,20230111,OCI0093,45,3G
88,20230111,OCI0094,78,3G
89,20230111,OCI0095,34,3G
90,20230111,OCI0096,52,3G
91,20230111,OCI0097,16,3G
92,20230111,OCI0098,32,3G
93,20230111,OCI0099,29,3G
94,20230111,OCI0100,35,3G
95,20230111,OCI0101,68,3G
96,20230111,OCI0102,187,3G
97,20230111,OCI0104,52,3G
98,20230111,OCI0105,62,3G
99,20230111,OCI0106,47,3G
100,20230111,OCI0107,7,3G
101,20230111,OCI0108,22,3G
102,20230111,OCI0109,8,3G
103,20230111,OCI0110,10,3G
104,20230111,OCI0111,17,3G
105,20230111,OCI0112,46,3G
106,20230111,OCI0113,45,3G
107,20230111,OCI0114,64,3G
108,20230111,OCI0115,35,3G
109,20230111,OCI0116,32,3G
110,20230111,OCI0117,29,3G
111,20230111,OCI0118,28,3G
112,20230111,OCI0119,41,3G
113,20230111,OCI0121,2,3G
114,20230111,OCI0122,31,3G
115,20230111,OCI0123,131,3G
116,20230111,OCI0124,324,3G
117,20230111,OCI0125,8,3G
118,20230111,OCI0127,40,3G
119,20230111,OCI0128,42,3G
120,20230111,OCI0129,117,3G
121,20230111,OCI0130,30,3G
122,20230111,OCI0132,8,3G
123,20230111,OCI0134,24,3G
124,20230111,OCI0135,64,3G
125,20230111,OCI0136,81,3G
126,20230111,OCI0137,58,3G
127,20230111,OCI0138,32,3G
128,20230111,OCI0139,58,3G
129,20230111,OCI0141,11,3G
130,20230111,OCI0142,74,3G
131,20230111,OCI0143,69,3G
