,date_jour,code_site,number_of_call_drop_3g,techno
0,20230120,0,34,3G
1,20230120,OCI0001,12,3G
2,20230120,OCI0002,2,3G
3,20230120,OCI0003,1,3G
4,20230120,OCI0004,9,3G
5,20230120,OCI0005,2,3G
6,20230120,OCI0006,3,3G
7,20230120,OCI0007,7,3G
8,20230120,OCI0008,4,3G
9,20230120,OCI0009,13,3G
10,20230120,OCI0010,3,3G
11,20230120,OCI0011,10,3G
12,20230120,OCI0012,2,3G
13,20230120,OCI0013,7,3G
14,20230120,OCI0014,3,3G
15,20230120,OCI0015,12,3G
16,20230120,OCI0016,11,3G
17,20230120,OCI0017,7,3G
18,20230120,OCI0018,15,3G
19,20230120,OCI0019,8,3G
20,20230120,OCI0020,12,3G
21,20230120,OCI0021,11,3G
22,20230120,OCI0022,13,3G
23,20230120,OCI0023,11,3G
24,20230120,OCI0024,2,3G
25,20230120,OCI0025,16,3G
26,20230120,OCI0026,12,3G
27,20230120,OCI0028,4,3G
28,20230120,OCI0029,8,3G
29,20230120,OCI0030,12,3G
30,20230120,OCI0031,22,3G
31,20230120,OCI0033,31,3G
32,20230120,OCI0035,4,3G
33,20230120,OCI0036,6,3G
34,20230120,OCI0037,4,3G
35,20230120,OCI0038,46,3G
36,20230120,OCI0039,2,3G
37,20230120,OCI0041,9,3G
38,20230120,OCI0042,7,3G
39,20230120,OCI0043,7,3G
40,20230120,OCI0044,4,3G
41,20230120,OCI0045,5,3G
42,20230120,OCI0046,1,3G
43,20230120,OCI0047,1,3G
44,20230120,OCI0048,5,3G
45,20230120,OCI0049,10,3G
46,20230120,OCI0050,2,3G
47,20230120,OCI0051,3,3G
48,20230120,OCI0052,7,3G
49,20230120,OCI0053,3,3G
50,20230120,OCI0054,3,3G
51,20230120,OCI0055,4,3G
52,20230120,OCI0056,15,3G
53,20230120,OCI0057,9,3G
54,20230120,OCI0058,0,3G
55,20230120,OCI0059,14,3G
56,20230120,OCI0060,1,3G
57,20230120,OCI0061,3,3G
58,20230120,OCI0062,0,3G
59,20230120,OCI0063,6,3G
60,20230120,OCI0064,3,3G
61,20230120,OCI0065,1,3G
62,20230120,OCI0066,5,3G
63,20230120,OCI0067,2,3G
64,20230120,OCI0068,75,3G
65,20230120,OCI0069,3,3G
66,20230120,OCI0070,9,3G
67,20230120,OCI0072,1,3G
68,20230120,OCI0073,4,3G
69,20230120,OCI0074,0,3G
70,20230120,OCI0075,13,3G
71,20230120,OCI0076,16,3G
72,20230120,OCI0077,8,3G
73,20230120,OCI0078,1,3G
74,20230120,OCI0080,2,3G
75,20230120,OCI0081,9,3G
76,20230120,OCI0083,0,3G
77,20230120,OCI0084,3,3G
78,20230120,OCI0085,1,3G
79,20230120,OCI0086,17,3G
80,20230120,OCI0087,14,3G
81,20230120,OCI0088,10,3G
82,20230120,OCI0089,3,3G
83,20230120,OCI0090,6,3G
84,20230120,OCI0091,29,3G
85,20230120,OCI0092,9,3G
86,20230120,OCI0093,2,3G
87,20230120,OCI0094,2,3G
88,20230120,OCI0095,3,3G
89,20230120,OCI0096,2,3G
90,20230120,OCI0097,1,3G
91,20230120,OCI0098,5,3G
92,20230120,OCI0099,4,3G
93,20230120,OCI0100,10,3G
94,20230120,OCI0101,2,3G
95,20230120,OCI0102,21,3G
96,20230120,OCI0104,8,3G
97,20230120,OCI0105,4,3G
98,20230120,OCI0106,2,3G
99,20230120,OCI0107,0,3G
100,20230120,OCI0108,1,3G
101,20230120,OCI0109,1,3G
102,20230120,OCI0110,3,3G
103,20230120,OCI0111,4,3G
104,20230120,OCI0112,3,3G
105,20230120,OCI0113,2,3G
106,20230120,OCI0114,7,3G
107,20230120,OCI0116,5,3G
108,20230120,OCI0117,0,3G
109,20230120,OCI0118,9,3G
110,20230120,OCI0119,4,3G
111,20230120,OCI0121,1,3G
112,20230120,OCI0122,4,3G
113,20230120,OCI0123,274,3G
114,20230120,OCI0124,15,3G
115,20230120,OCI0125,3,3G
116,20230120,OCI0127,2,3G
117,20230120,OCI0128,3,3G
118,20230120,OCI0129,31,3G
119,20230120,OCI0130,5,3G
120,20230120,OCI0132,2,3G
121,20230120,OCI0134,3,3G
122,20230120,OCI0135,12,3G
123,20230120,OCI0136,5,3G
124,20230120,OCI0137,5,3G
125,20230120,OCI0138,3,3G
126,20230120,OCI0139,8,3G
127,20230120,OCI0141,0,3G
128,20230120,OCI0142,17,3G
129,20230120,OCI0143,14,3G
130,20230120,OCI0144,0,3G
131,20230120,OCI0145,0,3G
132,20230120,OCI0146,3,3G
133,20230120,OCI0147,17,3G
134,20230120,OCI0148,13,3G
135,20230120,OCI0149,1,3G
136,20230120,OCI0150,2,3G
137,20230120,OCI0151,2,3G
138,20230120,OCI0152,10,3G
139,20230120,OCI0153,4,3G
140,20230120,OCI0154,1,3G
141,20230120,OCI0155,14,3G
142,20230120,OCI0156,1,3G
143,20230120,OCI0157,3,3G
144,20230120,OCI0158,4,3G
145,20230120,OCI0159,4,3G
146,20230120,OCI0160,3,3G
147,20230120,OCI0161,6,3G
148,20230120,OCI0162,5,3G
149,20230120,OCI0163,9,3G
150,20230120,OCI0164,7,3G
151,20230120,OCI0165,5,3G
152,20230120,OCI0166,4,3G
