,date_jour,code_site,number_of_call_drop_3g,techno
0,20230109,0,323,3G
1,20230109,OCI0001,104,3G
2,20230109,OCI0002,42,3G
3,20230109,OCI0003,34,3G
4,20230109,OCI0004,83,3G
5,20230109,OCI0005,40,3G
6,20230109,OCI0006,35,3G
7,20230109,OCI0007,56,3G
8,20230109,OCI0008,53,3G
9,20230109,OCI0009,86,3G
10,20230109,OCI0010,45,3G
11,20230109,OCI0011,53,3G
12,20230109,OCI0012,15,3G
13,20230109,OCI0013,72,3G
14,20230109,OCI0014,27,3G
15,20230109,OCI0015,74,3G
16,20230109,OCI0016,125,3G
17,20230109,OCI0017,57,3G
18,20230109,OCI0018,70,3G
19,20230109,OCI0019,55,3G
20,20230109,OCI0020,118,3G
21,20230109,OCI0021,105,3G
22,20230109,OCI0022,50,3G
23,20230109,OCI0023,55,3G
24,20230109,OCI0024,11,3G
25,20230109,OCI0025,230,3G
26,20230109,OCI0026,149,3G
27,20230109,OCI0028,183,3G
28,20230109,OCI0029,139,3G
29,20230109,OCI0030,68,3G
30,20230109,OCI0031,60,3G
31,20230109,OCI0033,118,3G
32,20230109,OCI0035,27,3G
33,20230109,OCI0036,69,3G
34,20230109,OCI0037,34,3G
35,20230109,OCI0038,343,3G
36,20230109,OCI0039,53,3G
37,20230109,OCI0041,96,3G
38,20230109,OCI0042,110,3G
39,20230109,OCI0043,60,3G
40,20230109,OCI0044,33,3G
41,20230109,OCI0045,35,3G
42,20230109,OCI0046,33,3G
43,20230109,OCI0047,2,3G
44,20230109,OCI0048,39,3G
45,20230109,OCI0049,112,3G
46,20230109,OCI0050,25,3G
47,20230109,OCI0051,27,3G
48,20230109,OCI0052,76,3G
49,20230109,OCI0053,37,3G
50,20230109,OCI0054,35,3G
51,20230109,OCI0055,17,3G
52,20230109,OCI0056,222,3G
53,20230109,OCI0057,187,3G
54,20230109,OCI0058,5,3G
55,20230109,OCI0059,72,3G
56,20230109,OCI0060,34,3G
57,20230109,OCI0061,46,3G
58,20230109,OCI0062,6,3G
59,20230109,OCI0063,74,3G
60,20230109,OCI0064,47,3G
61,20230109,OCI0065,36,3G
62,20230109,OCI0066,30,3G
63,20230109,OCI0067,13,3G
64,20230109,OCI0068,578,3G
65,20230109,OCI0069,32,3G
66,20230109,OCI0070,57,3G
67,20230109,OCI0071,37,3G
68,20230109,OCI0072,57,3G
69,20230109,OCI0073,25,3G
70,20230109,OCI0074,2,3G
71,20230109,OCI0075,197,3G
72,20230109,OCI0076,154,3G
73,20230109,OCI0077,127,3G
74,20230109,OCI0078,12,3G
75,20230109,OCI0080,22,3G
76,20230109,OCI0081,69,3G
77,20230109,OCI0083,5,3G
78,20230109,OCI0084,46,3G
79,20230109,OCI0085,9,3G
80,20230109,OCI0086,97,3G
81,20230109,OCI0087,147,3G
82,20230109,OCI0088,61,3G
83,20230109,OCI0089,36,3G
84,20230109,OCI0090,56,3G
85,20230109,OCI0091,8,3G
86,20230109,OCI0092,123,3G
87,20230109,OCI0093,25,3G
88,20230109,OCI0094,77,3G
89,20230109,OCI0095,44,3G
90,20230109,OCI0096,57,3G
91,20230109,OCI0097,21,3G
92,20230109,OCI0098,39,3G
93,20230109,OCI0099,52,3G
94,20230109,OCI0100,60,3G
95,20230109,OCI0101,130,3G
