,date_jour,code_site,number_of_call_drop_3g,techno
0,20230121,0,46,3G
1,20230121,OCI0001,50,3G
2,20230121,OCI0002,9,3G
3,20230121,OCI0003,8,3G
4,20230121,OCI0004,16,3G
5,20230121,OCI0005,2,3G
6,20230121,OCI0006,6,3G
7,20230121,OCI0007,5,3G
8,20230121,OCI0008,1,3G
9,20230121,OCI0009,16,3G
10,20230121,OCI0010,10,3G
11,20230121,OCI0011,29,3G
12,20230121,OCI0012,5,3G
13,20230121,OCI0013,14,3G
14,20230121,OCI0014,6,3G
15,20230121,OCI0015,20,3G
16,20230121,OCI0016,17,3G
17,20230121,OCI0017,11,3G
18,20230121,OCI0018,27,3G
19,20230121,OCI0019,12,3G
20,20230121,OCI0020,28,3G
21,20230121,OCI0021,14,3G
22,20230121,OCI0022,12,3G
23,20230121,OCI0023,9,3G
24,20230121,OCI0024,5,3G
25,20230121,OCI0025,53,3G
26,20230121,OCI0026,21,3G
27,20230121,OCI0028,2,3G
28,20230121,OCI0029,39,3G
29,20230121,OCI0030,5,3G
30,20230121,OCI0031,15,3G
31,20230121,OCI0033,32,3G
32,20230121,OCI0035,4,3G
33,20230121,OCI0036,42,3G
34,20230121,OCI0037,11,3G
35,20230121,OCI0038,50,3G
36,20230121,OCI0039,3,3G
37,20230121,OCI0041,16,3G
38,20230121,OCI0042,15,3G
39,20230121,OCI0043,14,3G
40,20230121,OCI0044,3,3G
41,20230121,OCI0045,4,3G
42,20230121,OCI0046,10,3G
43,20230121,OCI0047,0,3G
44,20230121,OCI0048,4,3G
45,20230121,OCI0049,20,3G
46,20230121,OCI0050,7,3G
47,20230121,OCI0051,6,3G
48,20230121,OCI0052,12,3G
49,20230121,OCI0053,9,3G
50,20230121,OCI0054,8,3G
51,20230121,OCI0055,3,3G
52,20230121,OCI0056,65,3G
53,20230121,OCI0057,21,3G
54,20230121,OCI0058,0,3G
55,20230121,OCI0059,23,3G
56,20230121,OCI0060,1,3G
57,20230121,OCI0061,11,3G
58,20230121,OCI0062,3,3G
59,20230121,OCI0063,17,3G
60,20230121,OCI0064,4,3G
61,20230121,OCI0065,4,3G
62,20230121,OCI0066,2,3G
63,20230121,OCI0067,2,3G
64,20230121,OCI0068,90,3G
65,20230121,OCI0069,3,3G
66,20230121,OCI0070,10,3G
67,20230121,OCI0071,13,3G
68,20230121,OCI0072,2,3G
69,20230121,OCI0073,4,3G
70,20230121,OCI0074,0,3G
71,20230121,OCI0075,23,3G
72,20230121,OCI0076,246,3G
73,20230121,OCI0077,18,3G
74,20230121,OCI0078,11,3G
75,20230121,OCI0080,0,3G
76,20230121,OCI0081,20,3G
77,20230121,OCI0083,1,3G
78,20230121,OCI0084,0,3G
79,20230121,OCI0085,1,3G
80,20230121,OCI0086,26,3G
81,20230121,OCI0087,44,3G
82,20230121,OCI0088,8,3G
83,20230121,OCI0089,6,3G
84,20230121,OCI0090,2,3G
85,20230121,OCI0091,14,3G
86,20230121,OCI0092,27,3G
87,20230121,OCI0093,17,3G
88,20230121,OCI0094,13,3G
89,20230121,OCI0095,12,3G
90,20230121,OCI0096,19,3G
91,20230121,OCI0097,10,3G
