,date_jour,code_site,number_of_call_drop_3g,techno
0,20230113,0,216,3G
1,20230113,OCI0001,92,3G
2,20230113,OCI0002,15,3G
3,20230113,OCI0003,19,3G
4,20230113,OCI0004,74,3G
5,20230113,OCI0005,27,3G
6,20230113,OCI0006,34,3G
7,20230113,OCI0007,42,3G
8,20230113,OCI0008,61,3G
9,20230113,OCI0009,79,3G
10,20230113,OCI0010,48,3G
11,20230113,OCI0011,58,3G
12,20230113,OCI0012,4,3G
13,20230113,OCI0013,37,3G
14,20230113,OCI0014,20,3G
15,20230113,OCI0015,79,3G
16,20230113,OCI0016,120,3G
17,20230113,OCI0017,39,3G
18,20230113,OCI0018,72,3G
19,20230113,OCI0019,71,3G
20,20230113,OCI0020,65,3G
21,20230113,OCI0021,63,3G
22,20230113,OCI0022,34,3G
23,20230113,OCI0023,27,3G
24,20230113,OCI0024,13,3G
25,20230113,OCI0025,286,3G
26,20230113,OCI0026,106,3G
27,20230113,OCI0028,24,3G
28,20230113,OCI0029,116,3G
29,20230113,OCI0030,57,3G
30,20230113,OCI0031,52,3G
31,20230113,OCI0033,73,3G
32,20230113,OCI0035,24,3G
33,20230113,OCI0036,55,3G
34,20230113,OCI0037,46,3G
35,20230113,OCI0038,215,3G
36,20230113,OCI0039,21,3G
37,20230113,OCI0041,76,3G
38,20230113,OCI0042,70,3G
39,20230113,OCI0043,53,3G
40,20230113,OCI0044,21,3G
41,20230113,OCI0045,42,3G
42,20230113,OCI0046,35,3G
43,20230113,OCI0047,14,3G
44,20230113,OCI0048,27,3G
45,20230113,OCI0049,40,3G
46,20230113,OCI0050,11,3G
47,20230113,OCI0051,22,3G
48,20230113,OCI0052,67,3G
49,20230113,OCI0053,35,3G
50,20230113,OCI0054,17,3G
51,20230113,OCI0055,12,3G
52,20230113,OCI0056,226,3G
53,20230113,OCI0057,87,3G
54,20230113,OCI0058,8,3G
55,20230113,OCI0059,118,3G
56,20230113,OCI0060,26,3G
57,20230113,OCI0061,23,3G
58,20230113,OCI0062,6,3G
59,20230113,OCI0063,47,3G
60,20230113,OCI0064,32,3G
61,20230113,OCI0065,20,3G
62,20230113,OCI0066,9,3G
63,20230113,OCI0067,69,3G
64,20230113,OCI0068,521,3G
65,20230113,OCI0069,42,3G
66,20230113,OCI0070,56,3G
67,20230113,OCI0071,18,3G
68,20230113,OCI0072,35,3G
69,20230113,OCI0073,33,3G
70,20230113,OCI0074,0,3G
71,20230113,OCI0075,116,3G
72,20230113,OCI0076,249,3G
73,20230113,OCI0077,52,3G
74,20230113,OCI0078,20,3G
75,20230113,OCI0080,12,3G
76,20230113,OCI0081,74,3G
77,20230113,OCI0083,12,3G
78,20230113,OCI0084,24,3G
79,20230113,OCI0085,7,3G
80,20230113,OCI0086,73,3G
81,20230113,OCI0087,123,3G
82,20230113,OCI0088,52,3G
83,20230113,OCI0089,46,3G
84,20230113,OCI0090,36,3G
85,20230113,OCI0091,16,3G
86,20230113,OCI0092,67,3G
87,20230113,OCI0093,32,3G
88,20230113,OCI0094,40,3G
89,20230113,OCI0095,29,3G
90,20230113,OCI0096,43,3G
91,20230113,OCI0097,22,3G
92,20230113,OCI0098,35,3G
93,20230113,OCI0099,23,3G
94,20230113,OCI0100,40,3G
95,20230113,OCI0101,63,3G
96,20230113,OCI0102,152,3G
97,20230113,OCI0104,113,3G
98,20230113,OCI0105,67,3G
99,20230113,OCI0106,24,3G
100,20230113,OCI0107,10,3G
101,20230113,OCI0108,34,3G
102,20230113,OCI0109,7,3G
103,20230113,OCI0110,9,3G
104,20230113,OCI0111,14,3G
105,20230113,OCI0112,28,3G
106,20230113,OCI0113,63,3G
107,20230113,OCI0114,47,3G
108,20230113,OCI0115,39,3G
109,20230113,OCI0116,28,3G
110,20230113,OCI0117,3,3G
111,20230113,OCI0118,43,3G
112,20230113,OCI0119,29,3G
113,20230113,OCI0121,1,3G
114,20230113,OCI0122,42,3G
115,20230113,OCI0123,46,3G
116,20230113,OCI0124,140,3G
117,20230113,OCI0125,8,3G
118,20230113,OCI0127,33,3G
119,20230113,OCI0128,30,3G
120,20230113,OCI0129,160,3G
121,20230113,OCI0130,31,3G
122,20230113,OCI0132,19,3G
123,20230113,OCI0134,36,3G
