,date_jour,code_site,min_cssr_cs,max_cssr_cs,avg_cssr_cs,median_cssr_cs,techno
0,20230131,0,0.0,0.0,0.0,0.0,3G
1,20230131,OCI0001,0.0,100.39,96.32273550724638,100.0,3G
2,20230131,OCI0002,0.0,100.0,94.88083333333333,100.0,3G
3,20230131,OCI0003,0.0,100.0,99.45307971014493,100.0,3G
4,20230131,OCI0004,88.0,100.0,99.79460144927536,100.0,3G
5,20230131,OCI0005,0.0,100.63,97.54833333333333,100.0,3G
6,20230131,OCI0006,0.0,100.0,96.04213768115942,100.0,3G
7,20230131,OCI0007,0.0,100.0,93.77688405797102,100.0,3G
8,20230131,OCI0008,0.0,100.0,82.26608695652173,100.0,3G
9,20230131,OCI0009,0.0,100.0,97.44764492753623,100.0,3G
10,20230131,OCI0010,0.0,100.0,98.91347826086957,100.0,3G
11,20230131,OCI0011,0.0,100.0,99.23608695652175,100.0,3G
12,20230131,OCI0012,0.0,100.0,94.02173913043478,100.0,3G
13,20230131,OCI0013,0.0,100.0,98.92721014492754,100.0,3G
14,20230131,OCI0014,0.0,100.0,98.31014492753623,100.0,3G
15,20230131,OCI0015,0.0,100.0,99.2811956521739,100.0,3G
16,20230131,OCI0016,0.0,100.0,89.04391304347826,100.0,3G
17,20230131,OCI0017,0.0,100.0,92.48028985507247,100.0,3G
18,20230131,OCI0018,0.0,100.0,94.43297101449275,100.0,3G
19,20230131,OCI0019,0.0,100.0,88.70063405797102,100.0,3G
20,20230131,OCI0020,0.0,100.0,98.77851449275363,100.0,3G
21,20230131,OCI0021,0.0,100.0,75.45014652014652,100.0,3G
22,20230131,OCI0022,0.0,100.0,92.75445652173913,100.0,3G
23,20230131,OCI0023,0.0,100.0,93.83840579710144,100.0,3G
24,20230131,OCI0024,0.0,100.0,72.78173913043479,98.48,3G
25,20230131,OCI0025,93.33,100.0,99.83594202898551,100.0,3G
26,20230131,OCI0026,0.0,100.0,99.76739130434783,100.0,3G
27,20230131,OCI0028,0.0,100.0,89.69615942028986,100.0,3G
28,20230131,OCI0029,94.07,100.0,99.80108695652174,100.0,3G
29,20230131,OCI0030,0.0,100.0,99.21971014492753,100.0,3G
30,20230131,OCI0031,90.91,100.0,99.65074275362319,100.0,3G
31,20230131,OCI0033,0.0,100.0,98.08778985507246,100.0,3G
32,20230131,OCI0035,0.0,100.0,90.50144927536232,100.0,3G
33,20230131,OCI0036,0.0,100.0,96.47,100.0,3G
34,20230131,OCI0037,0.0,100.0,92.53739130434782,100.0,3G
35,20230131,OCI0038,0.0,100.0,99.22778985507246,100.0,3G
36,20230131,OCI0039,0.0,100.0,94.0843961352657,100.0,3G
37,20230131,OCI0041,0.0,100.0,96.46550724637682,100.0,3G
38,20230131,OCI0042,0.0,100.0,99.19492753623189,100.0,3G
39,20230131,OCI0043,0.0,100.0,88.44909420289855,100.0,3G
40,20230131,OCI0044,0.0,100.0,98.33355072463767,100.0,3G
41,20230131,OCI0045,0.0,100.0,87.26083333333334,100.0,3G
42,20230131,OCI0046,0.0,100.0,95.37565217391304,100.0,3G
43,20230131,OCI0047,0.0,100.0,89.07260869565218,100.0,3G
44,20230131,OCI0048,0.0,100.0,61.5831884057971,97.77,3G
45,20230131,OCI0049,0.0,100.0,92.61061594202899,100.0,3G
46,20230131,OCI0050,0.0,100.0,97.58333333333333,100.0,3G
47,20230131,OCI0051,0.0,100.0,99.39282608695652,100.0,3G
48,20230131,OCI0052,0.0,100.0,89.77612318840579,100.0,3G
49,20230131,OCI0053,0.0,100.0,99.5163043478261,100.0,3G
50,20230131,OCI0054,0.0,100.0,96.83960144927536,100.0,3G
51,20230131,OCI0055,0.0,100.0,70.36246376811594,100.0,3G
52,20230131,OCI0056,98.48,100.0,99.80902173913043,100.0,3G
53,20230131,OCI0057,0.0,100.0,99.58528985507246,100.0,3G
54,20230131,OCI0058,0.0,100.0,80.85414545454546,100.0,3G
55,20230131,OCI0059,0.0,100.0,90.23891304347826,100.0,3G
56,20230131,OCI0060,0.0,100.0,95.53351449275362,100.0,3G
57,20230131,OCI0061,0.0,100.0,99.75884057971014,100.0,3G
58,20230131,OCI0062,0.0,100.0,91.02217391304347,100.0,3G
59,20230131,OCI0063,0.0,100.0,98.77757246376811,100.0,3G
60,20230131,OCI0064,0.0,100.0,96.52963768115941,100.0,3G
61,20230131,OCI0065,0.0,100.0,91.66260869565217,100.0,3G
62,20230131,OCI0066,0.0,100.0,80.56405797101449,100.0,3G
63,20230131,OCI0067,0.0,100.0,84.87605072463768,100.0,3G
64,20230131,OCI0068,0.0,100.0,87.61876033057851,88.595,3G
65,20230131,OCI0069,0.0,100.0,96.35242753623189,100.0,3G
66,20230131,OCI0070,0.0,100.0,97.03202898550725,100.0,3G
67,20230131,OCI0071,0.0,100.0,95.8213768115942,100.0,3G
68,20230131,OCI0072,0.0,100.0,90.89695652173913,100.0,3G
69,20230131,OCI0073,0.0,100.0,90.93710144927536,100.0,3G
70,20230131,OCI0074,0.0,100.0,87.49014492753624,100.0,3G
71,20230131,OCI0075,0.0,100.0,96.50253623188406,100.0,3G
72,20230131,OCI0076,0.0,100.0,99.405,100.0,3G
73,20230131,OCI0077,0.0,100.0,97.39547101449276,100.0,3G
74,20230131,OCI0078,0.0,100.0,88.51826086956521,100.0,3G
75,20230131,OCI0080,0.0,100.0,91.87847826086957,100.0,3G
76,20230131,OCI0081,0.0,100.0,99.49344202898551,100.0,3G
77,20230131,OCI0083,0.0,100.0,80.98969696969696,100.0,3G
78,20230131,OCI0084,0.0,100.0,85.3747463768116,100.0,3G
79,20230131,OCI0085,0.0,100.0,89.47576086956522,100.0,3G
80,20230131,OCI0086,0.0,100.0,99.03152173913044,100.0,3G
81,20230131,OCI0087,0.0,100.0,99.46217391304347,100.0,3G
82,20230131,OCI0088,0.0,100.0,84.1631884057971,100.0,3G
83,20230131,OCI0089,0.0,100.0,92.46898550724637,100.0,3G
84,20230131,OCI0090,0.0,100.0,88.86710144927537,100.0,3G
85,20230131,OCI0091,0.0,100.0,86.09753623188406,100.0,3G
86,20230131,OCI0092,75.49,100.0,98.79565217391304,100.0,3G
87,20230131,OCI0093,0.0,100.0,92.98173913043479,100.0,3G
88,20230131,OCI0094,0.0,100.0,99.29079710144927,100.0,3G
89,20230131,OCI0095,0.0,100.0,99.57706521739131,100.0,3G
90,20230131,OCI0096,0.0,100.0,98.91561594202899,100.0,3G
91,20230131,OCI0097,0.0,100.0,94.85478260869566,100.0,3G
92,20230131,OCI0098,98.15,100.0,99.93539855072464,100.0,3G
93,20230131,OCI0099,0.0,100.0,95.22467391304347,100.0,3G
94,20230131,OCI0100,0.0,100.0,96.12934782608696,100.0,3G
95,20230131,OCI0101,0.0,100.0,98.88713725490196,100.0,3G
96,20230131,OCI0102,0.0,100.0,98.95623188405797,100.0,3G
97,20230131,OCI0104,0.0,100.0,91.17105072463768,100.0,3G
98,20230131,OCI0105,0.0,100.0,99.64797101449275,100.0,3G
99,20230131,OCI0106,0.0,100.0,83.06051001821494,100.0,3G
100,20230131,OCI0107,0.0,100.0,78.9430303030303,100.0,3G
101,20230131,OCI0108,0.0,100.0,85.15217391304348,100.0,3G
102,20230131,OCI0109,0.0,100.0,85.81967213114754,100.0,3G
103,20230131,OCI0110,0.0,100.0,91.25057971014493,100.0,3G
104,20230131,OCI0111,0.0,100.0,90.11780621572213,100.0,3G
105,20230131,OCI0112,0.0,100.0,91.60101449275362,100.0,3G
106,20230131,OCI0113,0.0,100.0,96.69844202898551,100.0,3G
107,20230131,OCI0114,0.0,100.0,97.7163768115942,100.0,3G
108,20230131,OCI0115,0.0,100.0,99.40489130434783,100.0,3G
109,20230131,OCI0116,95.24,100.0,99.55956521739131,100.0,3G
110,20230131,OCI0117,0.0,100.0,89.84623188405797,100.0,3G
111,20230131,OCI0118,0.0,100.0,89.86304347826086,100.0,3G
112,20230131,OCI0119,96.57,100.0,99.6895652173913,100.0,3G
113,20230131,OCI0121,0.0,100.0,80.77757246376811,100.0,3G
114,20230131,OCI0122,0.0,100.61,98.28420289855073,100.0,3G
115,20230131,OCI0123,0.0,100.0,97.35054347826087,100.0,3G
116,20230131,OCI0124,0.0,100.0,83.86611418047882,100.0,3G
117,20230131,OCI0125,0.0,100.0,82.94365942028986,100.0,3G
118,20230131,OCI0127,0.0,100.0,93.80912878787879,100.0,3G
119,20230131,OCI0128,0.0,100.0,87.69938405797102,100.0,3G
120,20230131,OCI0129,0.0,100.0,98.46428093645486,100.0,3G
121,20230131,OCI0130,0.0,100.0,97.41989130434783,100.0,3G
122,20230131,OCI0132,0.0,100.0,94.14739130434782,100.0,3G
123,20230131,OCI0134,0.0,100.0,95.24702898550724,100.0,3G
124,20230131,OCI0135,0.0,100.0,96.64289855072464,100.0,3G
125,20230131,OCI0136,0.0,100.0,95.09661835748793,100.0,3G
126,20230131,OCI0137,0.0,100.0,97.08173913043478,100.0,3G
127,20230131,OCI0138,0.0,100.0,97.47387681159421,100.0,3G
128,20230131,OCI0139,0.0,100.0,89.6622463768116,100.0,3G
129,20230131,OCI0141,0.0,100.0,89.6691304347826,99.435,3G
130,20230131,OCI0142,0.0,100.0,90.17963768115942,100.0,3G
131,20230131,OCI0143,0.0,100.0,87.63119565217391,100.0,3G
132,20230131,OCI0144,0.0,100.0,93.92326086956521,99.42,3G
133,20230131,OCI0145,0.0,100.0,82.83974637681159,100.0,3G
134,20230131,OCI0146,0.0,100.0,99.01742753623188,100.0,3G
135,20230131,OCI0147,0.0,100.0,97.68282608695652,100.0,3G
136,20230131,OCI0148,0.0,100.0,98.92391304347827,100.0,3G
137,20230131,OCI0149,0.0,100.0,79.26466911764706,100.0,3G
138,20230131,OCI0150,0.0,100.0,83.5193115942029,100.0,3G
139,20230131,OCI0151,0.0,100.0,52.337226890756305,91.89,3G
140,20230131,OCI0152,0.0,100.0,81.87391304347825,100.0,3G
141,20230131,OCI0153,0.0,100.0,90.37014492753623,99.06,3G
142,20230131,OCI0154,0.0,100.0,91.95869565217392,100.0,3G
143,20230131,OCI0155,0.0,100.0,90.3633695652174,100.0,3G
144,20230131,OCI0156,0.0,100.0,80.09855072463768,100.0,3G
145,20230131,OCI0157,0.0,100.0,74.42822463768115,100.0,3G
146,20230131,OCI0158,0.0,100.0,84.34623188405797,98.4,3G
147,20230131,OCI0159,0.0,100.0,86.37235507246376,100.0,3G
148,20230131,OCI0160,0.0,100.0,91.51144927536232,100.0,3G
149,20230131,OCI0161,0.0,100.0,99.0481884057971,100.0,3G
150,20230131,OCI0162,0.0,100.0,83.60014492753623,100.0,3G
151,20230131,OCI0163,90.91,100.0,99.76498188405797,100.0,3G
152,20230131,OCI0164,0.0,100.0,79.42,100.0,3G
153,20230131,OCI0165,0.0,100.0,93.93481884057971,100.0,3G
154,20230131,OCI0166,0.0,100.0,98.84673913043478,100.0,3G
155,20230131,OCI0167,0.0,100.0,86.34588235294117,100.0,3G
156,20230131,OCI0168,92.59,100.0,99.83557971014493,100.0,3G
157,20230131,OCI0169,0.0,100.0,98.71510869565218,99.11,3G
158,20230131,OCI0172,0.0,100.0,90.33084249084249,100.0,3G
159,20230131,OCI0173,0.0,100.0,99.69827898550724,100.0,3G
160,20230131,OCI0174,0.0,100.0,92.59391304347827,100.0,3G
161,20230131,OCI0175,0.0,100.0,86.4234420289855,100.0,3G
162,20230131,OCI0176,0.0,100.0,85.00536231884058,99.11,3G
163,20230131,OCI0177,0.0,100.0,89.4248188405797,100.0,3G
164,20230131,OCI0178,0.0,100.0,89.80231884057972,100.0,3G
165,20230131,OCI0179,0.0,100.0,92.27384057971014,100.0,3G
166,20230131,OCI0180,0.0,100.0,99.01492753623188,100.0,3G
167,20230131,OCI0181,0.0,100.0,96.98376811594203,100.0,3G
168,20230131,OCI0182,0.0,100.0,99.10184782608695,100.0,3G
169,20230131,OCI0183,0.0,100.0,98.46134057971014,100.0,3G
170,20230131,OCI0184,0.0,100.0,90.54920289855072,100.0,3G
171,20230131,OCI0185,0.0,100.0,91.71315217391304,100.0,3G
172,20230131,OCI0186,0.0,100.0,90.95447463768116,100.0,3G
173,20230131,OCI0187,0.0,100.0,89.12141304347826,100.0,3G
174,20230131,OCI0188,0.0,100.0,93.20173913043479,100.0,3G
175,20230131,OCI0189,0.0,100.0,93.28873188405797,100.0,3G
176,20230131,OCI0190,0.0,100.0,91.39695652173913,100.0,3G
177,20230131,OCI0191,0.0,100.0,98.80594202898551,100.0,3G
178,20230131,OCI0192,0.0,100.0,95.86833333333334,100.0,3G
179,20230131,OCI0193,0.0,100.0,94.63981884057971,100.0,3G
180,20230131,OCI0194,0.0,100.0,77.91327272727273,100.0,3G
181,20230131,OCI0195,0.0,100.0,94.41101449275362,100.0,3G
182,20230131,OCI0196,0.0,100.0,95.93347826086956,100.0,3G
183,20230131,OCI0197,0.0,100.0,86.33985507246376,100.0,3G
184,20230131,OCI0198,0.0,100.0,94.82213768115942,100.0,3G
185,20230131,OCI0199,0.0,100.0,92.87144927536232,100.0,3G
186,20230131,OCI0200,0.0,100.0,91.91492753623189,100.0,3G
187,20230131,OCI0201,0.0,100.0,84.19884057971015,98.55,3G
188,20230131,OCI0202,0.0,100.0,80.89695652173913,100.0,3G
