,date_jour,code_site,min_cssr_cs,max_cssr_cs,avg_cssr_cs,median_cssr_cs,techno
0,20230122,0,0.0,0.0,0.0,0.0,3G
1,20230122,OCI0001,0.0,100.96,95.20099290780142,100.0,3G
2,20230122,OCI0002,0.0,100.0,96.43654255319149,100.0,3G
3,20230122,OCI0003,0.0,100.0,99.18482269503546,100.0,3G
4,20230122,OCI0004,98.39,100.0,99.88751773049646,100.0,3G
5,20230122,OCI0005,0.0,100.0,99.53312056737589,100.0,3G
6,20230122,OCI0006,0.0,100.0,96.98464539007092,100.0,3G
7,20230122,OCI0007,0.0,100.0,99.54712765957447,100.0,3G
8,20230122,OCI0008,0.0,100.0,79.22326241134752,100.0,3G
9,20230122,OCI0009,0.0,100.0,98.07716312056738,100.0,3G
10,20230122,OCI0010,0.0,100.0,99.53117021276596,100.0,3G
11,20230122,OCI0011,0.0,100.0,97.99300366300366,100.0,3G
12,20230122,OCI0012,0.0,100.0,94.1863309352518,100.0,3G
13,20230122,OCI0013,96.67,100.0,99.900195035461,100.0,3G
14,20230122,OCI0014,97.8,100.0,99.91079787234042,100.0,3G
15,20230122,OCI0015,0.0,100.0,99.54163120567375,100.0,3G
16,20230122,OCI0016,0.0,100.0,87.80814285714285,100.0,3G
17,20230122,OCI0017,0.0,100.0,92.58205673758866,100.0,3G
18,20230122,OCI0018,0.0,100.0,94.87492907801419,100.0,3G
19,20230122,OCI0019,0.0,100.0,86.55177304964539,100.0,3G
20,20230122,OCI0020,0.0,100.0,98.77567375886525,100.0,3G
21,20230122,OCI0021,0.0,100.0,72.3131541218638,100.0,3G
22,20230122,OCI0022,0.0,100.0,90.10939716312056,100.0,3G
23,20230122,OCI0023,0.0,100.0,88.21489361702127,100.0,3G
24,20230122,OCI0024,0.0,100.0,80.71801418439716,100.0,3G
25,20230122,OCI0025,97.26,100.17,99.86716312056737,100.0,3G
26,20230122,OCI0026,0.0,100.0,98.24414893617022,100.0,3G
27,20230122,OCI0028,0.0,100.0,87.49074468085107,100.0,3G
28,20230122,OCI0029,97.3,100.0,99.83464539007092,100.0,3G
29,20230122,OCI0030,96.67,100.0,99.91590425531915,100.0,3G
30,20230122,OCI0031,94.74,100.0,99.80267730496453,100.0,3G
31,20230122,OCI0033,91.67,100.0,99.56031914893617,100.0,3G
32,20230122,OCI0035,0.0,100.0,86.99170212765958,100.0,3G
33,20230122,OCI0036,0.0,100.0,97.44936170212766,100.0,3G
34,20230122,OCI0037,0.0,100.0,95.64751773049646,100.0,3G
35,20230122,OCI0038,0.0,100.0,99.35363475177304,100.0,3G
36,20230122,OCI0039,0.0,100.0,95.56089834515366,100.0,3G
37,20230122,OCI0041,0.0,100.0,98.12673758865249,100.0,3G
38,20230122,OCI0042,0.0,100.0,99.58982269503547,100.0,3G
39,20230122,OCI0043,0.0,100.0,91.32620567375886,100.0,3G
40,20230122,OCI0044,97.78,100.0,99.96478723404255,100.0,3G
41,20230122,OCI0045,0.0,100.0,91.0877304964539,100.0,3G
42,20230122,OCI0046,0.0,100.0,92.72439716312057,100.0,3G
43,20230122,OCI0047,0.0,100.0,86.49687943262411,100.0,3G
44,20230122,OCI0048,0.0,100.0,60.86808510638298,99.46,3G
45,20230122,OCI0049,0.0,100.0,95.55879432624114,100.0,3G
46,20230122,OCI0050,0.0,100.0,97.05673758865248,100.0,3G
47,20230122,OCI0051,0.0,100.0,99.56510638297873,100.0,3G
48,20230122,OCI0052,0.0,100.0,88.45648936170213,100.0,3G
49,20230122,OCI0053,0.0,100.0,99.57039007092199,100.0,3G
50,20230122,OCI0054,0.0,100.0,99.54073217726398,100.0,3G
51,20230122,OCI0055,0.0,100.0,72.8418439716312,100.0,3G
52,20230122,OCI0056,85.71,100.0,99.71053191489362,100.0,3G
53,20230122,OCI0057,96.88,100.0,99.86191489361703,100.0,3G
54,20230122,OCI0058,0.0,100.0,72.62829787234043,100.0,3G
