,date_jour,code_site,number_of_call_drop_3g,techno
0,20230215,0,770,3G
1,20230215,OCI0001,573,3G
2,20230215,OCI0002,56,3G
3,20230215,OCI0003,211,3G
4,20230215,OCI0004,582,3G
5,20230215,OCI0005,161,3G
6,20230215,OCI0006,133,3G
7,20230215,OCI0007,156,3G
8,20230215,OCI0008,169,3G
9,20230215,OCI0009,388,3G
10,20230215,OCI0010,205,3G
11,20230215,OCI0011,233,3G
12,20230215,OCI0012,57,3G
13,20230215,OCI0013,235,3G
14,20230215,OCI0014,188,3G
15,20230215,OCI0015,278,3G
16,20230215,OCI0016,334,3G
17,20230215,OCI0017,151,3G
18,20230215,OCI0018,248,3G
19,20230215,OCI0019,388,3G
20,20230215,OCI0020,485,3G
21,20230215,OCI0021,279,3G
22,20230215,OCI0022,137,3G
23,20230215,OCI0023,200,3G
24,20230215,OCI0024,31,3G
25,20230215,OCI0025,771,3G
26,20230215,OCI0026,629,3G
27,20230215,OCI0028,98,3G
28,20230215,OCI0029,501,3G
29,20230215,OCI0030,199,3G
30,20230215,OCI0031,873,3G
31,20230215,OCI0033,129,3G
32,20230215,OCI0035,63,3G
33,20230215,OCI0036,203,3G
34,20230215,OCI0037,183,3G
35,20230215,OCI0038,1029,3G
36,20230215,OCI0039,77,3G
37,20230215,OCI0041,203,3G
38,20230215,OCI0042,147,3G
39,20230215,OCI0043,134,3G
40,20230215,OCI0044,73,3G
41,20230215,OCI0045,146,3G
42,20230215,OCI0046,118,3G
43,20230215,OCI0047,13,3G
44,20230215,OCI0048,58,3G
45,20230215,OCI0049,196,3G
46,20230215,OCI0050,105,3G
47,20230215,OCI0051,81,3G
48,20230215,OCI0052,255,3G
49,20230215,OCI0053,151,3G
50,20230215,OCI0054,70,3G
51,20230215,OCI0055,44,3G
52,20230215,OCI0056,766,3G
53,20230215,OCI0057,642,3G
54,20230215,OCI0058,30,3G
55,20230215,OCI0059,347,3G
56,20230215,OCI0060,96,3G
57,20230215,OCI0061,95,3G
58,20230215,OCI0062,12,3G
59,20230215,OCI0063,159,3G
60,20230215,OCI0064,168,3G
61,20230215,OCI0065,90,3G
62,20230215,OCI0066,29,3G
63,20230215,OCI0067,52,3G
64,20230215,OCI0068,2435,3G
65,20230215,OCI0069,151,3G
66,20230215,OCI0070,135,3G
67,20230215,OCI0071,186,3G
68,20230215,OCI0072,111,3G
69,20230215,OCI0073,142,3G
70,20230215,OCI0074,29,3G
71,20230215,OCI0075,827,3G
72,20230215,OCI0076,1665,3G
73,20230215,OCI0077,354,3G
74,20230215,OCI0078,59,3G
75,20230215,OCI0080,56,3G
76,20230215,OCI0081,590,3G
77,20230215,OCI0083,51,3G
78,20230215,OCI0084,133,3G
79,20230215,OCI0085,20,3G
80,20230215,OCI0086,409,3G
81,20230215,OCI0087,858,3G
82,20230215,OCI0088,162,3G
83,20230215,OCI0089,75,3G
84,20230215,OCI0090,103,3G
85,20230215,OCI0091,20,3G
86,20230215,OCI0092,249,3G
87,20230215,OCI0093,706,3G
88,20230215,OCI0094,296,3G
89,20230215,OCI0095,176,3G
90,20230215,OCI0096,248,3G
91,20230215,OCI0097,58,3G
92,20230215,OCI0098,304,3G
93,20230215,OCI0099,105,3G
94,20230215,OCI0100,192,3G
95,20230215,OCI0101,191,3G
96,20230215,OCI0102,367,3G
97,20230215,OCI0104,315,3G
98,20230215,OCI0105,299,3G
99,20230215,OCI0106,98,3G
100,20230215,OCI0107,16,3G
101,20230215,OCI0108,70,3G
102,20230215,OCI0109,25,3G
103,20230215,OCI0110,30,3G
104,20230215,OCI0111,59,3G
105,20230215,OCI0112,137,3G
106,20230215,OCI0113,102,3G
107,20230215,OCI0114,408,3G
108,20230215,OCI0115,2,3G
109,20230215,OCI0116,126,3G
110,20230215,OCI0117,24,3G
111,20230215,OCI0118,225,3G
112,20230215,OCI0119,113,3G
113,20230215,OCI0121,25,3G
114,20230215,OCI0122,136,3G
115,20230215,OCI0123,229,3G
116,20230215,OCI0124,1525,3G
117,20230215,OCI0125,24,3G
118,20230215,OCI0127,110,3G
119,20230215,OCI0128,192,3G
120,20230215,OCI0129,814,3G
121,20230215,OCI0130,76,3G
122,20230215,OCI0132,50,3G
123,20230215,OCI0134,140,3G
124,20230215,OCI0135,376,3G
125,20230215,OCI0136,314,3G
126,20230215,OCI0137,289,3G
127,20230215,OCI0138,159,3G
128,20230215,OCI0139,113,3G
129,20230215,OCI0141,47,3G
130,20230215,OCI0142,194,3G
131,20230215,OCI0143,389,3G
132,20230215,OCI0144,88,3G
133,20230215,OCI0145,12,3G
134,20230215,OCI0146,159,3G
135,20230215,OCI0147,197,3G
136,20230215,OCI0148,70,3G
137,20230215,OCI0149,77,3G
138,20230215,OCI0150,78,3G
139,20230215,OCI0151,31,3G
140,20230215,OCI0152,204,3G
141,20230215,OCI0153,111,3G
142,20230215,OCI0154,38,3G
143,20230215,OCI0155,385,3G
144,20230215,OCI0156,39,3G
145,20230215,OCI0157,113,3G
146,20230215,OCI0158,51,3G
147,20230215,OCI0159,261,3G
148,20230215,OCI0160,151,3G
149,20230215,OCI0161,158,3G
150,20230215,OCI0162,106,3G
151,20230215,OCI0163,725,3G
152,20230215,OCI0164,13,3G
153,20230215,OCI0165,123,3G
154,20230215,OCI0166,88,3G
155,20230215,OCI0167,107,3G
156,20230215,OCI0168,209,3G
157,20230215,OCI0169,244,3G
158,20230215,OCI0172,53,3G
159,20230215,OCI0173,2504,3G
160,20230215,OCI0174,363,3G
161,20230215,OCI0175,178,3G
162,20230215,OCI0176,118,3G
163,20230215,OCI0177,33,3G
164,20230215,OCI0178,89,3G
165,20230215,OCI0179,139,3G
166,20230215,OCI0180,220,3G
167,20230215,OCI0181,310,3G
168,20230215,OCI0182,231,3G
169,20230215,OCI0183,229,3G
170,20230215,OCI0184,62,3G
171,20230215,OCI0185,127,3G
172,20230215,OCI0186,297,3G
173,20230215,OCI0187,183,3G
174,20230215,OCI0188,103,3G
175,20230215,OCI0189,172,3G
176,20230215,OCI0190,1299,3G
177,20230215,OCI0191,272,3G
178,20230215,OCI0192,288,3G
179,20230215,OCI0193,887,3G
180,20230215,OCI0194,86,3G
181,20230215,OCI0195,41,3G
182,20230215,OCI0196,334,3G
183,20230215,OCI0197,94,3G
184,20230215,OCI0198,271,3G
185,20230215,OCI0199,86,3G
186,20230215,OCI0200,108,3G
187,20230215,OCI0201,56,3G
188,20230215,OCI0202,63,3G
189,20230215,OCI0203,321,3G
190,20230215,OCI0204,94,3G
191,20230215,OCI0205,76,3G
192,20230215,OCI0206,244,3G
193,20230215,OCI0207,362,3G
194,20230215,OCI0208,92,3G
195,20230215,OCI0209,1152,3G
196,20230215,OCI0210,117,3G
197,20230215,OCI0211,199,3G
198,20230215,OCI0212,36,3G
199,20230215,OCI0213,85,3G
200,20230215,OCI0214,32,3G
201,20230215,OCI0216,228,3G
202,20230215,OCI0219,263,3G
203,20230215,OCI0220,89,3G
204,20230215,OCI0221,187,3G
205,20230215,OCI0222,10,3G
206,20230215,OCI0223,30,3G
207,20230215,OCI0224,132,3G
208,20230215,OCI0225,497,3G
209,20230215,OCI0226,211,3G
210,20230215,OCI0227,141,3G
211,20230215,OCI0228,486,3G
212,20230215,OCI0229,31,3G
213,20230215,OCI0230,185,3G
214,20230215,OCI0231,105,3G
215,20230215,OCI0232,90,3G
216,20230215,OCI0233,480,3G
217,20230215,OCI0234,82,3G
218,20230215,OCI0235,143,3G
219,20230215,OCI0236,140,3G
220,20230215,OCI0237,206,3G
221,20230215,OCI0238,29,3G
222,20230215,OCI0239,159,3G
223,20230215,OCI0240,370,3G
224,20230215,OCI0241,94,3G
225,20230215,OCI0242,346,3G
226,20230215,OCI0243,175,3G
227,20230215,OCI0244,254,3G
228,20230215,OCI0245,156,3G
229,20230215,OCI0246,107,3G
230,20230215,OCI0247,112,3G
231,20230215,OCI0248,385,3G
232,20230215,OCI0249,48,3G
233,20230215,OCI0250,273,3G
234,20230215,OCI0251,72,3G
235,20230215,OCI0252,47,3G
236,20230215,OCI0253,50,3G
237,20230215,OCI0254,56,3G
238,20230215,OCI0255,310,3G
239,20230215,OCI0256,110,3G
240,20230215,OCI0257,181,3G
241,20230215,OCI0258,115,3G
242,20230215,OCI0259,303,3G
243,20230215,OCI0260,365,3G
244,20230215,OCI0261,300,3G
245,20230215,OCI0262,7,3G
246,20230215,OCI0263,290,3G
247,20230215,OCI0264,165,3G
248,20230215,OCI0265,114,3G
249,20230215,OCI0266,174,3G
250,20230215,OCI0267,216,3G
251,20230215,OCI0268,71,3G
252,20230215,OCI0269,18,3G
253,20230215,OCI0270,207,3G
254,20230215,OCI0271,157,3G
255,20230215,OCI0272,97,3G
256,20230215,OCI0273,172,3G
257,20230215,OCI0274,277,3G
258,20230215,OCI0275,120,3G
259,20230215,OCI0276,450,3G
260,20230215,OCI0277,13,3G
261,20230215,OCI0278,20,3G
262,20230215,OCI0279,185,3G
263,20230215,OCI0280,126,3G
264,20230215,OCI0281,449,3G
265,20230215,OCI0282,91,3G
266,20230215,OCI0283,72,3G
267,20230215,OCI0284,203,3G
268,20230215,OCI0285,346,3G
269,20230215,OCI0286,205,3G
270,20230215,OCI0287,173,3G
271,20230215,OCI0288,152,3G
272,20230215,OCI0291,104,3G
273,20230215,OCI0292,155,3G
274,20230215,OCI0293,84,3G
275,20230215,OCI0294,109,3G
276,20230215,OCI0295,421,3G
277,20230215,OCI0297,640,3G
278,20230215,OCI0298,264,3G
279,20230215,OCI0299,63,3G
280,20230215,OCI0300,140,3G
281,20230215,OCI0301,325,3G
282,20230215,OCI0302,150,3G
283,20230215,OCI0303,273,3G
284,20230215,OCI0304,125,3G
285,20230215,OCI0305,78,3G
286,20230215,OCI0306,271,3G
287,20230215,OCI0307,456,3G
288,20230215,OCI0308,337,3G
289,20230215,OCI0309,184,3G
290,20230215,OCI0311,386,3G
291,20230215,OCI0312,129,3G
292,20230215,OCI0313,128,3G
293,20230215,OCI0314,94,3G
294,20230215,OCI0315,356,3G
295,20230215,OCI0316,210,3G
296,20230215,OCI0317,509,3G
297,20230215,OCI0319,99,3G
298,20230215,OCI0320,277,3G
299,20230215,OCI0321,258,3G
300,20230215,OCI0322,223,3G
301,20230215,OCI0323,751,3G
302,20230215,OCI0324,79,3G
303,20230215,OCI0325,90,3G
304,20230215,OCI0326,152,3G
305,20230215,OCI0327,56,3G
306,20230215,OCI0328,96,3G
307,20230215,OCI0329,216,3G
308,20230215,OCI0330,214,3G
309,20230215,OCI0331,355,3G
310,20230215,OCI0332,179,3G
311,20230215,OCI0333,133,3G
312,20230215,OCI0334,173,3G
313,20230215,OCI0335,283,3G
314,20230215,OCI0336,112,3G
315,20230215,OCI0337,156,3G
316,20230215,OCI0338,100,3G
317,20230215,OCI0339,170,3G
318,20230215,OCI0341,105,3G
319,20230215,OCI0342,114,3G
320,20230215,OCI0343,117,3G
321,20230215,OCI0344,572,3G
322,20230215,OCI0345,108,3G
323,20230215,OCI0347,73,3G
324,20230215,OCI0348,125,3G
325,20230215,OCI0349,76,3G
326,20230215,OCI0350,126,3G
327,20230215,OCI0351,69,3G
328,20230215,OCI0352,296,3G
329,20230215,OCI0353,128,3G
330,20230215,OCI0354,131,3G
331,20230215,OCI0355,234,3G
332,20230215,OCI0356,63,3G
333,20230215,OCI0357,384,3G
334,20230215,OCI0358,137,3G
335,20230215,OCI0359,193,3G
336,20230215,OCI0360,374,3G
337,20230215,OCI0361,180,3G
338,20230215,OCI0362,62,3G
339,20230215,OCI0363,477,3G
340,20230215,OCI0364,79,3G
