,date_jour,code_site,number_of_call_drop_3g,techno
0,20230228,0,479,3G
1,20230228,OCI0001,283,3G
2,20230228,OCI0002,49,3G
3,20230228,OCI0003,52,3G
4,20230228,OCI0004,125,3G
5,20230228,OCI0005,126,3G
6,20230228,OCI0006,86,3G
7,20230228,OCI0007,118,3G
8,20230228,OCI0008,85,3G
9,20230228,OCI0009,252,3G
10,20230228,OCI0010,162,3G
11,20230228,OCI0011,186,3G
12,20230228,OCI0012,55,3G
13,20230228,OCI0013,140,3G
14,20230228,OCI0014,96,3G
15,20230228,OCI0015,182,3G
16,20230228,OCI0016,228,3G
17,20230228,OCI0017,109,3G
18,20230228,OCI0018,167,3G
19,20230228,OCI0019,250,3G
20,20230228,OCI0020,373,3G
21,20230228,OCI0021,186,3G
22,20230228,OCI0022,119,3G
23,20230228,OCI0023,74,3G
24,20230228,OCI0024,32,3G
25,20230228,OCI0025,864,3G
26,20230228,OCI0026,463,3G
27,20230228,OCI0028,62,3G
28,20230228,OCI0029,420,3G
29,20230228,OCI0030,94,3G
30,20230228,OCI0031,531,3G
31,20230228,OCI0033,78,3G
32,20230228,OCI0035,46,3G
33,20230228,OCI0036,138,3G
34,20230228,OCI0037,164,3G
35,20230228,OCI0038,586,3G
36,20230228,OCI0039,58,3G
37,20230228,OCI0041,157,3G
38,20230228,OCI0042,123,3G
39,20230228,OCI0043,106,3G
40,20230228,OCI0044,49,3G
41,20230228,OCI0045,61,3G
42,20230228,OCI0046,51,3G
43,20230228,OCI0047,16,3G
44,20230228,OCI0048,50,3G
45,20230228,OCI0049,127,3G
46,20230228,OCI0050,63,3G
47,20230228,OCI0051,63,3G
48,20230228,OCI0052,151,3G
49,20230228,OCI0053,56,3G
50,20230228,OCI0054,73,3G
51,20230228,OCI0055,28,3G
52,20230228,OCI0056,497,3G
53,20230228,OCI0057,386,3G
54,20230228,OCI0058,24,3G
55,20230228,OCI0059,203,3G
56,20230228,OCI0060,58,3G
57,20230228,OCI0061,68,3G
58,20230228,OCI0062,7,3G
59,20230228,OCI0063,196,3G
60,20230228,OCI0064,92,3G
61,20230228,OCI0065,62,3G
62,20230228,OCI0066,26,3G
63,20230228,OCI0067,43,3G
64,20230228,OCI0068,354,3G
65,20230228,OCI0069,116,3G
66,20230228,OCI0070,118,3G
67,20230228,OCI0071,125,3G
68,20230228,OCI0072,120,3G
69,20230228,OCI0073,94,3G
70,20230228,OCI0074,17,3G
71,20230228,OCI0075,614,3G
72,20230228,OCI0076,608,3G
73,20230228,OCI0077,286,3G
74,20230228,OCI0078,36,3G
75,20230228,OCI0080,31,3G
76,20230228,OCI0081,239,3G
77,20230228,OCI0083,25,3G
78,20230228,OCI0084,58,3G
79,20230228,OCI0085,24,3G
80,20230228,OCI0086,285,3G
81,20230228,OCI0087,548,3G
82,20230228,OCI0088,91,3G
83,20230228,OCI0089,36,3G
84,20230228,OCI0090,78,3G
85,20230228,OCI0091,24,3G
86,20230228,OCI0092,121,3G
87,20230228,OCI0093,98,3G
88,20230228,OCI0094,225,3G
89,20230228,OCI0095,76,3G
90,20230228,OCI0096,161,3G
91,20230228,OCI0097,37,3G
92,20230228,OCI0098,96,3G
93,20230228,OCI0099,69,3G
94,20230228,OCI0100,116,3G
95,20230228,OCI0101,101,3G
96,20230228,OCI0102,232,3G
97,20230228,OCI0104,227,3G
98,20230228,OCI0105,161,3G
99,20230228,OCI0106,74,3G
100,20230228,OCI0107,14,3G
101,20230228,OCI0108,50,3G
102,20230228,OCI0109,19,3G
103,20230228,OCI0110,61,3G
104,20230228,OCI0111,66,3G
105,20230228,OCI0112,110,3G
106,20230228,OCI0113,60,3G
107,20230228,OCI0114,79,3G
108,20230228,OCI0115,164,3G
109,20230228,OCI0116,79,3G
110,20230228,OCI0117,32,3G
111,20230228,OCI0118,106,3G
112,20230228,OCI0119,78,3G
113,20230228,OCI0121,1,3G
114,20230228,OCI0122,73,3G
115,20230228,OCI0123,122,3G
116,20230228,OCI0124,1245,3G
117,20230228,OCI0125,18,3G
118,20230228,OCI0127,77,3G
119,20230228,OCI0128,130,3G
120,20230228,OCI0129,656,3G
121,20230228,OCI0130,30,3G
122,20230228,OCI0132,29,3G
123,20230228,OCI0134,91,3G
124,20230228,OCI0135,319,3G
125,20230228,OCI0136,219,3G
126,20230228,OCI0137,160,3G
127,20230228,OCI0138,108,3G
128,20230228,OCI0139,64,3G
129,20230228,OCI0141,25,3G
