,date_jour,code_site,number_of_call_drop_3g,techno
0,20230227,0,587,3G
1,20230227,OCI0001,337,3G
2,20230227,OCI0002,54,3G
3,20230227,OCI0003,73,3G
4,20230227,OCI0004,235,3G
5,20230227,OCI0005,104,3G
6,20230227,OCI0006,59,3G
7,20230227,OCI0007,103,3G
8,20230227,OCI0008,89,3G
9,20230227,OCI0009,206,3G
10,20230227,OCI0010,204,3G
11,20230227,OCI0011,190,3G
12,20230227,OCI0012,28,3G
13,20230227,OCI0013,168,3G
14,20230227,OCI0014,73,3G
15,20230227,OCI0015,192,3G
16,20230227,OCI0016,197,3G
17,20230227,OCI0017,102,3G
18,20230227,OCI0018,175,3G
19,20230227,OCI0019,174,3G
20,20230227,OCI0020,418,3G
21,20230227,OCI0021,174,3G
22,20230227,OCI0022,109,3G
23,20230227,OCI0023,54,3G
24,20230227,OCI0024,30,3G
25,20230227,OCI0025,889,3G
26,20230227,OCI0026,467,3G
27,20230227,OCI0028,76,3G
28,20230227,OCI0029,392,3G
29,20230227,OCI0030,89,3G
30,20230227,OCI0031,570,3G
31,20230227,OCI0033,60,3G
32,20230227,OCI0035,44,3G
33,20230227,OCI0036,151,3G
34,20230227,OCI0037,211,3G
35,20230227,OCI0038,583,3G
36,20230227,OCI0039,47,3G
37,20230227,OCI0041,288,3G
38,20230227,OCI0042,93,3G
39,20230227,OCI0043,136,3G
40,20230227,OCI0044,64,3G
41,20230227,OCI0045,68,3G
42,20230227,OCI0046,72,3G
43,20230227,OCI0047,7,3G
44,20230227,OCI0048,27,3G
45,20230227,OCI0049,181,3G
46,20230227,OCI0050,67,3G
47,20230227,OCI0051,46,3G
48,20230227,OCI0052,192,3G
49,20230227,OCI0053,66,3G
50,20230227,OCI0054,83,3G
51,20230227,OCI0055,21,3G
52,20230227,OCI0056,555,3G
53,20230227,OCI0057,492,3G
54,20230227,OCI0058,19,3G
55,20230227,OCI0059,180,3G
56,20230227,OCI0060,76,3G
57,20230227,OCI0061,101,3G
58,20230227,OCI0062,11,3G
59,20230227,OCI0063,140,3G
60,20230227,OCI0064,91,3G
61,20230227,OCI0065,65,3G
62,20230227,OCI0066,29,3G
63,20230227,OCI0067,52,3G
64,20230227,OCI0068,374,3G
65,20230227,OCI0069,74,3G
66,20230227,OCI0070,135,3G
67,20230227,OCI0071,45,3G
68,20230227,OCI0072,113,3G
69,20230227,OCI0073,93,3G
70,20230227,OCI0074,14,3G
71,20230227,OCI0075,863,3G
72,20230227,OCI0076,583,3G
73,20230227,OCI0077,697,3G
74,20230227,OCI0078,45,3G
75,20230227,OCI0080,24,3G
76,20230227,OCI0081,477,3G
77,20230227,OCI0083,20,3G
78,20230227,OCI0084,62,3G
79,20230227,OCI0085,21,3G
80,20230227,OCI0086,421,3G
81,20230227,OCI0087,625,3G
82,20230227,OCI0088,83,3G
83,20230227,OCI0089,68,3G
84,20230227,OCI0090,53,3G
85,20230227,OCI0091,21,3G
86,20230227,OCI0092,152,3G
87,20230227,OCI0093,69,3G
88,20230227,OCI0094,259,3G
89,20230227,OCI0095,163,3G
90,20230227,OCI0096,140,3G
91,20230227,OCI0097,42,3G
92,20230227,OCI0098,120,3G
93,20230227,OCI0099,182,3G
94,20230227,OCI0100,103,3G
95,20230227,OCI0101,109,3G
96,20230227,OCI0102,182,3G
97,20230227,OCI0104,233,3G
98,20230227,OCI0105,165,3G
99,20230227,OCI0106,88,3G
100,20230227,OCI0107,23,3G
101,20230227,OCI0108,53,3G
102,20230227,OCI0109,29,3G
103,20230227,OCI0110,29,3G
104,20230227,OCI0111,49,3G
105,20230227,OCI0112,52,3G
106,20230227,OCI0113,58,3G
107,20230227,OCI0114,258,3G
108,20230227,OCI0115,105,3G
109,20230227,OCI0116,72,3G
110,20230227,OCI0117,23,3G
111,20230227,OCI0118,86,3G
112,20230227,OCI0119,48,3G
113,20230227,OCI0121,2,3G
114,20230227,OCI0122,68,3G
115,20230227,OCI0123,100,3G
116,20230227,OCI0124,696,3G
117,20230227,OCI0125,14,3G
118,20230227,OCI0127,68,3G
119,20230227,OCI0128,91,3G
120,20230227,OCI0129,331,3G
121,20230227,OCI0130,43,3G
122,20230227,OCI0132,30,3G
123,20230227,OCI0134,93,3G
124,20230227,OCI0135,224,3G
125,20230227,OCI0136,245,3G
126,20230227,OCI0137,357,3G
127,20230227,OCI0138,135,3G
128,20230227,OCI0139,59,3G
129,20230227,OCI0141,25,3G
130,20230227,OCI0142,116,3G
131,20230227,OCI0143,166,3G
132,20230227,OCI0144,56,3G
133,20230227,OCI0145,7,3G
134,20230227,OCI0146,189,3G
135,20230227,OCI0147,111,3G
136,20230227,OCI0148,76,3G
137,20230227,OCI0149,42,3G
138,20230227,OCI0150,41,3G
139,20230227,OCI0151,80,3G
140,20230227,OCI0152,130,3G
141,20230227,OCI0153,75,3G
142,20230227,OCI0154,37,3G
143,20230227,OCI0155,199,3G
144,20230227,OCI0156,34,3G
145,20230227,OCI0157,48,3G
146,20230227,OCI0158,34,3G
147,20230227,OCI0159,176,3G
148,20230227,OCI0160,43,3G
149,20230227,OCI0161,91,3G
150,20230227,OCI0162,62,3G
151,20230227,OCI0163,610,3G
152,20230227,OCI0164,11,3G
153,20230227,OCI0165,112,3G
154,20230227,OCI0166,56,3G
155,20230227,OCI0167,70,3G
156,20230227,OCI0168,420,3G
157,20230227,OCI0169,180,3G
158,20230227,OCI0172,28,3G
159,20230227,OCI0173,236,3G
160,20230227,OCI0174,123,3G
161,20230227,OCI0175,117,3G
162,20230227,OCI0176,68,3G
163,20230227,OCI0177,23,3G
164,20230227,OCI0178,32,3G
165,20230227,OCI0179,116,3G
166,20230227,OCI0180,99,3G
167,20230227,OCI0181,171,3G
168,20230227,OCI0182,230,3G
169,20230227,OCI0183,118,3G
170,20230227,OCI0184,20,3G
171,20230227,OCI0185,92,3G
172,20230227,OCI0186,112,3G
173,20230227,OCI0187,83,3G
174,20230227,OCI0188,80,3G
175,20230227,OCI0189,110,3G
176,20230227,OCI0190,637,3G
177,20230227,OCI0191,181,3G
178,20230227,OCI0192,169,3G
179,20230227,OCI0193,509,3G
180,20230227,OCI0194,48,3G
181,20230227,OCI0195,26,3G
182,20230227,OCI0196,156,3G
183,20230227,OCI0197,41,3G
184,20230227,OCI0198,132,3G
185,20230227,OCI0199,77,3G
186,20230227,OCI0200,50,3G
187,20230227,OCI0201,31,3G
188,20230227,OCI0202,33,3G
189,20230227,OCI0203,89,3G
190,20230227,OCI0204,36,3G
191,20230227,OCI0205,54,3G
192,20230227,OCI0206,96,3G
193,20230227,OCI0207,189,3G
194,20230227,OCI0208,31,3G
195,20230227,OCI0209,689,3G
196,20230227,OCI0210,54,3G
197,20230227,OCI0211,151,3G
198,20230227,OCI0212,18,3G
199,20230227,OCI0213,73,3G
200,20230227,OCI0214,13,3G
201,20230227,OCI0216,151,3G
202,20230227,OCI0219,177,3G
203,20230227,OCI0220,77,3G
204,20230227,OCI0221,81,3G
205,20230227,OCI0222,16,3G
206,20230227,OCI0223,31,3G
207,20230227,OCI0224,73,3G
208,20230227,OCI0225,351,3G
209,20230227,OCI0226,238,3G
210,20230227,OCI0227,114,3G
211,20230227,OCI0228,230,3G
212,20230227,OCI0229,50,3G
213,20230227,OCI0230,125,3G
214,20230227,OCI0231,49,3G
215,20230227,OCI0232,38,3G
216,20230227,OCI0233,269,3G
217,20230227,OCI0234,54,3G
218,20230227,OCI0235,128,3G
219,20230227,OCI0236,74,3G
220,20230227,OCI0237,159,3G
221,20230227,OCI0238,59,3G
222,20230227,OCI0239,65,3G
223,20230227,OCI0240,170,3G
224,20230227,OCI0241,62,3G
225,20230227,OCI0242,239,3G
226,20230227,OCI0243,118,3G
227,20230227,OCI0244,32,3G
228,20230227,OCI0245,64,3G
229,20230227,OCI0246,12,3G
230,20230227,OCI0247,111,3G
231,20230227,OCI0248,136,3G
232,20230227,OCI0249,30,3G
233,20230227,OCI0250,44,3G
234,20230227,OCI0251,57,3G
235,20230227,OCI0252,73,3G
236,20230227,OCI0253,35,3G
237,20230227,OCI0254,36,3G
238,20230227,OCI0255,218,3G
239,20230227,OCI0256,52,3G
240,20230227,OCI0257,120,3G
241,20230227,OCI0258,74,3G
242,20230227,OCI0259,216,3G
243,20230227,OCI0260,293,3G
244,20230227,OCI0261,178,3G
245,20230227,OCI0262,5,3G
246,20230227,OCI0263,195,3G
247,20230227,OCI0264,142,3G
248,20230227,OCI0265,78,3G
249,20230227,OCI0266,157,3G
250,20230227,OCI0267,156,3G
251,20230227,OCI0268,48,3G
252,20230227,OCI0269,26,3G
253,20230227,OCI0270,119,3G
254,20230227,OCI0271,152,3G
255,20230227,OCI0272,47,3G
256,20230227,OCI0273,102,3G
257,20230227,OCI0274,264,3G
258,20230227,OCI0275,74,3G
259,20230227,OCI0276,117,3G
260,20230227,OCI0277,7,3G
261,20230227,OCI0278,3,3G
262,20230227,OCI0279,193,3G
263,20230227,OCI0280,180,3G
264,20230227,OCI0281,65,3G
265,20230227,OCI0282,128,3G
266,20230227,OCI0283,53,3G
267,20230227,OCI0284,216,3G
268,20230227,OCI0285,170,3G
269,20230227,OCI0286,440,3G
270,20230227,OCI0287,189,3G
271,20230227,OCI0288,81,3G
272,20230227,OCI0291,46,3G
273,20230227,OCI0292,49,3G
274,20230227,OCI0293,66,3G
275,20230227,OCI0294,77,3G
276,20230227,OCI0295,193,3G
277,20230227,OCI0297,262,3G
278,20230227,OCI0298,299,3G
279,20230227,OCI0299,24,3G
280,20230227,OCI0300,58,3G
281,20230227,OCI0301,211,3G
282,20230227,OCI0302,45,3G
283,20230227,OCI0303,153,3G
284,20230227,OCI0304,167,3G
285,20230227,OCI0305,41,3G
286,20230227,OCI0306,123,3G
287,20230227,OCI0307,210,3G
288,20230227,OCI0308,110,3G
289,20230227,OCI0309,136,3G
290,20230227,OCI0311,1339,3G
291,20230227,OCI0312,120,3G
292,20230227,OCI0313,60,3G
293,20230227,OCI0314,39,3G
294,20230227,OCI0315,207,3G
295,20230227,OCI0316,150,3G
296,20230227,OCI0317,261,3G
297,20230227,OCI0319,81,3G
298,20230227,OCI0320,188,3G
299,20230227,OCI0321,89,3G
300,20230227,OCI0322,96,3G
301,20230227,OCI0323,693,3G
302,20230227,OCI0324,70,3G
303,20230227,OCI0325,100,3G
304,20230227,OCI0326,129,3G
305,20230227,OCI0327,43,3G
306,20230227,OCI0328,59,3G
307,20230227,OCI0329,111,3G
308,20230227,OCI0330,217,3G
309,20230227,OCI0331,233,3G
310,20230227,OCI0332,79,3G
311,20230227,OCI0333,82,3G
312,20230227,OCI0334,112,3G
313,20230227,OCI0335,123,3G
314,20230227,OCI0336,98,3G
315,20230227,OCI0337,86,3G
316,20230227,OCI0338,27,3G
317,20230227,OCI0339,91,3G
318,20230227,OCI0341,53,3G
319,20230227,OCI0342,223,3G
320,20230227,OCI0343,67,3G
321,20230227,OCI0344,195,3G
322,20230227,OCI0345,82,3G
323,20230227,OCI0347,55,3G
324,20230227,OCI0348,87,3G
325,20230227,OCI0349,61,3G
326,20230227,OCI0350,67,3G
327,20230227,OCI0351,38,3G
328,20230227,OCI0352,29,3G
329,20230227,OCI0353,29,3G
330,20230227,OCI0354,136,3G
331,20230227,OCI0355,145,3G
332,20230227,OCI0356,58,3G
