,date_jour,code_site,number_of_call_drop_3g,techno
0,20230210,0,792,3G
1,20230210,OCI0001,372,3G
2,20230210,OCI0002,70,3G
3,20230210,OCI0003,92,3G
4,20230210,OCI0004,238,3G
5,20230210,OCI0005,130,3G
6,20230210,OCI0006,106,3G
7,20230210,OCI0007,182,3G
8,20230210,OCI0008,286,3G
9,20230210,OCI0009,360,3G
10,20230210,OCI0010,370,3G
11,20230210,OCI0011,284,3G
12,20230210,OCI0012,80,3G
13,20230210,OCI0013,162,3G
14,20230210,OCI0014,120,3G
15,20230210,OCI0015,250,3G
16,20230210,OCI0016,546,3G
17,20230210,OCI0017,112,3G
18,20230210,OCI0018,356,3G
19,20230210,OCI0019,348,3G
20,20230210,OCI0020,371,3G
21,20230210,OCI0021,272,3G
22,20230210,OCI0022,118,3G
23,20230210,OCI0023,106,3G
24,20230210,OCI0024,52,3G
25,20230210,OCI0025,714,3G
26,20230210,OCI0026,440,3G
27,20230210,OCI0028,88,3G
28,20230210,OCI0029,528,3G
29,20230210,OCI0030,204,3G
30,20230210,OCI0031,767,3G
31,20230210,OCI0033,108,3G
32,20230210,OCI0035,106,3G
33,20230210,OCI0036,258,3G
34,20230210,OCI0037,182,3G
35,20230210,OCI0038,940,3G
36,20230210,OCI0039,56,3G
37,20230210,OCI0041,278,3G
38,20230210,OCI0042,155,3G
39,20230210,OCI0043,158,3G
40,20230210,OCI0044,96,3G
41,20230210,OCI0045,190,3G
42,20230210,OCI0046,152,3G
43,20230210,OCI0047,22,3G
44,20230210,OCI0048,106,3G
45,20230210,OCI0049,806,3G
46,20230210,OCI0050,104,3G
47,20230210,OCI0051,110,3G
48,20230210,OCI0052,260,3G
49,20230210,OCI0053,118,3G
50,20230210,OCI0054,88,3G
51,20230210,OCI0055,44,3G
52,20230210,OCI0056,701,3G
53,20230210,OCI0057,300,3G
54,20230210,OCI0058,33,3G
55,20230210,OCI0059,360,3G
56,20230210,OCI0060,112,3G
57,20230210,OCI0061,172,3G
58,20230210,OCI0062,20,3G
59,20230210,OCI0063,194,3G
60,20230210,OCI0064,142,3G
61,20230210,OCI0065,80,3G
62,20230210,OCI0066,32,3G
63,20230210,OCI0067,108,3G
64,20230210,OCI0068,2411,3G
65,20230210,OCI0069,132,3G
66,20230210,OCI0070,298,3G
67,20230210,OCI0071,114,3G
68,20230210,OCI0072,192,3G
69,20230210,OCI0073,121,3G
70,20230210,OCI0074,14,3G
71,20230210,OCI0075,734,3G
72,20230210,OCI0076,1596,3G
73,20230210,OCI0077,254,3G
74,20230210,OCI0078,114,3G
75,20230210,OCI0080,34,3G
76,20230210,OCI0081,360,3G
77,20230210,OCI0083,56,3G
78,20230210,OCI0084,122,3G
79,20230210,OCI0085,34,3G
80,20230210,OCI0086,314,3G
81,20230210,OCI0087,712,3G
82,20230210,OCI0088,130,3G
83,20230210,OCI0089,94,3G
84,20230210,OCI0090,106,3G
85,20230210,OCI0091,30,3G
86,20230210,OCI0092,310,3G
87,20230210,OCI0093,90,3G
88,20230210,OCI0094,250,3G
89,20230210,OCI0095,88,3G
90,20230210,OCI0096,254,3G
91,20230210,OCI0097,44,3G
92,20230210,OCI0098,126,3G
93,20230210,OCI0099,104,3G
94,20230210,OCI0100,248,3G
95,20230210,OCI0101,228,3G
96,20230210,OCI0102,509,3G
97,20230210,OCI0104,230,3G
98,20230210,OCI0105,256,3G
99,20230210,OCI0106,150,3G
100,20230210,OCI0107,20,3G
101,20230210,OCI0108,76,3G
102,20230210,OCI0109,14,3G
103,20230210,OCI0110,40,3G
104,20230210,OCI0111,60,3G
105,20230210,OCI0112,126,3G
106,20230210,OCI0113,96,3G
107,20230210,OCI0114,220,3G
108,20230210,OCI0115,122,3G
109,20230210,OCI0116,212,3G
110,20230210,OCI0117,18,3G
111,20230210,OCI0118,248,3G
112,20230210,OCI0119,80,3G
113,20230210,OCI0121,6,3G
114,20230210,OCI0122,200,3G
115,20230210,OCI0123,138,3G
116,20230210,OCI0124,334,3G
117,20230210,OCI0125,40,3G
118,20230210,OCI0127,204,3G
119,20230210,OCI0128,166,3G
120,20230210,OCI0129,1062,3G
121,20230210,OCI0130,82,3G
122,20230210,OCI0132,132,3G
123,20230210,OCI0134,172,3G
124,20230210,OCI0135,446,3G
125,20230210,OCI0136,293,3G
126,20230210,OCI0137,200,3G
127,20230210,OCI0138,152,3G
128,20230210,OCI0139,84,3G
129,20230210,OCI0141,71,3G
130,20230210,OCI0142,280,3G
131,20230210,OCI0143,208,3G
132,20230210,OCI0144,70,3G
133,20230210,OCI0145,56,3G
134,20230210,OCI0146,136,3G
135,20230210,OCI0147,102,3G
136,20230210,OCI0148,112,3G
137,20230210,OCI0149,66,3G
138,20230210,OCI0150,88,3G
139,20230210,OCI0151,24,3G
140,20230210,OCI0152,156,3G
141,20230210,OCI0153,116,3G
142,20230210,OCI0154,34,3G
143,20230210,OCI0155,376,3G
144,20230210,OCI0156,40,3G
145,20230210,OCI0157,96,3G
146,20230210,OCI0158,56,3G
147,20230210,OCI0159,218,3G
148,20230210,OCI0160,126,3G
149,20230210,OCI0161,126,3G
150,20230210,OCI0162,150,3G
151,20230210,OCI0163,552,3G
152,20230210,OCI0164,30,3G
153,20230210,OCI0165,232,3G
154,20230210,OCI0166,150,3G
155,20230210,OCI0167,102,3G
156,20230210,OCI0168,252,3G
157,20230210,OCI0169,224,3G
158,20230210,OCI0172,46,3G
159,20230210,OCI0173,253,3G
160,20230210,OCI0174,175,3G
161,20230210,OCI0175,194,3G
162,20230210,OCI0176,140,3G
163,20230210,OCI0177,66,3G
164,20230210,OCI0178,130,3G
165,20230210,OCI0179,134,3G
166,20230210,OCI0180,291,3G
167,20230210,OCI0181,544,3G
168,20230210,OCI0182,218,3G
169,20230210,OCI0183,158,3G
170,20230210,OCI0184,72,3G
171,20230210,OCI0185,134,3G
172,20230210,OCI0186,282,3G
173,20230210,OCI0187,164,3G
174,20230210,OCI0188,86,3G
175,20230210,OCI0189,162,3G
176,20230210,OCI0190,1324,3G
177,20230210,OCI0191,288,3G
178,20230210,OCI0192,251,3G
179,20230210,OCI0193,687,3G
180,20230210,OCI0194,100,3G
181,20230210,OCI0195,46,3G
182,20230210,OCI0196,190,3G
183,20230210,OCI0197,121,3G
184,20230210,OCI0198,170,3G
185,20230210,OCI0199,76,3G
186,20230210,OCI0200,44,3G
187,20230210,OCI0201,34,3G
188,20230210,OCI0202,100,3G
189,20230210,OCI0203,216,3G
190,20230210,OCI0204,94,3G
191,20230210,OCI0205,96,3G
192,20230210,OCI0206,266,3G
193,20230210,OCI0207,360,3G
194,20230210,OCI0208,62,3G
195,20230210,OCI0209,1404,3G
196,20230210,OCI0210,102,3G
197,20230210,OCI0211,232,3G
198,20230210,OCI0212,48,3G
199,20230210,OCI0213,88,3G
200,20230210,OCI0214,28,3G
201,20230210,OCI0216,233,3G
202,20230210,OCI0219,339,3G
203,20230210,OCI0220,108,3G
204,20230210,OCI0221,136,3G
205,20230210,OCI0222,6,3G
206,20230210,OCI0223,20,3G
207,20230210,OCI0224,144,3G
208,20230210,OCI0225,373,3G
209,20230210,OCI0226,222,3G
210,20230210,OCI0227,124,3G
211,20230210,OCI0228,754,3G
212,20230210,OCI0229,22,3G
213,20230210,OCI0230,420,3G
214,20230210,OCI0231,114,3G
215,20230210,OCI0232,58,3G
216,20230210,OCI0233,450,3G
217,20230210,OCI0234,64,3G
218,20230210,OCI0235,164,3G
219,20230210,OCI0236,140,3G
220,20230210,OCI0237,206,3G
221,20230210,OCI0238,58,3G
222,20230210,OCI0239,120,3G
223,20230210,OCI0240,222,3G
224,20230210,OCI0241,102,3G
225,20230210,OCI0242,420,3G
226,20230210,OCI0243,192,3G
227,20230210,OCI0244,28,3G
228,20230210,OCI0245,76,3G
229,20230210,OCI0246,32,3G
230,20230210,OCI0247,120,3G
231,20230210,OCI0248,188,3G
232,20230210,OCI0249,58,3G
233,20230210,OCI0250,88,3G
234,20230210,OCI0251,73,3G
235,20230210,OCI0252,74,3G
236,20230210,OCI0253,82,3G
237,20230210,OCI0254,48,3G
238,20230210,OCI0255,259,3G
239,20230210,OCI0256,68,3G
240,20230210,OCI0257,196,3G
241,20230210,OCI0258,80,3G
242,20230210,OCI0259,220,3G
243,20230210,OCI0260,312,3G
244,20230210,OCI0261,146,3G
245,20230210,OCI0262,12,3G
246,20230210,OCI0263,304,3G
247,20230210,OCI0264,196,3G
248,20230210,OCI0265,112,3G
249,20230210,OCI0266,178,3G
250,20230210,OCI0267,206,3G
251,20230210,OCI0268,52,3G
252,20230210,OCI0269,20,3G
253,20230210,OCI0270,140,3G
254,20230210,OCI0271,122,3G
255,20230210,OCI0272,80,3G
256,20230210,OCI0273,125,3G
257,20230210,OCI0274,276,3G
258,20230210,OCI0275,154,3G
259,20230210,OCI0276,222,3G
260,20230210,OCI0277,10,3G
261,20230210,OCI0278,6,3G
262,20230210,OCI0279,98,3G
263,20230210,OCI0280,116,3G
264,20230210,OCI0281,358,3G
265,20230210,OCI0282,107,3G
266,20230210,OCI0283,60,3G
267,20230210,OCI0284,174,3G
268,20230210,OCI0285,178,3G
269,20230210,OCI0286,318,3G
270,20230210,OCI0287,74,3G
271,20230210,OCI0288,140,3G
272,20230210,OCI0291,86,3G
273,20230210,OCI0292,112,3G
274,20230210,OCI0293,118,3G
275,20230210,OCI0294,114,3G
276,20230210,OCI0295,418,3G
277,20230210,OCI0297,538,3G
278,20230210,OCI0298,196,3G
279,20230210,OCI0299,70,3G
280,20230210,OCI0300,94,3G
281,20230210,OCI0301,286,3G
282,20230210,OCI0302,94,3G
283,20230210,OCI0303,168,3G
284,20230210,OCI0304,108,3G
285,20230210,OCI0305,56,3G
286,20230210,OCI0306,262,3G
287,20230210,OCI0307,124,3G
288,20230210,OCI0308,234,3G
289,20230210,OCI0309,166,3G
290,20230210,OCI0311,391,3G
291,20230210,OCI0312,130,3G
292,20230210,OCI0313,140,3G
293,20230210,OCI0314,92,3G
294,20230210,OCI0315,352,3G
295,20230210,OCI0316,146,3G
296,20230210,OCI0317,453,3G
297,20230210,OCI0319,126,3G
298,20230210,OCI0320,352,3G
299,20230210,OCI0321,258,3G
300,20230210,OCI0322,244,3G
301,20230210,OCI0323,740,3G
302,20230210,OCI0324,120,3G
303,20230210,OCI0325,90,3G
304,20230210,OCI0326,244,3G
305,20230210,OCI0327,66,3G
306,20230210,OCI0328,176,3G
307,20230210,OCI0329,204,3G
308,20230210,OCI0330,166,3G
309,20230210,OCI0331,372,3G
310,20230210,OCI0332,84,3G
