,date_jour,code_site,number_of_call_drop_3g,techno
0,20230211,0,766,3G
1,20230211,OCI0001,354,3G
2,20230211,OCI0002,91,3G
3,20230211,OCI0003,111,3G
4,20230211,OCI0004,217,3G
5,20230211,OCI0005,141,3G
6,20230211,OCI0006,85,3G
7,20230211,OCI0007,117,3G
8,20230211,OCI0008,248,3G
9,20230211,OCI0009,317,3G
10,20230211,OCI0010,152,3G
11,20230211,OCI0011,273,3G
12,20230211,OCI0012,49,3G
13,20230211,OCI0013,182,3G
14,20230211,OCI0014,157,3G
15,20230211,OCI0015,190,3G
16,20230211,OCI0016,409,3G
17,20230211,OCI0017,117,3G
18,20230211,OCI0018,206,3G
19,20230211,OCI0019,394,3G
20,20230211,OCI0020,379,3G
21,20230211,OCI0021,211,3G
22,20230211,OCI0022,129,3G
23,20230211,OCI0023,110,3G
24,20230211,OCI0024,42,3G
25,20230211,OCI0025,634,3G
26,20230211,OCI0026,394,3G
27,20230211,OCI0028,102,3G
28,20230211,OCI0029,528,3G
29,20230211,OCI0030,192,3G
30,20230211,OCI0031,829,3G
31,20230211,OCI0033,69,3G
32,20230211,OCI0035,71,3G
33,20230211,OCI0036,313,3G
34,20230211,OCI0037,105,3G
35,20230211,OCI0038,726,3G
36,20230211,OCI0039,46,3G
37,20230211,OCI0041,236,3G
38,20230211,OCI0042,188,3G
39,20230211,OCI0043,183,3G
40,20230211,OCI0044,88,3G
41,20230211,OCI0045,168,3G
42,20230211,OCI0046,153,3G
43,20230211,OCI0047,16,3G
44,20230211,OCI0048,96,3G
45,20230211,OCI0049,176,3G
46,20230211,OCI0050,98,3G
47,20230211,OCI0051,79,3G
48,20230211,OCI0052,226,3G
49,20230211,OCI0053,152,3G
50,20230211,OCI0054,63,3G
51,20230211,OCI0055,45,3G
52,20230211,OCI0056,593,3G
53,20230211,OCI0057,318,3G
54,20230211,OCI0058,22,3G
55,20230211,OCI0059,383,3G
56,20230211,OCI0060,104,3G
57,20230211,OCI0061,107,3G
58,20230211,OCI0062,17,3G
59,20230211,OCI0063,239,3G
60,20230211,OCI0064,103,3G
61,20230211,OCI0065,117,3G
62,20230211,OCI0066,44,3G
63,20230211,OCI0067,48,3G
64,20230211,OCI0068,1982,3G
65,20230211,OCI0069,117,3G
66,20230211,OCI0070,250,3G
67,20230211,OCI0071,106,3G
68,20230211,OCI0072,157,3G
69,20230211,OCI0073,98,3G
70,20230211,OCI0074,11,3G
71,20230211,OCI0075,606,3G
72,20230211,OCI0076,1521,3G
73,20230211,OCI0077,271,3G
74,20230211,OCI0078,111,3G
75,20230211,OCI0080,36,3G
76,20230211,OCI0081,336,3G
77,20230211,OCI0083,31,3G
78,20230211,OCI0084,149,3G
79,20230211,OCI0085,28,3G
80,20230211,OCI0086,330,3G
81,20230211,OCI0087,727,3G
82,20230211,OCI0088,164,3G
83,20230211,OCI0089,73,3G
84,20230211,OCI0090,36,3G
85,20230211,OCI0091,41,3G
86,20230211,OCI0092,276,3G
87,20230211,OCI0093,191,3G
88,20230211,OCI0094,197,3G
89,20230211,OCI0095,114,3G
90,20230211,OCI0096,221,3G
91,20230211,OCI0097,78,3G
92,20230211,OCI0098,117,3G
93,20230211,OCI0099,92,3G
94,20230211,OCI0100,184,3G
95,20230211,OCI0101,185,3G
96,20230211,OCI0102,467,3G
97,20230211,OCI0104,220,3G
98,20230211,OCI0105,261,3G
99,20230211,OCI0106,148,3G
100,20230211,OCI0107,14,3G
101,20230211,OCI0108,65,3G
102,20230211,OCI0109,16,3G
103,20230211,OCI0110,35,3G
104,20230211,OCI0111,16,3G
105,20230211,OCI0112,116,3G
106,20230211,OCI0113,112,3G
107,20230211,OCI0114,205,3G
108,20230211,OCI0115,202,3G
109,20230211,OCI0116,170,3G
110,20230211,OCI0117,28,3G
111,20230211,OCI0118,258,3G
112,20230211,OCI0119,96,3G
113,20230211,OCI0121,21,3G
114,20230211,OCI0122,160,3G
115,20230211,OCI0123,190,3G
116,20230211,OCI0124,42,3G
117,20230211,OCI0125,35,3G
118,20230211,OCI0127,313,3G
119,20230211,OCI0128,154,3G
120,20230211,OCI0129,773,3G
121,20230211,OCI0130,83,3G
122,20230211,OCI0132,115,3G
123,20230211,OCI0134,185,3G
124,20230211,OCI0135,776,3G
125,20230211,OCI0136,270,3G
126,20230211,OCI0137,205,3G
127,20230211,OCI0138,117,3G
128,20230211,OCI0139,115,3G
129,20230211,OCI0141,24,3G
130,20230211,OCI0142,238,3G
131,20230211,OCI0143,24,3G
132,20230211,OCI0144,65,3G
133,20230211,OCI0145,25,3G
134,20230211,OCI0146,112,3G
135,20230211,OCI0147,579,3G
136,20230211,OCI0148,128,3G
137,20230211,OCI0149,100,3G
138,20230211,OCI0150,69,3G
139,20230211,OCI0151,26,3G
140,20230211,OCI0152,220,3G
141,20230211,OCI0153,99,3G
142,20230211,OCI0154,52,3G
143,20230211,OCI0155,300,3G
144,20230211,OCI0156,23,3G
145,20230211,OCI0157,62,3G
146,20230211,OCI0158,58,3G
147,20230211,OCI0159,187,3G
148,20230211,OCI0160,99,3G
149,20230211,OCI0161,118,3G
150,20230211,OCI0162,146,3G
151,20230211,OCI0163,566,3G
152,20230211,OCI0164,39,3G
153,20230211,OCI0165,247,3G
154,20230211,OCI0166,114,3G
155,20230211,OCI0167,82,3G
156,20230211,OCI0168,247,3G
157,20230211,OCI0169,198,3G
158,20230211,OCI0172,68,3G
159,20230211,OCI0173,299,3G
160,20230211,OCI0174,87,3G
161,20230211,OCI0175,154,3G
162,20230211,OCI0176,138,3G
163,20230211,OCI0177,65,3G
164,20230211,OCI0178,74,3G
165,20230211,OCI0179,107,3G
166,20230211,OCI0180,389,3G
167,20230211,OCI0181,211,3G
168,20230211,OCI0182,238,3G
169,20230211,OCI0183,119,3G
