,date_jour,code_site,number_of_call_drop_3g,techno
0,20230221,0,586,3G
1,20230221,OCI0001,472,3G
2,20230221,OCI0002,59,3G
3,20230221,OCI0003,65,3G
4,20230221,OCI0004,356,3G
5,20230221,OCI0005,96,3G
6,20230221,OCI0006,76,3G
7,20230221,OCI0007,145,3G
8,20230221,OCI0008,108,3G
9,20230221,OCI0009,333,3G
10,20230221,OCI0010,121,3G
11,20230221,OCI0011,128,3G
12,20230221,OCI0012,57,3G
13,20230221,OCI0013,232,3G
14,20230221,OCI0014,126,3G
15,20230221,OCI0015,242,3G
16,20230221,OCI0016,160,3G
17,20230221,OCI0017,95,3G
18,20230221,OCI0018,123,3G
19,20230221,OCI0019,256,3G
20,20230221,OCI0020,449,3G
21,20230221,OCI0021,190,3G
22,20230221,OCI0022,99,3G
23,20230221,OCI0023,86,3G
24,20230221,OCI0024,23,3G
25,20230221,OCI0025,772,3G
26,20230221,OCI0026,2119,3G
27,20230221,OCI0028,91,3G
28,20230221,OCI0029,503,3G
29,20230221,OCI0030,138,3G
30,20230221,OCI0031,515,3G
31,20230221,OCI0033,230,3G
32,20230221,OCI0035,47,3G
33,20230221,OCI0036,142,3G
34,20230221,OCI0037,196,3G
35,20230221,OCI0038,557,3G
36,20230221,OCI0039,52,3G
37,20230221,OCI0041,453,3G
38,20230221,OCI0042,105,3G
39,20230221,OCI0043,102,3G
40,20230221,OCI0044,89,3G
41,20230221,OCI0045,69,3G
42,20230221,OCI0046,75,3G
43,20230221,OCI0047,6,3G
44,20230221,OCI0048,38,3G
45,20230221,OCI0049,175,3G
46,20230221,OCI0050,52,3G
47,20230221,OCI0051,55,3G
48,20230221,OCI0052,137,3G
49,20230221,OCI0053,113,3G
50,20230221,OCI0054,73,3G
51,20230221,OCI0055,30,3G
52,20230221,OCI0056,501,3G
53,20230221,OCI0057,426,3G
54,20230221,OCI0058,31,3G
55,20230221,OCI0059,274,3G
56,20230221,OCI0060,66,3G
57,20230221,OCI0061,103,3G
58,20230221,OCI0062,12,3G
59,20230221,OCI0063,187,3G
60,20230221,OCI0064,92,3G
61,20230221,OCI0065,71,3G
62,20230221,OCI0066,29,3G
63,20230221,OCI0067,58,3G
64,20230221,OCI0068,2135,3G
65,20230221,OCI0069,79,3G
66,20230221,OCI0070,157,3G
67,20230221,OCI0071,155,3G
68,20230221,OCI0072,101,3G
69,20230221,OCI0073,93,3G
70,20230221,OCI0074,23,3G
71,20230221,OCI0075,600,3G
72,20230221,OCI0076,509,3G
73,20230221,OCI0077,428,3G
74,20230221,OCI0078,39,3G
75,20230221,OCI0080,41,3G
76,20230221,OCI0081,265,3G
77,20230221,OCI0083,21,3G
78,20230221,OCI0084,79,3G
79,20230221,OCI0085,21,3G
80,20230221,OCI0086,301,3G
81,20230221,OCI0087,494,3G
82,20230221,OCI0088,123,3G
83,20230221,OCI0089,52,3G
84,20230221,OCI0090,83,3G
85,20230221,OCI0091,28,3G
86,20230221,OCI0092,160,3G
87,20230221,OCI0093,111,3G
88,20230221,OCI0094,201,3G
89,20230221,OCI0095,81,3G
90,20230221,OCI0096,192,3G
91,20230221,OCI0097,44,3G
92,20230221,OCI0098,98,3G
93,20230221,OCI0099,129,3G
94,20230221,OCI0100,146,3G
