,date_jour,code_site,number_of_call_drop_3g,techno
0,20230222,0,465,3G
1,20230222,OCI0001,356,3G
2,20230222,OCI0002,46,3G
3,20230222,OCI0003,38,3G
4,20230222,OCI0004,120,3G
5,20230222,OCI0005,104,3G
6,20230222,OCI0006,92,3G
7,20230222,OCI0007,120,3G
8,20230222,OCI0008,100,3G
9,20230222,OCI0009,239,3G
10,20230222,OCI0010,103,3G
11,20230222,OCI0011,144,3G
12,20230222,OCI0012,45,3G
13,20230222,OCI0013,97,3G
14,20230222,OCI0014,74,3G
15,20230222,OCI0015,171,3G
16,20230222,OCI0016,208,3G
17,20230222,OCI0017,95,3G
18,20230222,OCI0018,114,3G
19,20230222,OCI0019,228,3G
20,20230222,OCI0020,244,3G
21,20230222,OCI0021,196,3G
22,20230222,OCI0022,153,3G
23,20230222,OCI0023,71,3G
24,20230222,OCI0024,22,3G
25,20230222,OCI0025,649,3G
26,20230222,OCI0026,276,3G
27,20230222,OCI0028,50,3G
28,20230222,OCI0029,265,3G
29,20230222,OCI0030,87,3G
30,20230222,OCI0031,255,3G
31,20230222,OCI0033,106,3G
32,20230222,OCI0035,31,3G
33,20230222,OCI0036,95,3G
34,20230222,OCI0037,80,3G
35,20230222,OCI0038,606,3G
36,20230222,OCI0039,48,3G
37,20230222,OCI0041,176,3G
38,20230222,OCI0042,123,3G
39,20230222,OCI0043,84,3G
40,20230222,OCI0044,39,3G
41,20230222,OCI0045,78,3G
42,20230222,OCI0046,50,3G
43,20230222,OCI0047,14,3G
44,20230222,OCI0048,39,3G
45,20230222,OCI0049,103,3G
46,20230222,OCI0050,46,3G
47,20230222,OCI0051,53,3G
48,20230222,OCI0052,117,3G
49,20230222,OCI0053,80,3G
50,20230222,OCI0054,54,3G
51,20230222,OCI0055,26,3G
52,20230222,OCI0056,316,3G
53,20230222,OCI0057,350,3G
54,20230222,OCI0058,16,3G
55,20230222,OCI0059,216,3G
56,20230222,OCI0060,67,3G
57,20230222,OCI0061,81,3G
58,20230222,OCI0062,11,3G
59,20230222,OCI0063,108,3G
60,20230222,OCI0064,51,3G
61,20230222,OCI0065,61,3G
62,20230222,OCI0066,16,3G
63,20230222,OCI0067,48,3G
64,20230222,OCI0068,1698,3G
65,20230222,OCI0069,80,3G
66,20230222,OCI0070,138,3G
67,20230222,OCI0071,133,3G
68,20230222,OCI0072,83,3G
69,20230222,OCI0073,75,3G
70,20230222,OCI0074,11,3G
71,20230222,OCI0075,446,3G
72,20230222,OCI0076,353,3G
73,20230222,OCI0077,186,3G
74,20230222,OCI0078,35,3G
75,20230222,OCI0080,25,3G
76,20230222,OCI0081,169,3G
77,20230222,OCI0083,25,3G
78,20230222,OCI0084,84,3G
79,20230222,OCI0085,20,3G
80,20230222,OCI0086,179,3G
81,20230222,OCI0087,434,3G
82,20230222,OCI0088,86,3G
83,20230222,OCI0089,33,3G
84,20230222,OCI0090,86,3G
85,20230222,OCI0091,88,3G
86,20230222,OCI0092,103,3G
87,20230222,OCI0093,65,3G
88,20230222,OCI0094,165,3G
89,20230222,OCI0095,88,3G
90,20230222,OCI0096,118,3G
91,20230222,OCI0097,65,3G
92,20230222,OCI0098,72,3G
93,20230222,OCI0099,79,3G
94,20230222,OCI0100,87,3G
95,20230222,OCI0101,193,3G
96,20230222,OCI0102,193,3G
97,20230222,OCI0104,119,3G
98,20230222,OCI0105,175,3G
99,20230222,OCI0106,87,3G
100,20230222,OCI0107,9,3G
101,20230222,OCI0108,40,3G
102,20230222,OCI0109,29,3G
103,20230222,OCI0110,13,3G
104,20230222,OCI0111,57,3G
105,20230222,OCI0112,79,3G
106,20230222,OCI0113,47,3G
107,20230222,OCI0114,77,3G
108,20230222,OCI0115,117,3G
109,20230222,OCI0116,59,3G
110,20230222,OCI0117,22,3G
111,20230222,OCI0118,69,3G
112,20230222,OCI0119,137,3G
113,20230222,OCI0121,9,3G
114,20230222,OCI0122,61,3G
115,20230222,OCI0123,112,3G
116,20230222,OCI0124,1093,3G
117,20230222,OCI0125,22,3G
118,20230222,OCI0127,82,3G
119,20230222,OCI0128,97,3G
120,20230222,OCI0129,399,3G
121,20230222,OCI0130,42,3G
122,20230222,OCI0132,46,3G
123,20230222,OCI0134,131,3G
124,20230222,OCI0135,205,3G
125,20230222,OCI0136,144,3G
126,20230222,OCI0137,166,3G
127,20230222,OCI0138,134,3G
128,20230222,OCI0139,42,3G
129,20230222,OCI0141,25,3G
130,20230222,OCI0142,95,3G
131,20230222,OCI0143,280,3G
132,20230222,OCI0144,56,3G
133,20230222,OCI0145,19,3G
134,20230222,OCI0146,63,3G
135,20230222,OCI0147,99,3G
136,20230222,OCI0148,45,3G
137,20230222,OCI0149,92,3G
138,20230222,OCI0150,47,3G
139,20230222,OCI0151,10,3G
140,20230222,OCI0152,139,3G
141,20230222,OCI0153,55,3G
142,20230222,OCI0154,26,3G
143,20230222,OCI0155,181,3G
144,20230222,OCI0156,21,3G
145,20230222,OCI0157,49,3G
146,20230222,OCI0158,45,3G
147,20230222,OCI0159,99,3G
148,20230222,OCI0160,64,3G
149,20230222,OCI0161,89,3G
150,20230222,OCI0162,80,3G
151,20230222,OCI0163,414,3G
152,20230222,OCI0164,20,3G
153,20230222,OCI0165,63,3G
154,20230222,OCI0166,93,3G
155,20230222,OCI0167,53,3G
156,20230222,OCI0168,96,3G
157,20230222,OCI0169,208,3G
158,20230222,OCI0172,36,3G
159,20230222,OCI0173,211,3G
160,20230222,OCI0174,74,3G
161,20230222,OCI0175,89,3G
162,20230222,OCI0176,71,3G
163,20230222,OCI0177,15,3G
164,20230222,OCI0178,63,3G
165,20230222,OCI0179,87,3G
166,20230222,OCI0180,156,3G
167,20230222,OCI0181,163,3G
168,20230222,OCI0182,92,3G
169,20230222,OCI0183,137,3G
170,20230222,OCI0184,13,3G
171,20230222,OCI0185,67,3G
172,20230222,OCI0186,126,3G
173,20230222,OCI0187,79,3G
174,20230222,OCI0188,31,3G
175,20230222,OCI0189,92,3G
176,20230222,OCI0190,970,3G
177,20230222,OCI0191,202,3G
178,20230222,OCI0192,227,3G
179,20230222,OCI0193,443,3G
180,20230222,OCI0194,62,3G
181,20230222,OCI0195,35,3G
182,20230222,OCI0196,252,3G
183,20230222,OCI0197,67,3G
184,20230222,OCI0198,81,3G
185,20230222,OCI0199,60,3G
186,20230222,OCI0200,51,3G
187,20230222,OCI0201,33,3G
188,20230222,OCI0202,37,3G
189,20230222,OCI0203,78,3G
190,20230222,OCI0204,40,3G
191,20230222,OCI0205,38,3G
192,20230222,OCI0206,105,3G
193,20230222,OCI0207,195,3G
194,20230222,OCI0208,43,3G
195,20230222,OCI0209,640,3G
196,20230222,OCI0210,74,3G
197,20230222,OCI0211,84,3G
198,20230222,OCI0212,36,3G
199,20230222,OCI0213,42,3G
200,20230222,OCI0214,6,3G
201,20230222,OCI0216,190,3G
202,20230222,OCI0219,176,3G
203,20230222,OCI0220,30,3G
204,20230222,OCI0221,123,3G
205,20230222,OCI0222,19,3G
206,20230222,OCI0223,13,3G
207,20230222,OCI0224,66,3G
208,20230222,OCI0225,257,3G
209,20230222,OCI0226,116,3G
210,20230222,OCI0227,107,3G
211,20230222,OCI0228,313,3G
212,20230222,OCI0229,2,3G
213,20230222,OCI0230,255,3G
214,20230222,OCI0231,89,3G
215,20230222,OCI0232,35,3G
216,20230222,OCI0233,254,3G
217,20230222,OCI0234,25,3G
218,20230222,OCI0235,126,3G
219,20230222,OCI0236,120,3G
220,20230222,OCI0237,135,3G
221,20230222,OCI0238,27,3G
222,20230222,OCI0239,99,3G
223,20230222,OCI0240,113,3G
224,20230222,OCI0241,79,3G
225,20230222,OCI0242,457,3G
226,20230222,OCI0243,93,3G
227,20230222,OCI0244,15,3G
228,20230222,OCI0245,98,3G
229,20230222,OCI0246,28,3G
230,20230222,OCI0247,68,3G
231,20230222,OCI0248,81,3G
232,20230222,OCI0249,11,3G
233,20230222,OCI0250,39,3G
234,20230222,OCI0251,30,3G
235,20230222,OCI0252,43,3G
236,20230222,OCI0253,20,3G
237,20230222,OCI0254,51,3G
238,20230222,OCI0255,151,3G
239,20230222,OCI0256,61,3G
240,20230222,OCI0257,106,3G
241,20230222,OCI0258,44,3G
242,20230222,OCI0259,159,3G
243,20230222,OCI0260,185,3G
244,20230222,OCI0261,130,3G
245,20230222,OCI0262,15,3G
246,20230222,OCI0263,208,3G
247,20230222,OCI0264,141,3G
248,20230222,OCI0265,76,3G
249,20230222,OCI0266,130,3G
250,20230222,OCI0267,144,3G
251,20230222,OCI0268,27,3G
252,20230222,OCI0269,7,3G
253,20230222,OCI0270,98,3G
254,20230222,OCI0271,141,3G
255,20230222,OCI0272,41,3G
256,20230222,OCI0273,60,3G
257,20230222,OCI0274,97,3G
258,20230222,OCI0275,133,3G
259,20230222,OCI0276,107,3G
260,20230222,OCI0277,10,3G
261,20230222,OCI0278,2,3G
262,20230222,OCI0279,121,3G
263,20230222,OCI0280,63,3G
264,20230222,OCI0281,335,3G
265,20230222,OCI0282,53,3G
266,20230222,OCI0283,37,3G
267,20230222,OCI0284,106,3G
268,20230222,OCI0285,236,3G
269,20230222,OCI0286,210,3G
270,20230222,OCI0287,52,3G
271,20230222,OCI0288,109,3G
272,20230222,OCI0291,42,3G
273,20230222,OCI0292,111,3G
274,20230222,OCI0293,56,3G
275,20230222,OCI0294,71,3G
276,20230222,OCI0295,205,3G
277,20230222,OCI0297,242,3G
278,20230222,OCI0298,114,3G
279,20230222,OCI0299,58,3G
280,20230222,OCI0300,47,3G
281,20230222,OCI0301,184,3G
282,20230222,OCI0302,84,3G
283,20230222,OCI0303,109,3G
284,20230222,OCI0304,65,3G
