,date_jour,code_site,number_of_call_drop_3g,techno
0,20230313,0,655,3G
1,20230313,OCI0001,736,3G
2,20230313,OCI0002,61,3G
3,20230313,OCI0003,173,3G
4,20230313,OCI0004,348,3G
5,20230313,OCI0005,140,3G
6,20230313,OCI0006,99,3G
7,20230313,OCI0007,157,3G
8,20230313,OCI0008,160,3G
9,20230313,OCI0009,483,3G
10,20230313,OCI0010,193,3G
11,20230313,OCI0011,254,3G
12,20230313,OCI0012,60,3G
13,20230313,OCI0013,154,3G
14,20230313,OCI0014,129,3G
15,20230313,OCI0015,280,3G
16,20230313,OCI0016,336,3G
17,20230313,OCI0017,181,3G
18,20230313,OCI0018,185,3G
19,20230313,OCI0019,427,3G
20,20230313,OCI0020,443,3G
21,20230313,OCI0021,289,3G
22,20230313,OCI0022,229,3G
23,20230313,OCI0023,125,3G
24,20230313,OCI0024,56,3G
25,20230313,OCI0025,634,3G
26,20230313,OCI0026,840,3G
27,20230313,OCI0028,349,3G
28,20230313,OCI0029,539,3G
29,20230313,OCI0030,137,3G
30,20230313,OCI0031,788,3G
31,20230313,OCI0033,216,3G
32,20230313,OCI0035,54,3G
33,20230313,OCI0036,192,3G
34,20230313,OCI0037,188,3G
35,20230313,OCI0038,718,3G
36,20230313,OCI0039,114,3G
37,20230313,OCI0041,237,3G
38,20230313,OCI0042,242,3G
39,20230313,OCI0043,143,3G
40,20230313,OCI0044,302,3G
41,20230313,OCI0045,130,3G
42,20230313,OCI0046,156,3G
43,20230313,OCI0047,29,3G
44,20230313,OCI0048,66,3G
45,20230313,OCI0049,159,3G
46,20230313,OCI0050,69,3G
47,20230313,OCI0051,92,3G
48,20230313,OCI0052,204,3G
49,20230313,OCI0053,110,3G
50,20230313,OCI0054,92,3G
51,20230313,OCI0055,54,3G
52,20230313,OCI0056,595,3G
53,20230313,OCI0057,638,3G
54,20230313,OCI0058,43,3G
55,20230313,OCI0059,387,3G
56,20230313,OCI0060,129,3G
57,20230313,OCI0061,132,3G
58,20230313,OCI0062,31,3G
59,20230313,OCI0063,324,3G
60,20230313,OCI0064,105,3G
61,20230313,OCI0065,111,3G
62,20230313,OCI0066,60,3G
63,20230313,OCI0067,61,3G
64,20230313,OCI0068,513,3G
65,20230313,OCI0069,166,3G
66,20230313,OCI0070,165,3G
67,20230313,OCI0071,43,3G
68,20230313,OCI0072,124,3G
69,20230313,OCI0073,143,3G
70,20230313,OCI0074,13,3G
71,20230313,OCI0075,972,3G
72,20230313,OCI0076,827,3G
73,20230313,OCI0077,371,3G
74,20230313,OCI0078,74,3G
75,20230313,OCI0080,46,3G
76,20230313,OCI0081,280,3G
77,20230313,OCI0083,32,3G
