,date_jour,code_site,number_of_call_drop_3g,techno
0,20230308,0,502,3G
1,20230308,OCI0001,317,3G
2,20230308,OCI0002,54,3G
3,20230308,OCI0003,60,3G
4,20230308,OCI0004,113,3G
5,20230308,OCI0005,119,3G
6,20230308,OCI0006,68,3G
7,20230308,OCI0007,241,3G
8,20230308,OCI0008,91,3G
9,20230308,OCI0009,296,3G
10,20230308,OCI0010,182,3G
11,20230308,OCI0011,188,3G
12,20230308,OCI0012,44,3G
13,20230308,OCI0013,205,3G
14,20230308,OCI0014,127,3G
15,20230308,OCI0015,214,3G
16,20230308,OCI0016,236,3G
17,20230308,OCI0017,96,3G
18,20230308,OCI0018,124,3G
19,20230308,OCI0019,310,3G
20,20230308,OCI0020,370,3G
21,20230308,OCI0021,159,3G
22,20230308,OCI0022,124,3G
23,20230308,OCI0023,80,3G
24,20230308,OCI0024,24,3G
25,20230308,OCI0025,582,3G
26,20230308,OCI0026,480,3G
27,20230308,OCI0028,57,3G
28,20230308,OCI0029,456,3G
29,20230308,OCI0030,104,3G
30,20230308,OCI0031,522,3G
31,20230308,OCI0033,143,3G
32,20230308,OCI0035,51,3G
33,20230308,OCI0036,126,3G
34,20230308,OCI0037,189,3G
35,20230308,OCI0038,524,3G
36,20230308,OCI0039,74,3G
37,20230308,OCI0041,227,3G
38,20230308,OCI0042,109,3G
39,20230308,OCI0043,118,3G
40,20230308,OCI0044,61,3G
41,20230308,OCI0045,69,3G
42,20230308,OCI0046,62,3G
43,20230308,OCI0047,12,3G
44,20230308,OCI0048,43,3G
45,20230308,OCI0049,180,3G
46,20230308,OCI0050,85,3G
47,20230308,OCI0051,77,3G
48,20230308,OCI0052,184,3G
49,20230308,OCI0053,120,3G
50,20230308,OCI0054,78,3G
51,20230308,OCI0055,43,3G
52,20230308,OCI0056,459,3G
53,20230308,OCI0057,491,3G
54,20230308,OCI0058,49,3G
55,20230308,OCI0059,235,3G
56,20230308,OCI0060,84,3G
57,20230308,OCI0061,62,3G
58,20230308,OCI0062,21,3G
59,20230308,OCI0063,105,3G
60,20230308,OCI0064,76,3G
61,20230308,OCI0065,70,3G
62,20230308,OCI0066,30,3G
63,20230308,OCI0067,35,3G
64,20230308,OCI0068,439,3G
65,20230308,OCI0069,89,3G
66,20230308,OCI0070,131,3G
67,20230308,OCI0071,46,3G
68,20230308,OCI0072,223,3G
69,20230308,OCI0073,145,3G
70,20230308,OCI0074,21,3G
71,20230308,OCI0075,694,3G
72,20230308,OCI0076,574,3G
73,20230308,OCI0077,321,3G
74,20230308,OCI0078,45,3G
75,20230308,OCI0080,60,3G
76,20230308,OCI0081,255,3G
77,20230308,OCI0083,31,3G
78,20230308,OCI0084,87,3G
79,20230308,OCI0085,9,3G
80,20230308,OCI0086,280,3G
81,20230308,OCI0087,449,3G
82,20230308,OCI0088,95,3G
83,20230308,OCI0089,75,3G
84,20230308,OCI0090,105,3G
85,20230308,OCI0091,98,3G
86,20230308,OCI0092,182,3G
87,20230308,OCI0093,99,3G
88,20230308,OCI0094,190,3G
89,20230308,OCI0095,281,3G
90,20230308,OCI0096,171,3G
91,20230308,OCI0097,43,3G
92,20230308,OCI0098,111,3G
93,20230308,OCI0099,121,3G
94,20230308,OCI0100,87,3G
95,20230308,OCI0101,140,3G
96,20230308,OCI0102,266,3G
97,20230308,OCI0104,235,3G
98,20230308,OCI0105,289,3G
99,20230308,OCI0106,118,3G
100,20230308,OCI0107,10,3G
101,20230308,OCI0108,50,3G
102,20230308,OCI0109,36,3G
103,20230308,OCI0110,14,3G
104,20230308,OCI0111,54,3G
105,20230308,OCI0112,85,3G
106,20230308,OCI0113,46,3G
107,20230308,OCI0114,152,3G
108,20230308,OCI0115,147,3G
109,20230308,OCI0116,73,3G
110,20230308,OCI0117,65,3G
111,20230308,OCI0118,97,3G
112,20230308,OCI0119,55,3G
113,20230308,OCI0121,8,3G
114,20230308,OCI0122,69,3G
115,20230308,OCI0123,153,3G
116,20230308,OCI0124,964,3G
117,20230308,OCI0125,16,3G
118,20230308,OCI0127,71,3G
119,20230308,OCI0128,104,3G
120,20230308,OCI0129,452,3G
121,20230308,OCI0130,43,3G
122,20230308,OCI0132,28,3G
123,20230308,OCI0134,132,3G
124,20230308,OCI0135,206,3G
125,20230308,OCI0136,250,3G
126,20230308,OCI0137,283,3G
127,20230308,OCI0138,140,3G
128,20230308,OCI0139,77,3G
129,20230308,OCI0141,22,3G
130,20230308,OCI0142,134,3G
131,20230308,OCI0143,210,3G
132,20230308,OCI0144,47,3G
133,20230308,OCI0145,22,3G
134,20230308,OCI0146,282,3G
135,20230308,OCI0147,114,3G
136,20230308,OCI0148,64,3G
137,20230308,OCI0149,51,3G
138,20230308,OCI0150,51,3G
139,20230308,OCI0151,41,3G
140,20230308,OCI0152,158,3G
141,20230308,OCI0153,74,3G
142,20230308,OCI0154,26,3G
143,20230308,OCI0155,236,3G
144,20230308,OCI0156,18,3G
145,20230308,OCI0157,41,3G
146,20230308,OCI0158,35,3G
147,20230308,OCI0159,158,3G
148,20230308,OCI0160,66,3G
149,20230308,OCI0161,93,3G
150,20230308,OCI0162,97,3G
151,20230308,OCI0163,527,3G
152,20230308,OCI0164,22,3G
153,20230308,OCI0165,62,3G
154,20230308,OCI0166,98,3G
155,20230308,OCI0167,90,3G
156,20230308,OCI0168,253,3G
157,20230308,OCI0169,147,3G
158,20230308,OCI0172,40,3G
159,20230308,OCI0173,215,3G
160,20230308,OCI0174,77,3G
161,20230308,OCI0175,134,3G
162,20230308,OCI0176,340,3G
163,20230308,OCI0177,36,3G
164,20230308,OCI0178,35,3G
165,20230308,OCI0179,109,3G
166,20230308,OCI0180,161,3G
167,20230308,OCI0181,181,3G
168,20230308,OCI0182,262,3G
169,20230308,OCI0183,98,3G
170,20230308,OCI0184,36,3G
171,20230308,OCI0185,114,3G
172,20230308,OCI0186,120,3G
173,20230308,OCI0187,124,3G
174,20230308,OCI0188,68,3G
175,20230308,OCI0189,89,3G
176,20230308,OCI0190,898,3G
177,20230308,OCI0191,214,3G
178,20230308,OCI0192,198,3G
179,20230308,OCI0193,204,3G
180,20230308,OCI0194,70,3G
181,20230308,OCI0195,37,3G
182,20230308,OCI0196,201,3G
183,20230308,OCI0197,68,3G
184,20230308,OCI0198,151,3G
185,20230308,OCI0199,56,3G
186,20230308,OCI0200,63,3G
187,20230308,OCI0201,14,3G
188,20230308,OCI0202,74,3G
189,20230308,OCI0203,129,3G
190,20230308,OCI0204,50,3G
191,20230308,OCI0205,75,3G
192,20230308,OCI0206,197,3G
193,20230308,OCI0207,184,3G
194,20230308,OCI0208,44,3G
195,20230308,OCI0209,704,3G
196,20230308,OCI0210,54,3G
197,20230308,OCI0211,146,3G
198,20230308,OCI0212,37,3G
199,20230308,OCI0213,60,3G
200,20230308,OCI0214,8,3G
201,20230308,OCI0216,188,3G
202,20230308,OCI0219,188,3G
203,20230308,OCI0220,44,3G
204,20230308,OCI0221,141,3G
205,20230308,OCI0222,11,3G
206,20230308,OCI0223,30,3G
207,20230308,OCI0224,101,3G
208,20230308,OCI0225,356,3G
209,20230308,OCI0226,142,3G
210,20230308,OCI0227,107,3G
211,20230308,OCI0228,268,3G
212,20230308,OCI0229,18,3G
213,20230308,OCI0230,116,3G
214,20230308,OCI0231,112,3G
215,20230308,OCI0232,55,3G
216,20230308,OCI0233,328,3G
217,20230308,OCI0234,54,3G
218,20230308,OCI0235,213,3G
219,20230308,OCI0236,122,3G
220,20230308,OCI0237,154,3G
221,20230308,OCI0238,51,3G
222,20230308,OCI0239,82,3G
223,20230308,OCI0240,101,3G
224,20230308,OCI0241,124,3G
225,20230308,OCI0242,282,3G
226,20230308,OCI0243,101,3G
227,20230308,OCI0244,24,3G
228,20230308,OCI0245,95,3G
229,20230308,OCI0246,37,3G
230,20230308,OCI0247,103,3G
231,20230308,OCI0248,187,3G
232,20230308,OCI0249,35,3G
233,20230308,OCI0250,63,3G
234,20230308,OCI0251,47,3G
235,20230308,OCI0252,68,3G
236,20230308,OCI0253,46,3G
237,20230308,OCI0254,30,3G
238,20230308,OCI0255,218,3G
239,20230308,OCI0256,53,3G
240,20230308,OCI0257,114,3G
241,20230308,OCI0258,50,3G
242,20230308,OCI0259,225,3G
243,20230308,OCI0260,225,3G
244,20230308,OCI0261,145,3G
245,20230308,OCI0262,13,3G
246,20230308,OCI0263,157,3G
247,20230308,OCI0264,156,3G
248,20230308,OCI0265,60,3G
249,20230308,OCI0266,230,3G
250,20230308,OCI0267,142,3G
251,20230308,OCI0268,44,3G
252,20230308,OCI0269,15,3G
253,20230308,OCI0270,125,3G
254,20230308,OCI0271,138,3G
255,20230308,OCI0272,54,3G
256,20230308,OCI0273,76,3G
257,20230308,OCI0274,205,3G
258,20230308,OCI0275,77,3G
259,20230308,OCI0276,255,3G
260,20230308,OCI0277,14,3G
261,20230308,OCI0278,2,3G
262,20230308,OCI0279,122,3G
263,20230308,OCI0280,287,3G
264,20230308,OCI0281,166,3G
265,20230308,OCI0282,105,3G
266,20230308,OCI0283,56,3G
267,20230308,OCI0284,140,3G
268,20230308,OCI0285,211,3G
269,20230308,OCI0286,178,3G
270,20230308,OCI0287,100,3G
271,20230308,OCI0288,116,3G
272,20230308,OCI0291,50,3G
273,20230308,OCI0292,107,3G
274,20230308,OCI0293,105,3G
275,20230308,OCI0294,126,3G
276,20230308,OCI0295,297,3G
277,20230308,OCI0297,312,3G
278,20230308,OCI0298,173,3G
279,20230308,OCI0299,75,3G
280,20230308,OCI0300,82,3G
281,20230308,OCI0301,172,3G
