,date_jour,code_site,number_of_call_drop_3g,techno
0,20230315,0,347,3G
1,20230315,OCI0001,187,3G
2,20230315,OCI0002,26,3G
3,20230315,OCI0003,49,3G
4,20230315,OCI0004,119,3G
5,20230315,OCI0005,57,3G
6,20230315,OCI0006,46,3G
7,20230315,OCI0007,66,3G
8,20230315,OCI0008,64,3G
9,20230315,OCI0009,172,3G
10,20230315,OCI0010,72,3G
11,20230315,OCI0011,77,3G
12,20230315,OCI0012,22,3G
13,20230315,OCI0013,71,3G
14,20230315,OCI0014,36,3G
15,20230315,OCI0015,116,3G
16,20230315,OCI0016,134,3G
17,20230315,OCI0017,54,3G
18,20230315,OCI0018,106,3G
19,20230315,OCI0019,225,3G
20,20230315,OCI0020,163,3G
21,20230315,OCI0021,100,3G
22,20230315,OCI0022,66,3G
23,20230315,OCI0023,61,3G
24,20230315,OCI0024,30,3G
25,20230315,OCI0025,267,3G
26,20230315,OCI0026,258,3G
27,20230315,OCI0028,48,3G
28,20230315,OCI0029,221,3G
29,20230315,OCI0030,63,3G
30,20230315,OCI0031,247,3G
31,20230315,OCI0033,35,3G
32,20230315,OCI0035,32,3G
33,20230315,OCI0036,63,3G
34,20230315,OCI0037,82,3G
35,20230315,OCI0038,325,3G
36,20230315,OCI0039,37,3G
37,20230315,OCI0041,112,3G
38,20230315,OCI0042,50,3G
39,20230315,OCI0043,54,3G
40,20230315,OCI0044,40,3G
41,20230315,OCI0045,46,3G
42,20230315,OCI0046,27,3G
43,20230315,OCI0047,9,3G
44,20230315,OCI0048,39,3G
45,20230315,OCI0049,59,3G
46,20230315,OCI0050,36,3G
47,20230315,OCI0051,40,3G
48,20230315,OCI0052,103,3G
49,20230315,OCI0053,33,3G
50,20230315,OCI0054,48,3G
51,20230315,OCI0055,12,3G
52,20230315,OCI0056,222,3G
53,20230315,OCI0057,230,3G
54,20230315,OCI0058,16,3G
55,20230315,OCI0059,128,3G
56,20230315,OCI0060,39,3G
57,20230315,OCI0061,54,3G
58,20230315,OCI0062,9,3G
59,20230315,OCI0063,40,3G
60,20230315,OCI0064,32,3G
61,20230315,OCI0065,41,3G
62,20230315,OCI0066,18,3G
63,20230315,OCI0067,41,3G
64,20230315,OCI0068,183,3G
65,20230315,OCI0069,48,3G
66,20230315,OCI0070,85,3G
67,20230315,OCI0071,76,3G
68,20230315,OCI0072,70,3G
69,20230315,OCI0073,59,3G
70,20230315,OCI0074,3,3G
71,20230315,OCI0075,317,3G
72,20230315,OCI0076,302,3G
73,20230315,OCI0077,119,3G
74,20230315,OCI0078,23,3G
75,20230315,OCI0080,15,3G
76,20230315,OCI0081,113,3G
77,20230315,OCI0083,9,3G
78,20230315,OCI0084,36,3G
79,20230315,OCI0085,12,3G
80,20230315,OCI0086,184,3G
81,20230315,OCI0087,209,3G
82,20230315,OCI0088,50,3G
83,20230315,OCI0089,24,3G
84,20230315,OCI0090,34,3G
85,20230315,OCI0091,16,3G
86,20230315,OCI0092,72,3G
87,20230315,OCI0093,34,3G
88,20230315,OCI0094,79,3G
89,20230315,OCI0095,44,3G
90,20230315,OCI0096,86,3G
91,20230315,OCI0097,25,3G
92,20230315,OCI0098,36,3G
93,20230315,OCI0099,31,3G
94,20230315,OCI0100,69,3G
95,20230315,OCI0101,72,3G
96,20230315,OCI0102,149,3G
97,20230315,OCI0104,78,3G
98,20230315,OCI0105,102,3G
99,20230315,OCI0106,68,3G
100,20230315,OCI0107,5,3G
101,20230315,OCI0108,34,3G
102,20230315,OCI0109,8,3G
103,20230315,OCI0110,10,3G
104,20230315,OCI0111,37,3G
105,20230315,OCI0112,47,3G
106,20230315,OCI0113,33,3G
107,20230315,OCI0114,75,3G
108,20230315,OCI0115,64,3G
109,20230315,OCI0116,38,3G
110,20230315,OCI0117,11,3G
111,20230315,OCI0118,94,3G
112,20230315,OCI0119,37,3G
113,20230315,OCI0121,3,3G
114,20230315,OCI0122,92,3G
115,20230315,OCI0123,97,3G
116,20230315,OCI0124,454,3G
117,20230315,OCI0125,11,3G
118,20230315,OCI0127,44,3G
119,20230315,OCI0128,71,3G
120,20230315,OCI0129,307,3G
121,20230315,OCI0130,25,3G
122,20230315,OCI0132,34,3G
123,20230315,OCI0134,66,3G
124,20230315,OCI0135,103,3G
125,20230315,OCI0136,135,3G
126,20230315,OCI0137,74,3G
127,20230315,OCI0138,253,3G
128,20230315,OCI0139,38,3G
129,20230315,OCI0141,15,3G
130,20230315,OCI0142,88,3G
131,20230315,OCI0143,113,3G
132,20230315,OCI0144,35,3G
133,20230315,OCI0145,15,3G
134,20230315,OCI0146,52,3G
135,20230315,OCI0147,71,3G
136,20230315,OCI0148,52,3G
137,20230315,OCI0149,37,3G
138,20230315,OCI0150,50,3G
139,20230315,OCI0151,4,3G
140,20230315,OCI0152,77,3G
141,20230315,OCI0153,85,3G
142,20230315,OCI0154,23,3G
143,20230315,OCI0155,126,3G
144,20230315,OCI0156,22,3G
145,20230315,OCI0157,24,3G
146,20230315,OCI0158,26,3G
147,20230315,OCI0159,139,3G
148,20230315,OCI0160,23,3G
149,20230315,OCI0161,55,3G
150,20230315,OCI0162,41,3G
151,20230315,OCI0163,262,3G
152,20230315,OCI0164,13,3G
153,20230315,OCI0165,29,3G
154,20230315,OCI0166,33,3G
155,20230315,OCI0167,34,3G
156,20230315,OCI0168,117,3G
157,20230315,OCI0169,143,3G
158,20230315,OCI0172,13,3G
159,20230315,OCI0173,110,3G
160,20230315,OCI0174,37,3G
161,20230315,OCI0175,67,3G
162,20230315,OCI0176,41,3G
163,20230315,OCI0177,16,3G
164,20230315,OCI0178,32,3G
165,20230315,OCI0179,83,3G
166,20230315,OCI0180,71,3G
167,20230315,OCI0181,109,3G
168,20230315,OCI0182,59,3G
169,20230315,OCI0183,196,3G
170,20230315,OCI0184,25,3G
171,20230315,OCI0185,53,3G
172,20230315,OCI0186,129,3G
173,20230315,OCI0187,82,3G
174,20230315,OCI0188,36,3G
175,20230315,OCI0189,76,3G
176,20230315,OCI0190,425,3G
177,20230315,OCI0191,110,3G
178,20230315,OCI0192,108,3G
179,20230315,OCI0193,156,3G
180,20230315,OCI0194,23,3G
181,20230315,OCI0195,24,3G
182,20230315,OCI0196,132,3G
183,20230315,OCI0197,34,3G
184,20230315,OCI0198,72,3G
185,20230315,OCI0199,31,3G
186,20230315,OCI0200,20,3G
187,20230315,OCI0201,10,3G
188,20230315,OCI0202,35,3G
189,20230315,OCI0203,194,3G
190,20230315,OCI0204,26,3G
191,20230315,OCI0205,55,3G
192,20230315,OCI0206,135,3G
193,20230315,OCI0207,107,3G
194,20230315,OCI0208,35,3G
195,20230315,OCI0209,472,3G
196,20230315,OCI0210,39,3G
197,20230315,OCI0211,78,3G
198,20230315,OCI0212,14,3G
199,20230315,OCI0213,49,3G
200,20230315,OCI0214,11,3G
201,20230315,OCI0216,67,3G
202,20230315,OCI0219,126,3G
203,20230315,OCI0220,79,3G
204,20230315,OCI0221,95,3G
205,20230315,OCI0222,9,3G
206,20230315,OCI0223,6,3G
207,20230315,OCI0224,41,3G
208,20230315,OCI0225,181,3G
209,20230315,OCI0226,87,3G
210,20230315,OCI0227,52,3G
211,20230315,OCI0228,181,3G
212,20230315,OCI0229,7,3G
213,20230315,OCI0230,123,3G
214,20230315,OCI0231,55,3G
215,20230315,OCI0232,34,3G
216,20230315,OCI0233,113,3G
217,20230315,OCI0234,27,3G
218,20230315,OCI0235,43,3G
219,20230315,OCI0236,46,3G
220,20230315,OCI0237,67,3G
221,20230315,OCI0238,16,3G
222,20230315,OCI0239,49,3G
223,20230315,OCI0240,68,3G
224,20230315,OCI0241,54,3G
225,20230315,OCI0242,218,3G
226,20230315,OCI0243,72,3G
227,20230315,OCI0244,21,3G
228,20230315,OCI0245,61,3G
229,20230315,OCI0246,27,3G
230,20230315,OCI0247,134,3G
231,20230315,OCI0248,67,3G
232,20230315,OCI0249,25,3G
233,20230315,OCI0250,38,3G
234,20230315,OCI0251,12,3G
235,20230315,OCI0252,18,3G
236,20230315,OCI0253,16,3G
237,20230315,OCI0254,23,3G
238,20230315,OCI0255,136,3G
239,20230315,OCI0256,45,3G
240,20230315,OCI0257,93,3G
241,20230315,OCI0258,20,3G
242,20230315,OCI0259,106,3G
243,20230315,OCI0260,110,3G
244,20230315,OCI0261,93,3G
245,20230315,OCI0262,1,3G
246,20230315,OCI0263,109,3G
247,20230315,OCI0264,192,3G
248,20230315,OCI0265,43,3G
249,20230315,OCI0266,106,3G
250,20230315,OCI0267,90,3G
251,20230315,OCI0268,12,3G
252,20230315,OCI0269,6,3G
253,20230315,OCI0270,59,3G
254,20230315,OCI0271,63,3G
255,20230315,OCI0272,29,3G
256,20230315,OCI0273,40,3G
257,20230315,OCI0274,97,3G
258,20230315,OCI0275,59,3G
259,20230315,OCI0276,106,3G
260,20230315,OCI0277,5,3G
261,20230315,OCI0278,7,3G
262,20230315,OCI0279,244,3G
263,20230315,OCI0280,34,3G
264,20230315,OCI0281,438,3G
265,20230315,OCI0282,42,3G
266,20230315,OCI0283,42,3G
267,20230315,OCI0284,64,3G
268,20230315,OCI0285,103,3G
269,20230315,OCI0286,66,3G
270,20230315,OCI0287,31,3G
271,20230315,OCI0288,62,3G
272,20230315,OCI0291,39,3G
273,20230315,OCI0292,47,3G
274,20230315,OCI0293,72,3G
275,20230315,OCI0294,43,3G
276,20230315,OCI0295,114,3G
277,20230315,OCI0297,130,3G
278,20230315,OCI0298,78,3G
279,20230315,OCI0299,17,3G
280,20230315,OCI0300,46,3G
281,20230315,OCI0301,95,3G
282,20230315,OCI0302,62,3G
283,20230315,OCI0303,71,3G
284,20230315,OCI0304,44,3G
285,20230315,OCI0305,34,3G
286,20230315,OCI0306,65,3G
287,20230315,OCI0307,136,3G
288,20230315,OCI0308,91,3G
289,20230315,OCI0309,65,3G
290,20230315,OCI0311,102,3G
291,20230315,OCI0312,54,3G
292,20230315,OCI0313,92,3G
293,20230315,OCI0314,33,3G
294,20230315,OCI0315,105,3G
295,20230315,OCI0316,49,3G
296,20230315,OCI0317,147,3G
297,20230315,OCI0319,39,3G
298,20230315,OCI0320,130,3G
299,20230315,OCI0321,93,3G
300,20230315,OCI0322,76,3G
301,20230315,OCI0323,432,3G
302,20230315,OCI0324,39,3G
303,20230315,OCI0325,45,3G
304,20230315,OCI0326,78,3G
305,20230315,OCI0327,48,3G
306,20230315,OCI0328,61,3G
307,20230315,OCI0329,98,3G
308,20230315,OCI0330,70,3G
309,20230315,OCI0331,137,3G
310,20230315,OCI0332,46,3G
311,20230315,OCI0333,21,3G
312,20230315,OCI0334,66,3G
313,20230315,OCI0335,123,3G
314,20230315,OCI0336,58,3G
315,20230315,OCI0337,56,3G
316,20230315,OCI0338,14,3G
317,20230315,OCI0339,60,3G
318,20230315,OCI0341,42,3G
319,20230315,OCI0342,92,3G
320,20230315,OCI0343,64,3G
321,20230315,OCI0344,185,3G
322,20230315,OCI0345,89,3G
323,20230315,OCI0347,42,3G
324,20230315,OCI0348,61,3G
325,20230315,OCI0349,46,3G
326,20230315,OCI0350,42,3G
327,20230315,OCI0351,31,3G
328,20230315,OCI0352,23,3G
329,20230315,OCI0353,24,3G
330,20230315,OCI0354,63,3G
331,20230315,OCI0355,116,3G
332,20230315,OCI0356,28,3G
333,20230315,OCI0357,124,3G
334,20230315,OCI0358,44,3G
335,20230315,OCI0359,65,3G
336,20230315,OCI0360,108,3G
337,20230315,OCI0361,61,3G
338,20230315,OCI0362,45,3G
339,20230315,OCI0363,130,3G
340,20230315,OCI0364,32,3G
341,20230315,OCI0365,48,3G
342,20230315,OCI0366,12,3G
343,20230315,OCI0367,59,3G
344,20230315,OCI0368,37,3G
345,20230315,OCI0369,51,3G
346,20230315,OCI0370,59,3G
347,20230315,OCI0371,15,3G
348,20230315,OCI0372,32,3G
349,20230315,OCI0373,76,3G
350,20230315,OCI0374,42,3G
351,20230315,OCI0375,41,3G
352,20230315,OCI0376,105,3G
353,20230315,OCI0377,103,3G
354,20230315,OCI0378,409,3G
355,20230315,OCI0379,70,3G
356,20230315,OCI0380,98,3G
357,20230315,OCI0381,323,3G
358,20230315,OCI0382,32,3G
359,20230315,OCI0383,44,3G
360,20230315,OCI0384,31,3G
361,20230315,OCI0385,57,3G
362,20230315,OCI0386,182,3G
363,20230315,OCI0387,24,3G
364,20230315,OCI0388,31,3G
365,20230315,OCI0389,98,3G
366,20230315,OCI0390,60,3G
367,20230315,OCI0391,22,3G
368,20230315,OCI0392,53,3G
369,20230315,OCI0393,32,3G
370,20230315,OCI0394,470,3G
371,20230315,OCI0395,79,3G
372,20230315,OCI0396,49,3G
373,20230315,OCI0397,46,3G
374,20230315,OCI0398,24,3G
375,20230315,OCI0399,20,3G
376,20230315,OCI0400,12,3G
377,20230315,OCI0401,31,3G
378,20230315,OCI0402,91,3G
379,20230315,OCI0403,75,3G
380,20230315,OCI0404,209,3G
381,20230315,OCI0405,142,3G
382,20230315,OCI0406,43,3G
383,20230315,OCI0407,58,3G
384,20230315,OCI0408,146,3G
385,20230315,OCI0409,33,3G
386,20230315,OCI0410,7,3G
387,20230315,OCI0411,12,3G
388,20230315,OCI0412,41,3G
389,20230315,OCI0413,36,3G
390,20230315,OCI0414,30,3G
391,20230315,OCI0415,40,3G
392,20230315,OCI0416,170,3G
393,20230315,OCI0417,36,3G
394,20230315,OCI0418,117,3G
395,20230315,OCI0419,78,3G
396,20230315,OCI0420,176,3G
397,20230315,OCI0421,74,3G
398,20230315,OCI0422,213,3G
399,20230315,OCI0423,48,3G
400,20230315,OCI0424,32,3G
401,20230315,OCI0426,52,3G
402,20230315,OCI0427,32,3G
403,20230315,OCI0428,32,3G
404,20230315,OCI0429,35,3G
405,20230315,OCI0430,20,3G
406,20230315,OCI0431,23,3G
407,20230315,OCI0432,25,3G
408,20230315,OCI0433,37,3G
409,20230315,OCI0434,81,3G
410,20230315,OCI0435,153,3G
