,date_jour,code_site,number_of_call_drop_3g,techno
0,20230301,0,512,3G
1,20230301,OCI0001,335,3G
2,20230301,OCI0002,67,3G
3,20230301,OCI0003,73,3G
4,20230301,OCI0004,181,3G
5,20230301,OCI0005,90,3G
6,20230301,OCI0006,81,3G
7,20230301,OCI0007,121,3G
8,20230301,OCI0008,75,3G
9,20230301,OCI0009,302,3G
10,20230301,OCI0010,159,3G
11,20230301,OCI0011,147,3G
12,20230301,OCI0012,42,3G
13,20230301,OCI0013,129,3G
14,20230301,OCI0014,104,3G
15,20230301,OCI0015,169,3G
16,20230301,OCI0016,250,3G
17,20230301,OCI0017,81,3G
18,20230301,OCI0018,172,3G
19,20230301,OCI0019,413,3G
20,20230301,OCI0020,452,3G
21,20230301,OCI0021,176,3G
22,20230301,OCI0022,160,3G
23,20230301,OCI0023,93,3G
24,20230301,OCI0024,23,3G
25,20230301,OCI0025,964,3G
26,20230301,OCI0026,472,3G
27,20230301,OCI0028,65,3G
28,20230301,OCI0029,384,3G
29,20230301,OCI0030,111,3G
30,20230301,OCI0031,462,3G
31,20230301,OCI0033,121,3G
32,20230301,OCI0035,62,3G
33,20230301,OCI0036,149,3G
34,20230301,OCI0037,260,3G
35,20230301,OCI0038,534,3G
36,20230301,OCI0039,67,3G
37,20230301,OCI0041,164,3G
38,20230301,OCI0042,120,3G
39,20230301,OCI0043,85,3G
40,20230301,OCI0044,37,3G
41,20230301,OCI0045,63,3G
42,20230301,OCI0046,55,3G
43,20230301,OCI0047,14,3G
44,20230301,OCI0048,54,3G
45,20230301,OCI0049,108,3G
46,20230301,OCI0050,65,3G
47,20230301,OCI0051,70,3G
48,20230301,OCI0052,117,3G
49,20230301,OCI0053,53,3G
50,20230301,OCI0054,84,3G
51,20230301,OCI0055,29,3G
52,20230301,OCI0056,530,3G
53,20230301,OCI0057,405,3G
54,20230301,OCI0058,17,3G
55,20230301,OCI0059,205,3G
56,20230301,OCI0060,94,3G
57,20230301,OCI0061,72,3G
58,20230301,OCI0062,19,3G
59,20230301,OCI0063,153,3G
60,20230301,OCI0064,63,3G
61,20230301,OCI0065,55,3G
62,20230301,OCI0066,42,3G
63,20230301,OCI0067,50,3G
64,20230301,OCI0068,339,3G
65,20230301,OCI0069,89,3G
66,20230301,OCI0070,134,3G
67,20230301,OCI0071,36,3G
68,20230301,OCI0072,95,3G
69,20230301,OCI0073,131,3G
70,20230301,OCI0074,13,3G
71,20230301,OCI0075,652,3G
72,20230301,OCI0076,668,3G
73,20230301,OCI0077,234,3G
74,20230301,OCI0078,45,3G
75,20230301,OCI0080,30,3G
76,20230301,OCI0081,246,3G
77,20230301,OCI0083,24,3G
78,20230301,OCI0084,73,3G
79,20230301,OCI0085,15,3G
80,20230301,OCI0086,329,3G
81,20230301,OCI0087,561,3G
82,20230301,OCI0088,86,3G
83,20230301,OCI0089,41,3G
84,20230301,OCI0090,69,3G
85,20230301,OCI0091,22,3G
86,20230301,OCI0092,134,3G
87,20230301,OCI0093,58,3G
88,20230301,OCI0094,221,3G
89,20230301,OCI0095,133,3G
90,20230301,OCI0096,165,3G
91,20230301,OCI0097,51,3G
92,20230301,OCI0098,84,3G
93,20230301,OCI0099,61,3G
94,20230301,OCI0100,97,3G
95,20230301,OCI0101,132,3G
96,20230301,OCI0102,236,3G
97,20230301,OCI0104,143,3G
98,20230301,OCI0105,161,3G
99,20230301,OCI0106,65,3G
100,20230301,OCI0107,13,3G
101,20230301,OCI0108,47,3G
102,20230301,OCI0109,20,3G
103,20230301,OCI0110,13,3G
104,20230301,OCI0111,57,3G
105,20230301,OCI0112,72,3G
106,20230301,OCI0113,58,3G
107,20230301,OCI0114,194,3G
108,20230301,OCI0115,310,3G
109,20230301,OCI0116,59,3G
110,20230301,OCI0117,21,3G
111,20230301,OCI0118,84,3G
112,20230301,OCI0119,79,3G
113,20230301,OCI0121,1,3G
114,20230301,OCI0122,64,3G
115,20230301,OCI0123,127,3G
116,20230301,OCI0124,969,3G
117,20230301,OCI0125,11,3G
118,20230301,OCI0127,47,3G
119,20230301,OCI0128,116,3G
120,20230301,OCI0129,428,3G
121,20230301,OCI0130,57,3G
122,20230301,OCI0132,33,3G
123,20230301,OCI0134,119,3G
124,20230301,OCI0135,208,3G
125,20230301,OCI0136,268,3G
126,20230301,OCI0137,178,3G
127,20230301,OCI0138,122,3G
128,20230301,OCI0139,75,3G
129,20230301,OCI0141,23,3G
130,20230301,OCI0142,110,3G
131,20230301,OCI0143,266,3G
132,20230301,OCI0144,51,3G
133,20230301,OCI0145,19,3G
134,20230301,OCI0146,170,3G
135,20230301,OCI0147,167,3G
136,20230301,OCI0148,66,3G
137,20230301,OCI0149,82,3G
138,20230301,OCI0150,83,3G
139,20230301,OCI0151,24,3G
140,20230301,OCI0152,105,3G
141,20230301,OCI0153,75,3G
142,20230301,OCI0154,34,3G
143,20230301,OCI0155,244,3G
144,20230301,OCI0156,33,3G
145,20230301,OCI0157,31,3G
146,20230301,OCI0158,52,3G
147,20230301,OCI0159,140,3G
148,20230301,OCI0160,63,3G
149,20230301,OCI0161,90,3G
150,20230301,OCI0162,111,3G
151,20230301,OCI0163,531,3G
152,20230301,OCI0164,20,3G
153,20230301,OCI0165,54,3G
154,20230301,OCI0166,93,3G
155,20230301,OCI0167,58,3G
156,20230301,OCI0168,196,3G
157,20230301,OCI0169,222,3G
158,20230301,OCI0172,43,3G
159,20230301,OCI0173,319,3G
160,20230301,OCI0174,90,3G
161,20230301,OCI0175,91,3G
162,20230301,OCI0176,68,3G
163,20230301,OCI0177,26,3G
164,20230301,OCI0178,42,3G
165,20230301,OCI0179,128,3G
166,20230301,OCI0180,133,3G
167,20230301,OCI0181,456,3G
168,20230301,OCI0182,163,3G
169,20230301,OCI0183,108,3G
170,20230301,OCI0184,30,3G
171,20230301,OCI0185,79,3G
172,20230301,OCI0186,127,3G
173,20230301,OCI0187,92,3G
174,20230301,OCI0188,44,3G
175,20230301,OCI0189,65,3G
176,20230301,OCI0190,875,3G
177,20230301,OCI0191,180,3G
178,20230301,OCI0192,245,3G
179,20230301,OCI0193,385,3G
180,20230301,OCI0194,56,3G
181,20230301,OCI0195,44,3G
182,20230301,OCI0196,230,3G
183,20230301,OCI0197,55,3G
184,20230301,OCI0198,185,3G
185,20230301,OCI0199,49,3G
186,20230301,OCI0200,30,3G
187,20230301,OCI0201,33,3G
188,20230301,OCI0202,40,3G
189,20230301,OCI0203,87,3G
190,20230301,OCI0204,60,3G
191,20230301,OCI0205,45,3G
192,20230301,OCI0206,149,3G
193,20230301,OCI0207,223,3G
194,20230301,OCI0208,38,3G
195,20230301,OCI0209,985,3G
196,20230301,OCI0210,56,3G
197,20230301,OCI0211,143,3G
198,20230301,OCI0212,40,3G
199,20230301,OCI0213,63,3G
200,20230301,OCI0214,3,3G
201,20230301,OCI0216,227,3G
202,20230301,OCI0219,261,3G
203,20230301,OCI0220,135,3G
204,20230301,OCI0221,146,3G
205,20230301,OCI0222,21,3G
206,20230301,OCI0223,20,3G
207,20230301,OCI0224,72,3G
208,20230301,OCI0225,328,3G
209,20230301,OCI0226,128,3G
210,20230301,OCI0227,55,3G
211,20230301,OCI0228,230,3G
212,20230301,OCI0229,12,3G
213,20230301,OCI0230,156,3G
214,20230301,OCI0231,68,3G
215,20230301,OCI0232,46,3G
216,20230301,OCI0233,235,3G
217,20230301,OCI0234,67,3G
218,20230301,OCI0235,157,3G
219,20230301,OCI0236,85,3G
220,20230301,OCI0237,200,3G
221,20230301,OCI0238,18,3G
222,20230301,OCI0239,61,3G
223,20230301,OCI0240,119,3G
224,20230301,OCI0241,89,3G
225,20230301,OCI0242,400,3G
226,20230301,OCI0243,124,3G
227,20230301,OCI0244,30,3G
228,20230301,OCI0245,149,3G
229,20230301,OCI0246,32,3G
230,20230301,OCI0247,94,3G
231,20230301,OCI0248,102,3G
232,20230301,OCI0249,44,3G
233,20230301,OCI0250,66,3G
234,20230301,OCI0251,52,3G
235,20230301,OCI0252,41,3G
236,20230301,OCI0253,30,3G
237,20230301,OCI0254,19,3G
238,20230301,OCI0255,239,3G
239,20230301,OCI0256,68,3G
240,20230301,OCI0257,132,3G
241,20230301,OCI0258,89,3G
242,20230301,OCI0259,169,3G
243,20230301,OCI0260,216,3G
244,20230301,OCI0261,291,3G
245,20230301,OCI0262,4,3G
246,20230301,OCI0263,212,3G
247,20230301,OCI0264,129,3G
248,20230301,OCI0265,81,3G
249,20230301,OCI0266,104,3G
250,20230301,OCI0267,126,3G
251,20230301,OCI0268,50,3G
252,20230301,OCI0269,8,3G
253,20230301,OCI0270,88,3G
254,20230301,OCI0271,121,3G
255,20230301,OCI0272,59,3G
256,20230301,OCI0273,104,3G
257,20230301,OCI0274,197,3G
258,20230301,OCI0275,128,3G
259,20230301,OCI0276,182,3G
260,20230301,OCI0277,18,3G
