,date_jour,code_site,number_of_call_drop_3g,techno
0,20230310,0,413,3G
1,20230310,OCI0001,266,3G
2,20230310,OCI0002,26,3G
3,20230310,OCI0003,61,3G
4,20230310,OCI0004,112,3G
5,20230310,OCI0005,81,3G
6,20230310,OCI0006,59,3G
7,20230310,OCI0007,91,3G
8,20230310,OCI0008,136,3G
9,20230310,OCI0009,230,3G
10,20230310,OCI0010,116,3G
11,20230310,OCI0011,139,3G
12,20230310,OCI0012,26,3G
13,20230310,OCI0013,108,3G
14,20230310,OCI0014,72,3G
15,20230310,OCI0015,159,3G
16,20230310,OCI0016,275,3G
17,20230310,OCI0017,85,3G
18,20230310,OCI0018,148,3G
19,20230310,OCI0019,347,3G
20,20230310,OCI0020,372,3G
21,20230310,OCI0021,182,3G
22,20230310,OCI0022,147,3G
23,20230310,OCI0023,130,3G
24,20230310,OCI0024,33,3G
25,20230310,OCI0025,465,3G
26,20230310,OCI0026,412,3G
27,20230310,OCI0028,43,3G
28,20230310,OCI0029,393,3G
29,20230310,OCI0030,145,3G
30,20230310,OCI0031,598,3G
31,20230310,OCI0033,67,3G
32,20230310,OCI0035,38,3G
33,20230310,OCI0036,98,3G
34,20230310,OCI0037,193,3G
35,20230310,OCI0038,532,3G
36,20230310,OCI0039,56,3G
37,20230310,OCI0041,151,3G
38,20230310,OCI0042,84,3G
39,20230310,OCI0043,109,3G
40,20230310,OCI0044,43,3G
41,20230310,OCI0045,135,3G
42,20230310,OCI0046,82,3G
43,20230310,OCI0047,13,3G
44,20230310,OCI0048,44,3G
45,20230310,OCI0049,165,3G
46,20230310,OCI0050,66,3G
47,20230310,OCI0051,65,3G
48,20230310,OCI0052,134,3G
49,20230310,OCI0053,86,3G
50,20230310,OCI0054,50,3G
51,20230310,OCI0055,40,3G
52,20230310,OCI0056,376,3G
53,20230310,OCI0057,440,3G
54,20230310,OCI0058,33,3G
55,20230310,OCI0059,275,3G
56,20230310,OCI0060,95,3G
57,20230310,OCI0061,87,3G
58,20230310,OCI0062,17,3G
59,20230310,OCI0063,117,3G
60,20230310,OCI0064,75,3G
61,20230310,OCI0065,100,3G
62,20230310,OCI0066,21,3G
63,20230310,OCI0067,93,3G
64,20230310,OCI0068,471,3G
65,20230310,OCI0069,81,3G
66,20230310,OCI0070,111,3G
67,20230310,OCI0071,25,3G
68,20230310,OCI0072,66,3G
69,20230310,OCI0073,92,3G
