,date_jour,code_site,number_of_call_drop_3g,techno
0,20230303,0,541,3G
1,20230303,1554,12,3G
2,20230303,OCI0001,321,3G
3,20230303,OCI0002,54,3G
4,20230303,OCI0003,67,3G
5,20230303,OCI0004,183,3G
6,20230303,OCI0005,136,3G
7,20230303,OCI0006,77,3G
8,20230303,OCI0007,132,3G
9,20230303,OCI0008,233,3G
10,20230303,OCI0009,432,3G
11,20230303,OCI0010,163,3G
12,20230303,OCI0011,151,3G
13,20230303,OCI0012,54,3G
14,20230303,OCI0013,209,3G
15,20230303,OCI0014,134,3G
16,20230303,OCI0015,232,3G
17,20230303,OCI0016,330,3G
18,20230303,OCI0017,229,3G
19,20230303,OCI0018,176,3G
20,20230303,OCI0019,334,3G
21,20230303,OCI0020,362,3G
22,20230303,OCI0021,199,3G
23,20230303,OCI0022,138,3G
24,20230303,OCI0023,68,3G
25,20230303,OCI0024,36,3G
26,20230303,OCI0025,1291,3G
27,20230303,OCI0026,422,3G
28,20230303,OCI0028,105,3G
29,20230303,OCI0029,452,3G
30,20230303,OCI0030,1594,3G
31,20230303,OCI0031,517,3G
32,20230303,OCI0033,160,3G
33,20230303,OCI0035,69,3G
34,20230303,OCI0036,184,3G
35,20230303,OCI0037,176,3G
36,20230303,OCI0038,632,3G
37,20230303,OCI0039,93,3G
38,20230303,OCI0041,218,3G
39,20230303,OCI0042,135,3G
40,20230303,OCI0043,106,3G
41,20230303,OCI0044,61,3G
42,20230303,OCI0045,153,3G
43,20230303,OCI0046,76,3G
44,20230303,OCI0047,17,3G
45,20230303,OCI0048,73,3G
46,20230303,OCI0049,257,3G
47,20230303,OCI0050,139,3G
48,20230303,OCI0051,65,3G
49,20230303,OCI0052,199,3G
50,20230303,OCI0053,89,3G
51,20230303,OCI0054,68,3G
52,20230303,OCI0055,25,3G
53,20230303,OCI0056,385,3G
54,20230303,OCI0057,506,3G
55,20230303,OCI0058,11,3G
56,20230303,OCI0059,282,3G
57,20230303,OCI0060,120,3G
