,date_jour,code_site,trafic_voix,trafic_data,techno
0,20230129,0,579.14,,3G
1,20230129,1,,67.022144,4G
2,20230129,2,,55.277433,4G
3,20230129,21,,195.818077,4G
4,20230129,22,,300.387242,4G
5,20230129,23,,189.015381,4G
6,20230129,3,,116.883405,4G
7,20230129,31,,36.662721,4G
8,20230129,32,,17.431344,4G
9,20230129,33,,93.429588,4G
10,20230129,OCI0001,874.119999999999,1.00484506,2G
11,20230129,OCI0001,1126.47,149.83,3G
12,20230129,OCI0001,,746.641181,4G
13,20230129,OCI0002,318.04,0.66291122,2G
14,20230129,OCI0002,514.8,44.64,3G
15,20230129,OCI0002,,640.46505,4G
16,20230129,OCI0003,536.95,0.58565353,2G
17,20230129,OCI0003,780.290000000001,226.26,3G
18,20230129,OCI0003,,431.93504,4G
19,20230129,OCI0004,843.019999999999,0.93519811,2G
20,20230129,OCI0004,1647.16,205.02,3G
21,20230129,OCI0004,,1188.44504,4G
22,20230129,OCI0005,603.29,0.5655126,2G
23,20230129,OCI0005,837.89,149.44,3G
24,20230129,OCI0005,,1093.999779,4G
25,20230129,OCI0006,926.83,0.38590574,2G
26,20230129,OCI0006,658.41,73.91,3G
27,20230129,OCI0006,,850.142061000001,4G
28,20230129,OCI0007,76.83,0.06181357,2G
29,20230129,OCI0007,306.26,41.03,3G
30,20230129,OCI0007,,248.990486,4G
31,20230129,OCI0008,176.49,0.18018758,2G
32,20230129,OCI0008,181.85,20.81,3G
33,20230129,OCI0008,,49.730183,4G
34,20230129,OCI0009,465.52,0.97935315,2G
35,20230129,OCI0009,1444.08,178.13,3G
36,20230129,OCI0009,,809.925533,4G
37,20230129,OCI0010,432.74,0.92291129,2G
38,20230129,OCI0010,1368.62,177.11,3G
39,20230129,OCI0010,,1422.400977,4G
40,20230129,OCI0011,602.76,1.84418129,2G
41,20230129,OCI0011,1580.64,252.89,3G
42,20230129,OCI0011,,1405.902508,4G
43,20230129,OCI0012,397.53,1.22997957,2G
44,20230129,OCI0012,287.1,42.99,3G
45,20230129,OCI0012,,711.528582,4G
46,20230129,OCI0013,697.53,1.51653764,2G
47,20230129,OCI0013,1389.86,179.06,3G
48,20230129,OCI0013,,674.508333,4G
49,20230129,OCI0014,458.04,0.95193174,2G
50,20230129,OCI0014,1404.85,168.82,3G
51,20230129,OCI0014,,1055.647175,4G
52,20230129,OCI0015,732.7,1.43534687,2G
53,20230129,OCI0015,1290.39,141.87,3G
54,20230129,OCI0015,,962.471551999999,4G
55,20230129,OCI0016,1309.68,0.49884877,2G
56,20230129,OCI0016,733.79,52.81,3G
57,20230129,OCI0016,,273.248921,4G
58,20230129,OCI0017,754.92,1.46301235,2G
59,20230129,OCI0017,270.18,49.09,3G
60,20230129,OCI0017,,199.851855,4G
61,20230129,OCI0018,429.15,0.35593379,2G
62,20230129,OCI0018,465.16,73.02,3G
63,20230129,OCI0018,,165.557958,4G
64,20230129,OCI0019,410.14,1.13697504,2G
65,20230129,OCI0019,335.18,47.17,3G
66,20230129,OCI0019,,160.679123,4G
67,20230129,OCI0020,447.96,0.50102054,2G
68,20230129,OCI0020,1412.07,134.88,3G
69,20230129,OCI0020,,1059.796653,4G
70,20230129,OCI0021,1170.17,0.3420942,2G
71,20230129,OCI0021,224.91,48.0,3G
72,20230129,OCI0021,,41.065306,4G
73,20230129,OCI0022,287.35,0.30693386,2G
74,20230129,OCI0022,444.51,70.31,3G
75,20230129,OCI0022,,165.316686,4G
76,20230129,OCI0023,205.63,0.957292,2G
77,20230129,OCI0023,144.25,21.38,3G
78,20230129,OCI0023,,50.816787,4G
79,20230129,OCI0024,285.15,0.64732398,2G
80,20230129,OCI0024,94.89,30.65,3G
81,20230129,OCI0024,,74.512055,4G
82,20230129,OCI0025,1125.4,1.90553204,2G
83,20230129,OCI0025,2719.64,354.38,3G
84,20230129,OCI0025,,1098.243627,4G
85,20230129,OCI0026,575.79,0.61505827,2G
86,20230129,OCI0026,1771.96,214.94,3G
87,20230129,OCI0026,,651.521888,4G
88,20230129,OCI0027,0.0,,2G
89,20230129,OCI0028,691.88,0.35729022,2G
90,20230129,OCI0028,299.34,47.09,3G
91,20230129,OCI0028,,92.473001,4G
92,20230129,OCI0029,1426.04,1.39130776,2G
93,20230129,OCI0029,2156.51,318.72,3G
94,20230129,OCI0029,,2149.913422,4G
95,20230129,OCI0030,594.02,1.05699652,2G
96,20230129,OCI0030,1375.93,196.68,3G
97,20230129,OCI0030,,933.259213,4G
98,20230129,OCI0031,147.89,0.36991722,2G
99,20230129,OCI0031,1030.32,84.92,3G
100,20230129,OCI0031,,623.308502,4G
101,20230129,OCI0032,9.36,0.03807583,2G
102,20230129,OCI0033,469.31,1.00759267,2G
103,20230129,OCI0033,501.59,46.42,3G
104,20230129,OCI0033,,579.618968,4G
105,20230129,OCI0034,2.58,0.00030485,2G
106,20230129,OCI0035,256.23,0.51172882,2G
107,20230129,OCI0035,250.0,76.02,3G
108,20230129,OCI0036,696.86,1.27681387,2G
109,20230129,OCI0036,846.41,153.66,3G
110,20230129,OCI0036,,266.786085,4G
111,20230129,OCI0037,432.19,0.47891164,2G
112,20230129,OCI0037,443.21,34.65,3G
