,date_jour,code_site,trafic_voix,trafic_data,techno
0,20230123,0,841.749999999999,,3G
1,20230123,1,,,4G
2,20230123,2,,,4G
3,20230123,21,,,4G
4,20230123,22,,,4G
5,20230123,23,,,4G
6,20230123,3,,,4G
7,20230123,31,,,4G
8,20230123,32,,,4G
9,20230123,33,,,4G
10,20230123,OCI0001,775.01,1.26979022,2G
11,20230123,OCI0001,1084.75,125.3,3G
12,20230123,OCI0001,,,4G
13,20230123,OCI0002,338.31,0.69723061,2G
14,20230123,OCI0002,558.85,37.52,3G
15,20230123,OCI0002,,,4G
16,20230123,OCI0003,507.07,0.54992768,2G
17,20230123,OCI0003,766.159999999999,193.46,3G
18,20230123,OCI0003,,,4G
19,20230123,OCI0004,652.32,1.19084839,2G
20,20230123,OCI0004,1395.66,166.85,3G
21,20230123,OCI0004,,,4G
22,20230123,OCI0005,610.87,0.62700736,2G
23,20230123,OCI0005,949.78,127.09,3G
24,20230123,OCI0005,,,4G
25,20230123,OCI0006,989.63,0.48218838,2G
26,20230123,OCI0006,1177.53,97.89,3G
27,20230123,OCI0006,,,4G
28,20230123,OCI0007,118.53,0.23879905,2G
29,20230123,OCI0007,555.68,44.63,3G
30,20230123,OCI0007,,,4G
31,20230123,OCI0008,148.17,0.15253522,2G
32,20230123,OCI0008,174.06,15.56,3G
33,20230123,OCI0008,,,4G
34,20230123,OCI0009,550.56,1.15834287,2G
35,20230123,OCI0009,1986.32,172.39,3G
36,20230123,OCI0009,,,4G
37,20230123,OCI0010,392.1,0.7783341,2G
38,20230123,OCI0010,1193.16,151.4,3G
39,20230123,OCI0010,,,4G
40,20230123,OCI0011,521.73,1.20765553,2G
41,20230123,OCI0011,1399.37,190.66,3G
42,20230123,OCI0011,,,4G
43,20230123,OCI0012,416.35,1.25744024,2G
44,20230123,OCI0012,323.14,32.64,3G
45,20230123,OCI0012,,,4G
46,20230123,OCI0013,640.85,0.76381469,2G
47,20230123,OCI0013,1256.76,144.95,3G
48,20230123,OCI0013,,,4G
49,20230123,OCI0014,425.35,0.45589312,2G
50,20230123,OCI0014,1416.71,127.94,3G
51,20230123,OCI0014,,,4G
52,20230123,OCI0015,822.05,1.88305728,2G
53,20230123,OCI0015,1382.02,124.42,3G
54,20230123,OCI0015,,,4G
55,20230123,OCI0016,1179.13,0.31453906,2G
56,20230123,OCI0016,750.9,51.6,3G
57,20230123,OCI0016,,,4G
58,20230123,OCI0017,647.3,1.41618401,2G
59,20230123,OCI0017,246.5,47.48,3G
60,20230123,OCI0017,,,4G
61,20230123,OCI0018,394.3,0.5887125,2G
62,20230123,OCI0018,398.94,61.08,3G
63,20230123,OCI0018,,,4G
64,20230123,OCI0019,365.82,0.81867699,2G
65,20230123,OCI0019,338.63,44.87,3G
66,20230123,OCI0019,,,4G
67,20230123,OCI0020,432.58,0.60200906,2G
68,20230123,OCI0020,1497.93,110.14,3G
69,20230123,OCI0020,,,4G
70,20230123,OCI0021,1135.26,0.02184192,2G
71,20230123,OCI0021,236.81,50.8,3G
72,20230123,OCI0021,,,4G
73,20230123,OCI0022,304.99,0.17030498,2G
74,20230123,OCI0022,521.46,66.5,3G
75,20230123,OCI0022,,,4G
76,20230123,OCI0023,225.54,0.7663875,2G
77,20230123,OCI0023,158.77,16.78,3G
78,20230123,OCI0023,,,4G
79,20230123,OCI0024,274.18,0.43022557,2G
80,20230123,OCI0024,112.84,25.93,3G
81,20230123,OCI0024,,,4G
82,20230123,OCI0025,1177.73,1.0969174,2G
83,20230123,OCI0025,2868.56,325.16,3G
84,20230123,OCI0025,,,4G
85,20230123,OCI0026,525.78,0.35746041,2G
86,20230123,OCI0026,1780.94,171.93,3G
87,20230123,OCI0026,,,4G
88,20230123,OCI0027,0.0,,2G
89,20230123,OCI0028,719.46,0.4603697,2G
90,20230123,OCI0028,321.68,44.85,3G
91,20230123,OCI0028,,,4G
92,20230123,OCI0029,1326.86,1.195785,2G
93,20230123,OCI0029,2234.87,291.78,3G
94,20230123,OCI0029,,,4G
95,20230123,OCI0030,633.68,0.59961366,2G
96,20230123,OCI0030,1545.51,216.95,3G
97,20230123,OCI0030,,,4G
98,20230123,OCI0031,172.18,0.24586623,2G
99,20230123,OCI0031,1299.25,84.7300000000001,3G
100,20230123,OCI0031,,,4G
101,20230123,OCI0032,7.9,0.01483196,2G
102,20230123,OCI0033,497.11,0.90085024,2G
103,20230123,OCI0033,973.51,66.6,3G
104,20230123,OCI0033,,,4G
105,20230123,OCI0034,2.01,0.00012925,2G
106,20230123,OCI0035,263.76,0.3950305,2G
107,20230123,OCI0035,227.84,76.75,3G
108,20230123,OCI0036,619.44,0.80846656,2G
109,20230123,OCI0036,780.05,116.64,3G
110,20230123,OCI0036,,,4G
111,20230123,OCI0037,399.32,0.51596764,2G
112,20230123,OCI0037,392.8,35.36,3G
113,20230123,OCI0037,,,4G
114,20230123,OCI0038,571.04,0.73718174,2G
115,20230123,OCI0038,1629.49,204.53,3G
116,20230123,OCI0038,,,4G
117,20230123,OCI0039,732.28,0.97822501,2G
118,20230123,OCI0039,645.12,48.2,3G
119,20230123,OCI0039,,,4G
120,20230123,OCI0041,228.22,1.05988475,2G
121,20230123,OCI0041,967.559999999999,61.38,3G
122,20230123,OCI0041,,,4G
123,20230123,OCI0042,638.87,0.9394287,2G
124,20230123,OCI0042,2028.52,189.48,3G
125,20230123,OCI0042,,,4G
126,20230123,OCI0043,566.75,0.09498197,2G
127,20230123,OCI0043,264.74,22.83,3G
128,20230123,OCI0043,,,4G
129,20230123,OCI0044,853.05,0.80131826,2G
130,20230123,OCI0044,1740.04,159.39,3G
131,20230123,OCI0044,,,4G
132,20230123,OCI0045,305.1,0.45619913,2G
133,20230123,OCI0045,528.26,54.49,3G
134,20230123,OCI0045,,,4G
135,20230123,OCI0046,344.01,0.55350248,2G
136,20230123,OCI0046,279.0,32.77,3G
137,20230123,OCI0046,,,4G
138,20230123,OCI0047,177.46,0.29722118,2G
139,20230123,OCI0047,111.86,10.77,3G
140,20230123,OCI0047,,,4G
141,20230123,OCI0048,214.8,0.07172775,2G
142,20230123,OCI0048,79.38,9.87,3G
143,20230123,OCI0048,,,4G
144,20230123,OCI0049,695.76,0.54363738,2G
145,20230123,OCI0049,402.31,61.57,3G
146,20230123,OCI0049,,,4G
147,20230123,OCI0050,762.17,0.84226965,2G
148,20230123,OCI0050,239.67,14.58,3G
149,20230123,OCI0050,,,4G
150,20230123,OCI0051,815.3,0.7483916,2G
151,20230123,OCI0051,1701.32,133.82,3G
152,20230123,OCI0051,,,4G
153,20230123,OCI0052,247.49,0.12168442,2G
154,20230123,OCI0052,341.62,43.93,3G
155,20230123,OCI0052,,,4G
156,20230123,OCI0053,294.61,0.27841705,2G
157,20230123,OCI0053,1768.53,118.35,3G
158,20230123,OCI0053,,,4G
159,20230123,OCI0054,179.98,0.21952093,2G
160,20230123,OCI0054,681.36,64.37,3G
161,20230123,OCI0054,,,4G
162,20230123,OCI0055,181.63,0.49665728,2G
163,20230123,OCI0055,31.3,9.85999999999999,3G
164,20230123,OCI0055,,,4G
165,20230123,OCI0056,836.94,1.56027676,2G
166,20230123,OCI0056,2165.98,207.18,3G
167,20230123,OCI0056,,,4G
168,20230123,OCI0057,724.65,1.35088143,2G
169,20230123,OCI0057,1648.63,194.93,3G
170,20230123,OCI0057,,,4G
171,20230123,OCI0058,61.77,0.03400384,2G
172,20230123,OCI0058,118.08,17.65,3G
173,20230123,OCI0058,,,4G
174,20230123,OCI0059,720.29,0.12329549,2G
175,20230123,OCI0059,236.71,11.39,3G
176,20230123,OCI0059,,,4G
177,20230123,OCI0060,580.24,0.29491448,2G
178,20230123,OCI0060,738.45,76.09,3G
179,20230123,OCI0060,,,4G
180,20230123,OCI0061,461.99,0.4223848,2G
