,date_jour,code_site,trafic_voix,trafic_data,techno
0,20230104,0,835.3,,3G
1,20230104,1,,226.982795,4G
2,20230104,2,,137.819389,4G
3,20230104,21,,391.006995,4G
4,20230104,22,,294.202083,4G
5,20230104,23,,120.013743,4G
6,20230104,3,,188.70242,4G
7,20230104,31,,14.710192,4G
8,20230104,32,,25.728075,4G
9,20230104,33,,48.79826,4G
10,20230104,OCI0001,749.39,1.23250167,2G
11,20230104,OCI0001,1131.67,146.69,3G
12,20230104,OCI0001,,693.442622,4G
13,20230104,OCI0002,317.25,0.56867348,2G
14,20230104,OCI0002,587.27,47.76,3G
15,20230104,OCI0002,,639.849727,4G
16,20230104,OCI0003,528.27,0.79587166,2G
17,20230104,OCI0003,735.28,228.5,3G
18,20230104,OCI0003,,434.074635,4G
19,20230104,OCI0004,853.69,1.20249472,2G
20,20230104,OCI0004,1767.02,229.48,3G
21,20230104,OCI0004,,1231.922254,4G
22,20230104,OCI0005,589.72,0.77934867,2G
23,20230104,OCI0005,882.35,141.89,3G
24,20230104,OCI0005,,1179.056181,4G
25,20230104,OCI0006,1013.57,0.66633807,2G
26,20230104,OCI0006,1051.72,112.39,3G
27,20230104,OCI0006,,1100.836268,4G
28,20230104,OCI0007,113.65,0.10484084,2G
29,20230104,OCI0007,560.38,46.51,3G
30,20230104,OCI0007,,253.531345,4G
31,20230104,OCI0008,162.95,0.06708568,2G
32,20230104,OCI0008,193.2,22.36,3G
33,20230104,OCI0008,,57.900354,4G
34,20230104,OCI0009,578.94,1.04372885,2G
35,20230104,OCI0009,2045.95,195.77,3G
36,20230104,OCI0009,,954.183955,4G
37,20230104,OCI0010,426.17,0.88152445,2G
38,20230104,OCI0010,1475.69,209.27,3G
39,20230104,OCI0010,,1458.325748,4G
40,20230104,OCI0011,446.95,1.12202535,2G
41,20230104,OCI0011,1234.6,217.33,3G
42,20230104,OCI0011,,1210.761375,4G
43,20230104,OCI0012,395.96,1.63127938,2G
44,20230104,OCI0012,336.09,39.81,3G
45,20230104,OCI0012,,721.342367,4G
46,20230104,OCI0013,634.74,1.09639228,2G
