,date_jour,code_site,trafic_voix,trafic_data,techno
0,20230103,0,795.29,,3G
1,20230103,1,,23.672303,4G
2,20230103,2,,36.445204,4G
3,20230103,3,,60.460704,4G
4,20230103,OCI0001,740.17,1.29855177,2G
5,20230103,OCI0001,1131.11,136.67,3G
6,20230103,OCI0001,,665.269767,4G
7,20230103,OCI0002,306.56,0.50281702,2G
8,20230103,OCI0002,568.54,52.7,3G
9,20230103,OCI0002,,581.213907,4G
10,20230103,OCI0003,541.03,1.36399246,2G
11,20230103,OCI0003,684.74,212.98,3G
12,20230103,OCI0003,,369.199588,4G
13,20230103,OCI0004,865.14,0.95764892,2G
14,20230103,OCI0004,1720.57,231.99,3G
15,20230103,OCI0004,,1143.963042,4G
16,20230103,OCI0005,575.22,0.38070571,2G
17,20230103,OCI0005,901.75,134.5,3G
18,20230103,OCI0005,,1132.833395,4G
19,20230103,OCI0006,937.75,0.61433576,2G
20,20230103,OCI0006,1003.96,106.9,3G
21,20230103,OCI0006,,1105.699392,4G
22,20230103,OCI0007,109.43,0.107905,2G
23,20230103,OCI0007,520.92,52.0,3G
24,20230103,OCI0007,,253.038363,4G
25,20230103,OCI0008,170.83,0.10643882,2G
26,20230103,OCI0008,182.05,20.26,3G
27,20230103,OCI0008,,42.342306,4G
28,20230103,OCI0009,536.38,1.4366448,2G
29,20230103,OCI0009,1926.95,180.28,3G
30,20230103,OCI0009,,931.8786,4G
31,20230103,OCI0010,465.78,1.26285054,2G
32,20230103,OCI0010,1555.3,203.4,3G
33,20230103,OCI0010,,1437.314041,4G
34,20230103,OCI0011,578.94,1.69812775,2G
35,20230103,OCI0011,1486.19,247.9,3G
36,20230103,OCI0011,,1384.5496,4G
37,20230103,OCI0012,381.31,1.17806265,2G
38,20230103,OCI0012,330.64,36.74,3G
39,20230103,OCI0012,,667.688497,4G
40,20230103,OCI0013,579.96,1.0257288,2G
41,20230103,OCI0013,1419.97,177.45,3G
42,20230103,OCI0013,,631.447507,4G
43,20230103,OCI0014,399.65,0.62341579,2G
44,20230103,OCI0014,1482.13,160.3,3G
45,20230103,OCI0014,,999.94422,4G
46,20230103,OCI0015,690.15,1.40040179,2G
47,20230103,OCI0015,1084.27,120.24,3G
48,20230103,OCI0015,,906.931333,4G
49,20230103,OCI0016,1254.88,1.18513993,2G
50,20230103,OCI0016,714.19,62.12,3G
51,20230103,OCI0016,,232.107371,4G
52,20230103,OCI0017,673.02,1.32562505,2G
53,20230103,OCI0017,272.02,43.61,3G
54,20230103,OCI0017,,186.447202,4G
55,20230103,OCI0018,409.37,0.51093644,2G
56,20230103,OCI0018,377.15,73.59,3G
57,20230103,OCI0018,,162.955409,4G
58,20230103,OCI0019,447.5,0.36513911,2G
59,20230103,OCI0019,395.33,48.45,3G
60,20230103,OCI0019,,148.946435,4G
61,20230103,OCI0020,439.01,0.64261288,2G
62,20230103,OCI0020,1571.1,138.6,3G
63,20230103,OCI0020,,1075.1242,4G
64,20230103,OCI0021,1201.47,0.41720453,2G
65,20230103,OCI0021,258.03,52.64,3G
66,20230103,OCI0021,,32.015286,4G
67,20230103,OCI0022,295.14,0.15359116,2G
68,20230103,OCI0022,484.03,71.17,3G
69,20230103,OCI0022,,170.536608,4G
70,20230103,OCI0023,238.18,0.66419285,2G
71,20230103,OCI0023,175.94,19.31,3G
72,20230103,OCI0023,,50.28812,4G
73,20230103,OCI0024,320.41,0.51755528,2G
74,20230103,OCI0024,110.06,25.61,3G
75,20230103,OCI0024,,66.01641,4G
76,20230103,OCI0025,1280.92,1.91044066,2G
77,20230103,OCI0025,3086.29,351.05,3G
78,20230103,OCI0025,,1233.167202,4G
79,20230103,OCI0026,520.92,0.22433389,2G
80,20230103,OCI0026,1757.5,179.62,3G
81,20230103,OCI0026,,644.123527,4G
82,20230103,OCI0027,0.0,,2G
83,20230103,OCI0028,754.81,0.34704735,2G
84,20230103,OCI0028,356.64,48.57,3G
85,20230103,OCI0028,,129.803951,4G
86,20230103,OCI0029,1166.96,2.08965812,2G
87,20230103,OCI0029,2316.23,382.73,3G
88,20230103,OCI0029,,1862.722969,4G
89,20230103,OCI0030,558.56,0.99018317,2G
90,20230103,OCI0030,1560.88,181.44,3G
91,20230103,OCI0030,,941.004087,4G
92,20230103,OCI0031,156.73,0.29624538,2G
93,20230103,OCI0031,1298.16,93.22,3G
94,20230103,OCI0031,,667.116775,4G
95,20230103,OCI0032,9.44,0.01411163,2G
96,20230103,OCI0033,456.89,0.70698407,2G
97,20230103,OCI0033,949.779999999999,77.2,3G
98,20230103,OCI0033,,701.631561000001,4G
99,20230103,OCI0034,1.17,3.713e-05,2G
100,20230103,OCI0035,306.91,0.85190544,2G
101,20230103,OCI0035,317.32,82.22,3G
102,20230103,OCI0036,772.88,1.02845006,2G
103,20230103,OCI0036,974.869999999999,157.7,3G
104,20230103,OCI0036,,256.123535,4G
105,20230103,OCI0037,387.11,0.33555296,2G
106,20230103,OCI0037,343.61,31.24,3G
107,20230103,OCI0037,,244.868426,4G
108,20230103,OCI0038,512.41,0.93297103,2G
109,20230103,OCI0038,1489.68,204.37,3G
110,20230103,OCI0038,,886.298644,4G
111,20230103,OCI0039,706.01,1.08396282,2G
112,20230103,OCI0039,690.03,60.68,3G
113,20230103,OCI0039,,567.625748,4G
114,20230103,OCI0041,245.58,0.14506956,2G
115,20230103,OCI0041,877.99,57.88,3G
116,20230103,OCI0041,,646.201112,4G
117,20230103,OCI0042,774.76,1.42166051,2G
118,20230103,OCI0042,1692.96,191.57,3G
119,20230103,OCI0042,,1380.950497,4G
120,20230103,OCI0043,622.75,0.16117632,2G
121,20230103,OCI0043,320.1,31.3,3G
122,20230103,OCI0043,,47.401418,4G
123,20230103,OCI0044,899.69,1.0234606,2G
124,20230103,OCI0044,1722.33,202.14,3G
125,20230103,OCI0044,,1051.878157,4G
126,20230103,OCI0045,247.38,0.29361792,2G
127,20230103,OCI0045,488.27,56.75,3G
128,20230103,OCI0045,,181.222479,4G
129,20230103,OCI0046,447.11,0.92198082,2G
130,20230103,OCI0046,383.32,40.13,3G
131,20230103,OCI0046,,120.145743,4G
132,20230103,OCI0047,146.85,0.32979307,2G
133,20230103,OCI0047,86.49,17.74,3G
134,20230103,OCI0047,,46.464336,4G
135,20230103,OCI0048,203.48,0.1229771,2G
136,20230103,OCI0048,84.36,13.24,3G
137,20230103,OCI0048,,12.330676,4G
138,20230103,OCI0049,768.0,0.31479901,2G
139,20230103,OCI0049,421.6,63.46,3G
140,20230103,OCI0049,,137.867542,4G
141,20230103,OCI0050,774.63,0.96328568,2G
142,20230103,OCI0050,232.97,16.1,3G
143,20230103,OCI0050,,44.127835,4G
144,20230103,OCI0051,805.88,0.69911127,2G
145,20230103,OCI0051,1358.24,122.92,3G
146,20230103,OCI0051,,714.162464,4G
147,20230103,OCI0052,246.98,0.26610441,2G
148,20230103,OCI0052,394.15,57.55,3G
149,20230103,OCI0052,,168.49005,4G
150,20230103,OCI0053,269.41,0.27435962,2G
151,20230103,OCI0053,1542.55,141.35,3G
152,20230103,OCI0053,,655.924684,4G
153,20230103,OCI0054,195.58,0.19878681,2G
154,20230103,OCI0054,734.16,86.19,3G
155,20230103,OCI0054,,393.236145,4G
156,20230103,OCI0055,174.47,0.44038476,2G
157,20230103,OCI0055,31.97,16.66,3G
158,20230103,OCI0055,,40.091664,4G
159,20230103,OCI0056,873.24,2.51350213,2G
160,20230103,OCI0056,2003.06,225.74,3G
161,20230103,OCI0056,,1391.708521,4G
162,20230103,OCI0057,702.04,1.38641854,2G
163,20230103,OCI0057,1701.87,222.64,3G
164,20230103,OCI0057,,1081.662611,4G
165,20230103,OCI0058,70.99,0.19694676,2G
166,20230103,OCI0058,119.84,23.59,3G
167,20230103,OCI0058,,58.05507,4G
168,20230103,OCI0059,790.67,0.19977714,2G
169,20230103,OCI0059,225.97,18.64,3G
170,20230103,OCI0059,,19.193957,4G
171,20230103,OCI0060,582.79,0.56766438,2G
172,20230103,OCI0060,776.4,91.61,3G
173,20230103,OCI0060,,174.295011,4G
174,20230103,OCI0061,460.13,0.49922682,2G
175,20230103,OCI0061,1508.81,170.54,3G
176,20230103,OCI0061,,927.576237,4G
177,20230103,OCI0062,247.05,0.47116711,2G
178,20230103,OCI0062,129.52,16.35,3G
179,20230103,OCI0062,,52.078689,4G
180,20230103,OCI0063,910.89,1.21140273,2G
181,20230103,OCI0063,1534.35,216.42,3G
182,20230103,OCI0063,,787.01461,4G
183,20230103,OCI0064,529.46,0.5633363,2G
184,20230103,OCI0064,189.9,36.18,3G
185,20230103,OCI0065,216.67,0.89963724,2G
186,20230103,OCI0065,165.53,64.56,3G
187,20230103,OCI0066,120.73,0.93284492,2G
188,20230103,OCI0066,120.55,26.21,3G
189,20230103,OCI0066,,42.864794,4G
190,20230103,OCI0067,459.8,0.26204123,2G
191,20230103,OCI0067,171.7,22.82,3G
192,20230103,OCI0067,,59.622177,4G
193,20230103,OCI0068,296.68,0.40099104,2G
194,20230103,OCI0068,430.08,48.49,3G
195,20230103,OCI0068,,218.026173,4G
196,20230103,OCI0069,126.9,0.15632048,2G
197,20230103,OCI0069,532.74,48.17,3G
198,20230103,OCI0069,,441.416353,4G
199,20230103,OCI0070,517.8,0.76803381,2G
200,20230103,OCI0070,1101.46,162.13,3G
201,20230103,OCI0070,,545.485351,4G
202,20230103,OCI0071,277.2,0.29175062,2G
203,20230103,OCI0071,630.85,99.4700000000001,3G
204,20230103,OCI0071,,619.084849,4G
205,20230103,OCI0072,90.48,0.17641169,2G
206,20230103,OCI0072,398.199999999999,34.39,3G
207,20230103,OCI0072,,221.39836,4G
208,20230103,OCI0073,178.87,0.44345412,2G
209,20230103,OCI0073,135.64,17.63,3G
210,20230103,OCI0073,,55.715408,4G
211,20230103,OCI0074,113.78,0.12940957,2G
212,20230103,OCI0074,57.65,7.41,3G
213,20230103,OCI0074,,23.861685,4G
214,20230103,OCI0075,544.69,1.34870239,2G
215,20230103,OCI0075,1220.96,103.83,3G
216,20230103,OCI0075,,1069.132327,4G
217,20230103,OCI0076,520.55,1.1041052,2G
218,20230103,OCI0076,1493.21,234.03,3G
219,20230103,OCI0076,,1114.470722,4G
220,20230103,OCI0077,522.03,1.2324728,2G
221,20230103,OCI0077,1272.88,121.92,3G
222,20230103,OCI0077,,898.717755,4G
223,20230103,OCI0078,398.21,0.16376016,2G
224,20230103,OCI0078,79.36,9.71,3G
225,20230103,OCI0078,,7.263646,4G
226,20230103,OCI0080,378.32,0.19892459,2G
227,20230103,OCI0080,339.17,64.23,3G
228,20230103,OCI0080,,98.676539,4G
229,20230103,OCI0081,467.29,0.51844836,2G
230,20230103,OCI0081,1083.32,183.84,3G
231,20230103,OCI0081,,159.489958,4G
232,20230103,OCI0082,173.19,0.32294763,2G
233,20230103,OCI0082,,175.184637,4G
234,20230103,OCI0083,367.44,0.62504965,2G
235,20230103,OCI0083,185.23,24.49,3G
236,20230103,OCI0083,,34.328974,4G
237,20230103,OCI0084,347.53,0.07715324,2G
238,20230103,OCI0084,277.04,26.2,3G
239,20230103,OCI0084,,77.325335,4G
240,20230103,OCI0085,203.3,0.20687257,2G
241,20230103,OCI0085,482.2,53.55,3G
242,20230103,OCI0085,,217.077701,4G
243,20230103,OCI0086,137.53,0.22742946,2G
244,20230103,OCI0086,701.459999999999,63.25,3G
245,20230103,OCI0086,,241.263269,4G
246,20230103,OCI0087,318.44,0.50336876,2G
247,20230103,OCI0087,1509.29,119.2,3G
248,20230103,OCI0087,,778.415153,4G
249,20230103,OCI0088,438.21,0.85289224,2G
250,20230103,OCI0088,300.04,34.35,3G
251,20230103,OCI0088,,109.964631,4G
252,20230103,OCI0089,433.86,2.43546943,2G
253,20230103,OCI0089,369.82,54.56,3G
254,20230103,OCI0089,,,4G
255,20230103,OCI0090,85.5800000000001,0.2372045,2G
256,20230103,OCI0090,516.74,33.96,3G
257,20230103,OCI0090,,349.990129,4G
258,20230103,OCI0091,533.77,0.60801788,2G
259,20230103,OCI0091,162.32,28.66,3G
260,20230103,OCI0091,,83.117928,4G
261,20230103,OCI0092,2358.65,2.26040232,2G
262,20230103,OCI0092,1357.61,48.71,3G
263,20230103,OCI0092,,447.883513,4G
264,20230103,OCI0093,543.69,0.18479551,2G
265,20230103,OCI0093,297.45,39.94,3G
266,20230103,OCI0093,,39.220098,4G
267,20230103,OCI0094,577.68,0.96808765,2G
268,20230103,OCI0094,1335.95,170.92,3G
269,20230103,OCI0094,,1035.464703,4G
270,20230103,OCI0095,287.43,0.25148771,2G
271,20230103,OCI0095,1785.32,142.76,3G
272,20230103,OCI0095,,977.860797,4G
273,20230103,OCI0096,411.26,0.98487693,2G
274,20230103,OCI0096,1507.25,172.06,3G
275,20230103,OCI0096,,1093.058477,4G
276,20230103,OCI0097,543.89,0.91099391,2G
277,20230103,OCI0097,175.87,13.12,3G
278,20230103,OCI0097,,102.07195,4G
279,20230103,OCI0098,563.37,0.71392846,2G
280,20230103,OCI0098,807.13,103.17,3G
281,20230103,OCI0098,,650.380001,4G
282,20230103,OCI0099,124.37,0.32264751,2G
283,20230103,OCI0099,727.03,35.3,3G
284,20230103,OCI0099,,352.483791,4G
285,20230103,OCI0100,448.75,0.45679962,2G
286,20230103,OCI0100,626.05,101.01,3G
287,20230103,OCI0100,,253.261858,4G
288,20230103,OCI0101,466.99,0.74057308,2G
