,date_jour,code_site,trafic_voix,trafic_data,techno
0,20230305,0,560.96,,3G
1,20230305,1,,403.432764,4G
2,20230305,2,,310.760905,4G
3,20230305,21,,607.034797,4G
4,20230305,22,,402.164601,4G
5,20230305,23,,516.385509,4G
6,20230305,3,,310.336195,4G
7,20230305,31,,219.624521,4G
8,20230305,32,,124.241183,4G
9,20230305,33,,362.899564,4G
10,20230305,OCI0001,776.63,0.80494341,2G
11,20230305,OCI0001,1063.02,145.74,3G
12,20230305,OCI0001,,756.560572,4G
13,20230305,OCI0002,356.81,0.50557041,2G
14,20230305,OCI0002,518.62,59.8,3G
15,20230305,OCI0002,,665.764674,4G
16,20230305,OCI0003,533.43,0.87807957,2G
17,20230305,OCI0003,744.89,199.31,3G
18,20230305,OCI0003,,554.323576,4G
19,20230305,OCI0004,619.33,0.64287983,2G
20,20230305,OCI0004,1340.19,215.14,3G
21,20230305,OCI0004,,1212.602341,4G
22,20230305,OCI0005,538.16,0.50812355,2G
23,20230305,OCI0005,778.88,185.08,3G
24,20230305,OCI0005,,998.965165,4G
25,20230305,OCI0006,857.99,0.59355475,2G
26,20230305,OCI0006,653.88,150.9,3G
27,20230305,OCI0006,,776.096049,4G
28,20230305,OCI0007,101.69,0.07485863,2G
29,20230305,OCI0007,267.23,42.34,3G
30,20230305,OCI0007,,228.675589,4G
31,20230305,OCI0008,206.34,0.11289801,2G
32,20230305,OCI0008,186.63,20.19,3G
33,20230305,OCI0008,,55.092095,4G
34,20230305,OCI0009,417.53,0.99323218,2G
35,20230305,OCI0009,1402.34,172.11,3G
36,20230305,OCI0009,,736.548334,4G
37,20230305,OCI0010,390.32,0.43619218,2G
38,20230305,OCI0010,1291.81,233.21,3G
39,20230305,OCI0010,,1409.142044,4G
40,20230305,OCI0011,509.75,1.49251196,2G
41,20230305,OCI0011,1349.73,248.8,3G
42,20230305,OCI0011,,1454.300554,4G
43,20230305,OCI0012,361.5,1.7084081,2G
44,20230305,OCI0012,283.88,39.74,3G
45,20230305,OCI0012,,680.864368,4G
46,20230305,OCI0013,589.39,1.53884519,2G
47,20230305,OCI0013,1367.84,208.21,3G
48,20230305,OCI0013,,808.750904,4G
49,20230305,OCI0014,398.19,0.55417248,2G
50,20230305,OCI0014,1350.39,183.55,3G
51,20230305,OCI0014,,1131.803709,4G
52,20230305,OCI0015,766.38,1.38863345,2G
53,20230305,OCI0015,1133.12,147.12,3G
54,20230305,OCI0015,,1002.770873,4G
55,20230305,OCI0016,1315.1,0.59713791,2G
56,20230305,OCI0016,822.56,54.08,3G
57,20230305,OCI0016,,277.956938,4G
58,20230305,OCI0017,421.78,0.92056558,2G
59,20230305,OCI0017,248.21,51.3,3G
60,20230305,OCI0017,,191.090562,4G
61,20230305,OCI0018,378.14,0.57684736,2G
62,20230305,OCI0018,411.36,78.55,3G
63,20230305,OCI0018,,168.444028,4G
64,20230305,OCI0019,425.13,0.67818568,2G
65,20230305,OCI0019,410.88,40.36,3G
66,20230305,OCI0019,,176.828997,4G
67,20230305,OCI0020,462.99,0.55372335,2G
68,20230305,OCI0020,1513.55,154.28,3G
69,20230305,OCI0020,,1252.446159,4G
70,20230305,OCI0021,1026.38,0.54507924,2G
71,20230305,OCI0021,204.29,52.01,3G
72,20230305,OCI0021,,38.681855,4G
73,20230305,OCI0022,304.41,0.380739,2G
74,20230305,OCI0022,417.36,69.12,3G
75,20230305,OCI0022,,185.812955,4G
76,20230305,OCI0023,214.41,1.03286286,2G
77,20230305,OCI0023,148.58,26.95,3G
78,20230305,OCI0023,,41.355943,4G
79,20230305,OCI0024,293.33,0.44332848,2G
80,20230305,OCI0024,116.88,26.22,3G
81,20230305,OCI0024,,79.61866,4G
82,20230305,OCI0025,1128.34,1.4829366,2G
83,20230305,OCI0025,2414.84,400.37,3G
84,20230305,OCI0025,,1147.30236,4G
85,20230305,OCI0026,590.63,0.55027662,2G
86,20230305,OCI0026,1751.71,250.02,3G
87,20230305,OCI0026,,754.102053,4G
88,20230305,OCI0027,0.0,,2G
89,20230305,OCI0028,681.51,0.40345927,2G
90,20230305,OCI0028,308.31,45.1,3G
91,20230305,OCI0028,,97.319525,4G
92,20230305,OCI0029,1539.75,2.0993278,2G
93,20230305,OCI0029,2039.07,314.83,3G
94,20230305,OCI0029,,2026.085849,4G
95,20230305,OCI0030,594.66,0.81674258,2G
96,20230305,OCI0030,914.03,215.84,3G
97,20230305,OCI0031,533.2,0.28320246,2G
98,20230305,OCI0031,1325.59,110.52,3G
99,20230305,OCI0031,,780.797788,4G
100,20230305,OCI0032,10.56,0.04433234,2G
101,20230305,OCI0033,216.28,0.70885115,2G
102,20230305,OCI0033,456.78,50.42,3G
103,20230305,OCI0033,,501.556488,4G
104,20230305,OCI0034,2.44,0.0035013,2G
105,20230305,OCI0035,274.3,0.7873692,2G
106,20230305,OCI0035,247.86,79.4,3G
107,20230305,OCI0036,651.12,0.81338624,2G
108,20230305,OCI0036,843.75,124.97,3G
109,20230305,OCI0036,,258.878441,4G
110,20230305,OCI0037,424.76,0.74760614,2G
111,20230305,OCI0037,400.69,31.99,3G
112,20230305,OCI0037,,274.635772,4G
113,20230305,OCI0038,466.89,1.0419282,2G
114,20230305,OCI0038,1140.65,279.43,3G
115,20230305,OCI0038,,614.616606,4G
116,20230305,OCI0039,721.19,1.27719122,2G
117,20230305,OCI0039,691.81,68.3,3G
118,20230305,OCI0039,,447.678721,4G
119,20230305,OCI0041,207.17,0.56460535,2G
120,20230305,OCI0041,872.5,103.99,3G
121,20230305,OCI0041,,735.145947,4G
122,20230305,OCI0042,559.18,1.23635109,2G
123,20230305,OCI0042,1524.06,236.18,3G
124,20230305,OCI0042,,1167.482611,4G
125,20230305,OCI0043,456.83,0.22208346,2G
126,20230305,OCI0043,278.07,19.54,3G
127,20230305,OCI0043,,34.273993,4G
128,20230305,OCI0044,794.07,1.474447,2G
129,20230305,OCI0044,1395.5,187.48,3G
130,20230305,OCI0044,,940.286274,4G
131,20230305,OCI0045,314.03,0.54163767,2G
132,20230305,OCI0045,539.45,50.24,3G
133,20230305,OCI0045,,201.384716,4G
134,20230305,OCI0046,311.73,0.71118264,2G
135,20230305,OCI0046,259.56,35.39,3G
136,20230305,OCI0046,,86.979754,4G
137,20230305,OCI0047,204.56,0.22207191,2G
138,20230305,OCI0047,88.3,12.68,3G
139,20230305,OCI0047,,63.935318,4G
140,20230305,OCI0048,216.39,0.07832592,2G
141,20230305,OCI0048,78.75,8.53,3G
142,20230305,OCI0048,,9.447028,4G
143,20230305,OCI0049,758.62,0.36369031,2G
144,20230305,OCI0049,411.34,60.74,3G
145,20230305,OCI0049,,126.935554,4G
146,20230305,OCI0050,965.75,0.88851018,2G
147,20230305,OCI0050,343.43,27.01,3G
148,20230305,OCI0050,,73.216945,4G
149,20230305,OCI0051,813.82,0.58476392,2G
150,20230305,OCI0051,1867.57,169.64,3G
151,20230305,OCI0051,,933.700766,4G
152,20230305,OCI0052,259.48,0.13278967,2G
153,20230305,OCI0052,394.24,55.57,3G
154,20230305,OCI0052,,167.048297,4G
155,20230305,OCI0053,351.67,0.49978079,2G
156,20230305,OCI0053,1854.03,165.45,3G
157,20230305,OCI0053,,876.617208,4G
158,20230305,OCI0054,180.03,0.1631474,2G
159,20230305,OCI0054,735.49,88.31,3G
160,20230305,OCI0054,,387.339955,4G
161,20230305,OCI0055,165.86,0.60354742,2G
162,20230305,OCI0055,31.0,10.6,3G
163,20230305,OCI0055,,37.941659,4G
164,20230305,OCI0056,945.41,2.03303517,2G
165,20230305,OCI0056,2166.82,346.85,3G
166,20230305,OCI0056,,1574.212965,4G
167,20230305,OCI0057,731.65,1.16806013,2G
168,20230305,OCI0057,1707.55,256.3,3G
169,20230305,OCI0057,,1303.600649,4G
170,20230305,OCI0058,78.74,0.17140615,2G
171,20230305,OCI0058,125.62,22.56,3G
172,20230305,OCI0058,,59.051224,4G
173,20230305,OCI0059,764.8,0.2024397,2G
174,20230305,OCI0059,245.03,15.12,3G
175,20230305,OCI0059,,15.341442,4G
176,20230305,OCI0060,598.85,0.33227558,2G
177,20230305,OCI0060,745.14,81.13,3G
178,20230305,OCI0060,,187.269804,4G
179,20230305,OCI0061,464.34,0.4899575,2G
180,20230305,OCI0061,1422.51,207.29,3G
181,20230305,OCI0061,,1024.396539,4G
182,20230305,OCI0062,199.66,0.38550945,2G
183,20230305,OCI0062,88.0,14.67,3G
184,20230305,OCI0062,,43.979308,4G
185,20230305,OCI0063,839.16,0.99139029,2G
186,20230305,OCI0063,1327.57,241.44,3G
187,20230305,OCI0063,,683.587093,4G
188,20230305,OCI0064,546.19,0.91086618,2G
189,20230305,OCI0064,283.56,70.93,3G
190,20230305,OCI0065,211.97,0.82931705,2G
191,20230305,OCI0065,155.28,53.35,3G
192,20230305,OCI0066,148.74,0.46094254,2G
193,20230305,OCI0066,132.04,27.61,3G
194,20230305,OCI0066,,42.805462,4G
195,20230305,OCI0067,318.92,0.13400701,2G
196,20230305,OCI0067,96.3,9.07,3G
197,20230305,OCI0067,,10.091103,4G
198,20230305,OCI0068,313.37,0.54983769,2G
199,20230305,OCI0068,435.7,62.75,3G
200,20230305,OCI0068,,215.121734,4G
201,20230305,OCI0069,77.11,0.15933668,2G
202,20230305,OCI0069,303.15,35.32,3G
203,20230305,OCI0069,,286.357084,4G
204,20230305,OCI0070,514.74,0.79050156,2G
205,20230305,OCI0070,969.47,147.75,3G
206,20230305,OCI0070,,582.751441,4G
207,20230305,OCI0071,320.94,0.48329174,2G
208,20230305,OCI0071,684.71,86.77,3G
209,20230305,OCI0071,,695.269048,4G
210,20230305,OCI0072,107.93,0.21250808,2G
211,20230305,OCI0072,307.53,24.82,3G
212,20230305,OCI0072,,323.030899,4G
213,20230305,OCI0073,192.44,0.61785632,2G
214,20230305,OCI0073,172.3,21.53,3G
215,20230305,OCI0073,,92.181581,4G
216,20230305,OCI0074,146.71,0.20717414,2G
217,20230305,OCI0074,64.97,11.5,3G
218,20230305,OCI0074,,37.579879,4G
219,20230305,OCI0075,451.93,1.27797627,2G
220,20230305,OCI0075,1103.71,92.87,3G
221,20230305,OCI0075,,1139.80203,4G
222,20230305,OCI0076,722.99,1.34938173,2G
223,20230305,OCI0076,1836.67,312.04,3G
224,20230305,OCI0076,,1624.447984,4G
225,20230305,OCI0077,447.11,0.84430299,2G
226,20230305,OCI0077,1156.72,145.72,3G
227,20230305,OCI0077,,988.19981,4G
228,20230305,OCI0078,402.13,0.20277265,2G
229,20230305,OCI0078,72.99,7.97,3G
230,20230305,OCI0078,,6.866441,4G
231,20230305,OCI0080,349.51,0.4416338,2G
232,20230305,OCI0080,370.34,49.74,3G
233,20230305,OCI0080,,91.389869,4G
234,20230305,OCI0081,360.92,0.67420391,2G
235,20230305,OCI0081,1273.61,230.99,3G
236,20230305,OCI0081,,1003.987988,4G
237,20230305,OCI0082,224.2,0.54922906,2G
238,20230305,OCI0082,,254.654638,4G
239,20230305,OCI0083,374.85,0.75159399,2G
240,20230305,OCI0083,203.39,34.95,3G
241,20230305,OCI0083,,64.083664,4G
242,20230305,OCI0084,377.11,0.20236459,2G
243,20230305,OCI0084,265.21,22.52,3G
244,20230305,OCI0084,,66.259773,4G
245,20230305,OCI0085,248.16,0.21505403,2G
246,20230305,OCI0085,426.02,54.51,3G
247,20230305,OCI0085,,222.26168,4G
248,20230305,OCI0086,150.26,0.46931659,2G
249,20230305,OCI0086,561.03,67.72,3G
250,20230305,OCI0086,,306.283289,4G
251,20230305,OCI0087,414.38,0.50998707,2G
252,20230305,OCI0087,1381.92,118.25,3G
253,20230305,OCI0087,,777.5612,4G
254,20230305,OCI0088,505.76,0.90863512,2G
255,20230305,OCI0088,325.26,42.09,3G
256,20230305,OCI0088,,131.768148,4G
257,20230305,OCI0089,365.68,2.08468459,2G
258,20230305,OCI0089,307.95,44.53,3G
259,20230305,OCI0089,,,4G
260,20230305,OCI0090,55.82,0.08784851,2G
261,20230305,OCI0090,196.23,15.32,3G
262,20230305,OCI0090,,302.483418,4G
263,20230305,OCI0091,646.63,0.42076974,2G
264,20230305,OCI0091,162.43,31.33,3G
265,20230305,OCI0091,,110.239447,4G
266,20230305,OCI0092,2961.68,2.64204262,2G
267,20230305,OCI0092,1064.92,50.36,3G
268,20230305,OCI0092,,498.55563,4G
269,20230305,OCI0093,579.71,0.32230567,2G
270,20230305,OCI0093,344.09,34.26,3G
271,20230305,OCI0093,,43.271258,4G
272,20230305,OCI0094,788.07,0.56525361,2G
273,20230305,OCI0094,1364.1,258.96,3G
274,20230305,OCI0094,,1026.470757,4G
275,20230305,OCI0095,224.68,0.37069732,2G
276,20230305,OCI0095,1179.45,129.55,3G
277,20230305,OCI0095,,988.06767,4G
278,20230305,OCI0096,445.26,0.6433754,2G
279,20230305,OCI0096,1647.1,373.94,3G
280,20230305,OCI0096,,1045.778653,4G
281,20230305,OCI0097,544.94,0.53884379,2G
282,20230305,OCI0097,177.17,11.34,3G
283,20230305,OCI0097,,116.07542,4G
284,20230305,OCI0098,777.16,0.87271878,2G
285,20230305,OCI0098,759.76,100.25,3G
286,20230305,OCI0098,,660.883901,4G
287,20230305,OCI0099,104.95,0.07709383,2G
288,20230305,OCI0099,384.1,28.79,3G
289,20230305,OCI0099,,426.25594,4G
290,20230305,OCI0100,450.78,0.42803982,2G
291,20230305,OCI0100,613.19,82.47,3G
292,20230305,OCI0100,,232.168463,4G
293,20230305,OCI0101,812.96,1.4193121,2G
294,20230305,OCI0101,1606.39,201.76,3G
295,20230305,OCI0101,,1018.734957,4G
296,20230305,OCI0102,559.43,0.59865545,2G
297,20230305,OCI0102,1222.66,135.19,3G
298,20230305,OCI0102,,1016.319296,4G
299,20230305,OCI0104,509.85,0.24432665,2G
300,20230305,OCI0104,423.82,68.86,3G
301,20230305,OCI0104,,108.7414,4G
302,20230305,OCI0105,761.98,1.85602888,2G
303,20230305,OCI0105,1600.77,381.34,3G
304,20230305,OCI0105,,1701.012704,4G
305,20230305,OCI0106,292.98,0.5441452,2G
306,20230305,OCI0106,243.06,65.9,3G
307,20230305,OCI0106,,105.474701,4G
308,20230305,OCI0107,127.31,0.11874041,2G
309,20230305,OCI0107,70.53,4.38,3G
310,20230305,OCI0107,,12.911768,4G
311,20230305,OCI0108,382.03,0.3869798,2G
312,20230305,OCI0108,189.34,32.15,3G
313,20230305,OCI0108,,65.327853,4G
314,20230305,OCI0109,289.36,0.11778114,2G
315,20230305,OCI0109,240.78,42.65,3G
316,20230305,OCI0109,,71.966017,4G
317,20230305,OCI0110,234.2,0.75462773,2G
318,20230305,OCI0110,216.95,18.31,3G
319,20230305,OCI0110,,87.360863,4G
320,20230305,OCI0111,21.32,0.04251012,2G
321,20230305,OCI0111,83.98,6.64,3G
322,20230305,OCI0111,,60.815787,4G
323,20230305,OCI0112,1060.21,0.53562112,2G
324,20230305,OCI0112,237.71,18.85,3G
325,20230305,OCI0112,,18.507782,4G
326,20230305,OCI0113,417.57,0.11428488,2G
327,20230305,OCI0113,447.43,50.13,3G
328,20230305,OCI0113,,130.353573,4G
329,20230305,OCI0114,154.13,0.31550019,2G
330,20230305,OCI0114,644.53,61.37,3G
331,20230305,OCI0114,,369.115052,4G
332,20230305,OCI0115,304.53,0.44626008,2G
333,20230305,OCI0115,1661.3,192.54,3G
334,20230305,OCI0115,,1130.369697,4G
335,20230305,OCI0116,1481.71,0.96551515,2G
336,20230305,OCI0116,297.41,42.04,3G
337,20230305,OCI0116,,34.798149,4G
338,20230305,OCI0117,664.73,1.36448145,2G
339,20230305,OCI0117,439.18,42.39,3G
340,20230305,OCI0118,906.14,0.37207445,2G
341,20230305,OCI0118,384.74,35.02,3G
342,20230305,OCI0118,,73.760616,4G
343,20230305,OCI0119,1393.99,1.05596951,2G
344,20230305,OCI0119,575.17,37.76,3G
345,20230305,OCI0119,,108.462922,4G
346,20230305,OCI0121,35.39,0.10682073,2G
347,20230305,OCI0121,63.78,36.22,3G
348,20230305,OCI0121,,235.856088,4G
349,20230305,OCI0122,531.97,1.03813978,2G
350,20230305,OCI0122,290.63,28.4,3G
351,20230305,OCI0122,,165.704067,4G
352,20230305,OCI0123,648.4,1.15405938,2G
353,20230305,OCI0123,1202.43,189.66,3G
354,20230305,OCI0123,,269.687609,4G
355,20230305,OCI0124,13.17,0.00461062,2G
356,20230305,OCI0124,54.56,4.3,3G
357,20230305,OCI0124,,46.915211,4G
358,20230305,OCI0125,60.55,0.14777713,2G
359,20230305,OCI0125,136.1,30.45,3G
360,20230305,OCI0125,,332.010412,4G
361,20230305,OCI0127,678.07,0.22155665,2G
362,20230305,OCI0127,666.52,61.89,3G
363,20230305,OCI0127,,148.67551,4G
364,20230305,OCI0128,358.9,0.45010189,2G
365,20230305,OCI0128,242.33,66.3,3G
366,20230305,OCI0128,,72.475682,4G
367,20230305,OCI0129,983.26,1.42185999,2G
368,20230305,OCI0129,1282.63,321.87,3G
369,20230305,OCI0129,,754.873703,4G
370,20230305,OCI0130,276.18,0.33988718,2G
371,20230305,OCI0130,795.55,70.38,3G
372,20230305,OCI0130,,603.789161,4G
373,20230305,OCI0132,193.28,0.12359259,2G
374,20230305,OCI0132,591.99,47.18,3G
375,20230305,OCI0132,,594.118375,4G
376,20230305,OCI0134,493.76,0.46029916,2G
377,20230305,OCI0134,829.3,138.95,3G
378,20230305,OCI0134,,369.215377,4G
379,20230305,OCI0135,660.37,0.43595373,2G
380,20230305,OCI0135,949.09,143.34,3G
381,20230305,OCI0135,,688.091777,4G
382,20230305,OCI0136,177.73,0.31819496,2G
383,20230305,OCI0136,508.18,86.38,3G
384,20230305,OCI0136,,206.387903,4G
385,20230305,OCI0137,495.95,0.53344042,2G
386,20230305,OCI0137,1059.77,102.94,3G
387,20230305,OCI0137,,894.547829,4G
388,20230305,OCI0138,121.39,0.73199587,2G
389,20230305,OCI0138,602.46,86.36,3G
390,20230305,OCI0138,,428.190305,4G
391,20230305,OCI0139,848.26,0.21007205,2G
392,20230305,OCI0139,250.22,51.82,3G
393,20230305,OCI0139,,61.390442,4G
394,20230305,OCI0141,176.41,0.07124885,2G
395,20230305,OCI0141,561.92,80.94,3G
396,20230305,OCI0141,,573.984379,4G
397,20230305,OCI0142,573.91,0.37047719,2G
398,20230305,OCI0142,281.39,49.76,3G
399,20230305,OCI0142,,122.159559,4G
400,20230305,OCI0143,19.58,0.02233948,2G
401,20230305,OCI0143,98.26,8.6,3G
402,20230305,OCI0143,,97.64554,4G
403,20230305,OCI0144,414.93,0.31243757,2G
404,20230305,OCI0144,446.18,56.1,3G
405,20230305,OCI0144,,1034.391168,4G
406,20230305,OCI0145,61.01,0.07941872,2G
407,20230305,OCI0145,130.05,31.83,3G
408,20230305,OCI0146,436.83,0.60983782,2G
409,20230305,OCI0146,922.05,104.67,3G
410,20230305,OCI0146,,912.020763,4G
411,20230305,OCI0147,687.97,0.91677645,2G
412,20230305,OCI0147,815.52,121.36,3G
413,20230305,OCI0147,,263.904205,4G
414,20230305,OCI0148,491.21,0.89246293,2G
415,20230305,OCI0148,1041.94,170.22,3G
416,20230305,OCI0148,,829.264776,4G
417,20230305,OCI0149,389.75,0.16269911,2G
418,20230305,OCI0149,151.58,30.33,3G
419,20230305,OCI0149,,58.239126,4G
420,20230305,OCI0150,626.59,0.67300958,2G
421,20230305,OCI0150,192.25,23.12,3G
422,20230305,OCI0150,,77.279602,4G
423,20230305,OCI0151,161.63,0.28025973,2G
424,20230305,OCI0151,81.21,12.0,3G
425,20230305,OCI0151,,25.953178,4G
426,20230305,OCI0152,697.13,0.33054911,2G
427,20230305,OCI0152,227.73,40.56,3G
428,20230305,OCI0152,,74.682088,4G
429,20230305,OCI0153,831.63,0.32106115,2G
430,20230305,OCI0153,422.38,58.3,3G
431,20230305,OCI0153,,86.258633,4G
432,20230305,OCI0154,164.3,0.48854196,2G
433,20230305,OCI0154,160.99,51.74,3G
434,20230305,OCI0155,901.63,0.31456078,2G
435,20230305,OCI0155,291.56,57.46,3G
436,20230305,OCI0155,,114.327213,4G
437,20230305,OCI0156,233.47,0.78686028,2G
438,20230305,OCI0156,99.23,16.81,3G
439,20230305,OCI0156,,11.742841,4G
440,20230305,OCI0157,80.3,0.13284227,2G
441,20230305,OCI0157,87.03,9.25,3G
442,20230305,OCI0157,,43.216425,4G
443,20230305,OCI0158,609.94,0.38740458,2G
444,20230305,OCI0158,185.89,20.37,3G
445,20230305,OCI0158,,121.953508,4G
446,20230305,OCI0159,1462.79,0.23587284,2G
447,20230305,OCI0159,304.06,65.03,3G
448,20230305,OCI0159,,48.688227,4G
449,20230305,OCI0160,525.28,0.19079692,2G
450,20230305,OCI0160,267.6,39.58,3G
451,20230305,OCI0161,552.53,1.78133243,2G
452,20230305,OCI0161,1368.07,189.48,3G
453,20230305,OCI0161,,1316.31414,4G
454,20230305,OCI0162,240.42,0.4325869,2G
455,20230305,OCI0162,107.51,33.02,3G
456,20230305,OCI0162,,43.828898,4G
457,20230305,OCI0163,798.42,1.6238776,2G
458,20230305,OCI0163,2082.92,272.95,3G
459,20230305,OCI0163,,1082.354588,4G
460,20230305,OCI0164,292.86,0.15665294,2G
461,20230305,OCI0164,88.57,12.36,3G
462,20230305,OCI0164,,28.550006,4G
463,20230305,OCI0165,186.79,0.85299996,2G
464,20230305,OCI0165,462.79,92.77,3G
465,20230305,OCI0165,,183.466865,4G
466,20230305,OCI0166,593.97,0.41792211,2G
467,20230305,OCI0166,1393.63,173.56,3G
468,20230305,OCI0166,,258.508262,4G
469,20230305,OCI0167,912.38,0.23225514,2G
470,20230305,OCI0167,258.89,43.06,3G
471,20230305,OCI0167,,87.098623,4G
472,20230305,OCI0168,666.64,1.1929843,2G
473,20230305,OCI0168,1680.2,202.4,3G
474,20230305,OCI0168,,1117.537184,4G
475,20230305,OCI0169,745.19,1.03273768,2G
476,20230305,OCI0169,1735.95,204.09,3G
477,20230305,OCI0169,,854.588541,4G
478,20230305,OCI0172,479.7,0.31122241,2G
479,20230305,OCI0172,474.04,47.55,3G
480,20230305,OCI0172,,523.263284,4G
481,20230305,OCI0173,613.93,1.41857267,2G
482,20230305,OCI0173,1838.29,307.2,3G
483,20230305,OCI0173,,1641.192149,4G
484,20230305,OCI0174,507.87,0.62324507,2G
485,20230305,OCI0174,223.91,37.91,3G
486,20230305,OCI0174,,78.015302,4G
487,20230305,OCI0175,784.3,0.52125622,2G
488,20230305,OCI0175,292.85,71.94,3G
489,20230305,OCI0175,,51.312402,4G
490,20230305,OCI0176,401.28,0.44444541,2G
491,20230305,OCI0176,511.13,94.11,3G
492,20230305,OCI0176,,312.964956,4G
493,20230305,OCI0177,395.97,0.48736652,2G
494,20230305,OCI0177,288.08,22.89,3G
495,20230305,OCI0177,,79.854699,4G
496,20230305,OCI0178,163.28,0.31338551,2G
497,20230305,OCI0178,118.43,41.91,3G
498,20230305,OCI0179,730.99,0.43671417,2G
499,20230305,OCI0179,400.4,61.42,3G
500,20230305,OCI0179,,140.951142,4G
501,20230305,OCI0180,1009.63,2.29959287,2G
502,20230305,OCI0180,828.2,136.11,3G
503,20230305,OCI0180,,1241.3402,4G
504,20230305,OCI0181,1529.42,0.44208071,2G
505,20230305,OCI0181,739.11,124.77,3G
506,20230305,OCI0181,,219.777595,4G
507,20230305,OCI0182,575.31,1.06210095,2G
508,20230305,OCI0182,1279.12,173.66,3G
509,20230305,OCI0182,,1164.207895,4G
510,20230305,OCI0183,192.47,0.62280592,2G
511,20230305,OCI0183,609.8,78.56,3G
512,20230305,OCI0183,,475.488856,4G
513,20230305,OCI0184,60.76,0.0881808,2G
514,20230305,OCI0184,332.32,22.37,3G
515,20230305,OCI0184,,231.892688,4G
516,20230305,OCI0185,1138.52,0.76858655,2G
517,20230305,OCI0185,473.76,86.49,3G
518,20230305,OCI0185,,173.468739,4G
519,20230305,OCI0186,1595.3,0.62134497,2G
520,20230305,OCI0186,1411.29,162.86,3G
521,20230305,OCI0186,,395.04737,4G
522,20230305,OCI0187,155.75,0.11494472,2G
523,20230305,OCI0187,315.68,36.91,3G
524,20230305,OCI0187,,205.130165,4G
525,20230305,OCI0188,221.52,0.22793742,2G
526,20230305,OCI0188,621.55,94.87,3G
527,20230305,OCI0188,,503.849488,4G
528,20230305,OCI0189,829.44,0.90495361,2G
529,20230305,OCI0189,1134.87,147.46,3G
530,20230305,OCI0189,,572.359633,4G
531,20230305,OCI0190,71.13,0.12284357,2G
532,20230305,OCI0190,218.12,44.84,3G
