,date_jour,code_site,trafic_voix,trafic_data,techno
0,20230309,0,879.32,,3G
1,20230309,1,,47.360778,4G
2,20230309,2,,75.272933,4G
3,20230309,21,,82.837993,4G
4,20230309,22,,13.74899,4G
5,20230309,23,,115.062069,4G
6,20230309,3,,158.578213,4G
7,20230309,31,,146.895201,4G
8,20230309,32,,157.556505,4G
9,20230309,33,,172.01881,4G
10,20230309,367,0.61,0.00168096,2G
11,20230309,368,1.39,0.00876239,2G
12,20230309,369,0.55,0.00668962,2G
13,20230309,3917,0.0,,2G
14,20230309,3918,0.0,,2G
15,20230309,3919,0.0,,2G
16,20230309,OCI0001,738.11,0.93730308,2G
17,20230309,OCI0001,1005.99,139.6,3G
18,20230309,OCI0001,,710.941899,4G
19,20230309,OCI0002,375.95,0.43769956,2G
20,20230309,OCI0002,607.68,67.17,3G
21,20230309,OCI0002,,636.428634,4G
22,20230309,OCI0003,538.17,0.6680558,2G
23,20230309,OCI0003,831.18,209.59,3G
24,20230309,OCI0003,,600.71838,4G
25,20230309,OCI0004,632.4,1.05709147,2G
26,20230309,OCI0004,1252.03,230.32,3G
27,20230309,OCI0004,,1101.048774,4G
28,20230309,OCI0005,600.36,0.63962085,2G
29,20230309,OCI0005,864.12,228.24,3G
30,20230309,OCI0005,,1258.931797,4G
31,20230309,OCI0006,1060.77,0.68905904,2G
32,20230309,OCI0006,1100.94,182.83,3G
33,20230309,OCI0006,,1143.228514,4G
34,20230309,OCI0007,166.17,0.16349525,2G
35,20230309,OCI0007,571.72,53.23,3G
36,20230309,OCI0007,,310.858754,4G
37,20230309,OCI0008,186.56,0.07026676,2G
38,20230309,OCI0008,161.1,19.1,3G
39,20230309,OCI0008,,52.934092,4G
40,20230309,OCI0009,567.38,1.47090105,2G
41,20230309,OCI0009,2009.89,226.39,3G
42,20230309,OCI0009,,987.546929000001,4G
43,20230309,OCI0010,378.66,0.69457335,2G
44,20230309,OCI0010,1141.34,208.94,3G
45,20230309,OCI0010,,1403.557907,4G
46,20230309,OCI0011,458.84,1.547631,2G
47,20230309,OCI0011,1183.28,316.4,3G
48,20230309,OCI0011,,1435.977952,4G
49,20230309,OCI0012,490.29,1.17342019,2G
50,20230309,OCI0012,332.22,46.94,3G
51,20230309,OCI0012,,823.218247,4G
52,20230309,OCI0013,595.04,1.65500292,2G
53,20230309,OCI0013,1331.07,204.86,3G
54,20230309,OCI0013,,746.183423,4G
55,20230309,OCI0014,406.82,0.66118442,2G
56,20230309,OCI0014,1414.46,178.27,3G
57,20230309,OCI0014,,1083.036769,4G
58,20230309,OCI0015,978.989999999999,1.73857938,2G
59,20230309,OCI0015,1298.87,155.8,3G
60,20230309,OCI0015,,1041.96427,4G
61,20230309,OCI0016,1176.7,0.62003975,2G
62,20230309,OCI0016,766.44,59.81,3G
63,20230309,OCI0016,,312.913715,4G
64,20230309,OCI0017,550.66,0.98333685,2G
65,20230309,OCI0017,255.18,49.01,3G
66,20230309,OCI0017,,198.460328,4G
67,20230309,OCI0018,349.48,0.58363416,2G
68,20230309,OCI0018,394.73,86.67,3G
69,20230309,OCI0018,,196.236956,4G
70,20230309,OCI0019,395.54,1.00925398,2G
