,date_jour,code_site,trafic_voix,trafic_data,techno
0,20230219,0,537.46,,3G
1,20230219,1,,500.590269,4G
2,20230219,2,,546.455052,4G
3,20230219,21,,1722.404014,4G
4,20230219,22,,2159.843093,4G
5,20230219,23,,1273.3738,4G
6,20230219,3,,332.192334,4G
7,20230219,31,,500.942569,4G
8,20230219,3137,0.0,,2G
9,20230219,3138,0.0,,2G
10,20230219,3139,0.0,,2G
11,20230219,3157,0.0,,2G
12,20230219,3158,0.0,,2G
13,20230219,3159,0.0,,2G
14,20230219,32,,771.702290999999,4G
15,20230219,33,,496.802579,4G
16,20230219,787,0.0,,2G
17,20230219,788,0.0,,2G
18,20230219,OCI0001,621.8,0.37294042,2G
19,20230219,OCI0001,657.49,43.41,3G
20,20230219,OCI0001,,432.523927,4G
21,20230219,OCI0002,307.49,0.25869821,2G
22,20230219,OCI0002,519.8,65.0700000000001,3G
23,20230219,OCI0002,,614.974078,4G
24,20230219,OCI0003,491.56,0.71978557,2G
25,20230219,OCI0003,759.21,174.03,3G
26,20230219,OCI0003,,521.222219,4G
27,20230219,OCI0004,620.97,1.31882358,2G
28,20230219,OCI0004,1332.34,234.41,3G
29,20230219,OCI0004,,1112.099902,4G
30,20230219,OCI0005,526.74,0.50332816,2G
31,20230219,OCI0005,804.94,177.52,3G
32,20230219,OCI0005,,996.301522,4G
33,20230219,OCI0006,930.660000000001,0.66815633,2G
34,20230219,OCI0006,706.2,136.42,3G
35,20230219,OCI0006,,855.909509,4G
36,20230219,OCI0007,86.43,0.0724439,2G
37,20230219,OCI0007,316.22,47.29,3G
38,20230219,OCI0007,,261.334564,4G
39,20230219,OCI0008,178.59,0.0664029100000001,2G
40,20230219,OCI0008,179.01,20.42,3G
41,20230219,OCI0008,,60.992556,4G
42,20230219,OCI0009,470.03,1.06117284,2G
43,20230219,OCI0009,1361.63,201.85,3G
44,20230219,OCI0009,,757.683295,4G
45,20230219,OCI0010,380.29,1.34559407,2G
46,20230219,OCI0010,1211.66,205.51,3G
47,20230219,OCI0010,,1276.784465,4G
48,20230219,OCI0011,484.65,1.36904966,2G
49,20230219,OCI0011,1295.65,235.46,3G
50,20230219,OCI0011,,1395.808221,4G
51,20230219,OCI0012,341.3,1.10642753,2G
52,20230219,OCI0012,299.8,43.45,3G
53,20230219,OCI0012,,669.821189,4G
54,20230219,OCI0013,574.36,1.53595601,2G
55,20230219,OCI0013,1336.46,195.68,3G
56,20230219,OCI0013,,664.732071,4G
57,20230219,OCI0014,383.9,0.50704046,2G
58,20230219,OCI0014,1369.3,172.29,3G
59,20230219,OCI0014,,1018.729958,4G
60,20230219,OCI0015,615.48,1.14616305,2G
61,20230219,OCI0015,1196.15,139.35,3G
62,20230219,OCI0015,,901.823423,4G
63,20230219,OCI0016,1228.95,0.41088564,2G
64,20230219,OCI0016,789.49,58.25,3G
65,20230219,OCI0016,,272.770641,4G
66,20230219,OCI0017,621.0,1.27759077,2G
67,20230219,OCI0017,232.32,49.55,3G
68,20230219,OCI0017,,193.311344,4G
69,20230219,OCI0018,396.82,0.38566481,2G
70,20230219,OCI0018,462.79,83.5200000000001,3G
71,20230219,OCI0018,,201.469096,4G
72,20230219,OCI0019,366.52,0.76104197,2G
73,20230219,OCI0019,375.1,36.85,3G
74,20230219,OCI0019,,178.752589,4G
75,20230219,OCI0020,408.79,0.52109894,2G
