,date_jour,code_site,drop_after_tch_assign,techno
0,20230311,36,0,2G
1,20230311,391,0,2G
2,20230311,OCI0001,663,2G
3,20230311,OCI0002,368,2G
4,20230311,OCI0003,331,2G
5,20230311,OCI0004,607,2G
6,20230311,OCI0005,484,2G
7,20230311,OCI0006,495,2G
8,20230311,OCI0007,128,2G
9,20230311,OCI0008,153,2G
10,20230311,OCI0009,426,2G
11,20230311,OCI0010,236,2G
12,20230311,OCI0011,439,2G
13,20230311,OCI0012,298,2G
14,20230311,OCI0013,412,2G
15,20230311,OCI0014,238,2G
16,20230311,OCI0015,756,2G
17,20230311,OCI0016,1218,2G
18,20230311,OCI0017,894,2G
19,20230311,OCI0018,506,2G
20,20230311,OCI0019,363,2G
21,20230311,OCI0020,290,2G
22,20230311,OCI0021,1770,2G
23,20230311,OCI0022,398,2G
24,20230311,OCI0023,443,2G
25,20230311,OCI0024,299,2G
26,20230311,OCI0025,1074,2G
27,20230311,OCI0026,1994,2G
28,20230311,OCI0027,0,2G
29,20230311,OCI0028,711,2G
30,20230311,OCI0029,784,2G
31,20230311,OCI0030,409,2G
32,20230311,OCI0031,1422,2G
33,20230311,OCI0032,3,2G
34,20230311,OCI0033,346,2G
35,20230311,OCI0034,0,2G
36,20230311,OCI0035,299,2G
37,20230311,OCI0036,466,2G
38,20230311,OCI0037,373,2G
39,20230311,OCI0038,681,2G
40,20230311,OCI0039,410,2G
41,20230311,OCI0041,397,2G
42,20230311,OCI0042,415,2G
43,20230311,OCI0043,703,2G
44,20230311,OCI0044,512,2G
45,20230311,OCI0045,293,2G
46,20230311,OCI0046,348,2G
47,20230311,OCI0047,190,2G
48,20230311,OCI0048,350,2G
49,20230311,OCI0049,1210,2G
50,20230311,OCI0050,3879,2G
51,20230311,OCI0051,480,2G
52,20230311,OCI0052,220,2G
53,20230311,OCI0053,243,2G
54,20230311,OCI0054,149,2G
55,20230311,OCI0055,276,2G
56,20230311,OCI0056,515,2G
57,20230311,OCI0057,927,2G
58,20230311,OCI0058,47,2G
59,20230311,OCI0059,2434,2G
60,20230311,OCI0060,641,2G
61,20230311,OCI0061,349,2G
62,20230311,OCI0062,213,2G
63,20230311,OCI0063,581,2G
64,20230311,OCI0064,665,2G
65,20230311,OCI0065,689,2G
66,20230311,OCI0066,150,2G
67,20230311,OCI0067,621,2G
68,20230311,OCI0068,465,2G
69,20230311,OCI0069,323,2G
70,20230311,OCI0070,378,2G
71,20230311,OCI0071,227,2G
72,20230311,OCI0072,156,2G
73,20230311,OCI0073,255,2G
74,20230311,OCI0074,388,2G
75,20230311,OCI0075,494,2G
76,20230311,OCI0076,721,2G
77,20230311,OCI0077,365,2G
78,20230311,OCI0078,929,2G
