,date_jour,code_site,drop_after_tch_assign,techno
0,20230223,OCI0001,632,2G
1,20230223,OCI0002,203,2G
2,20230223,OCI0003,235,2G
3,20230223,OCI0004,427,2G
4,20230223,OCI0005,379,2G
5,20230223,OCI0006,404,2G
6,20230223,OCI0007,68,2G
7,20230223,OCI0008,103,2G
8,20230223,OCI0009,262,2G
9,20230223,OCI0010,185,2G
10,20230223,OCI0011,304,2G
11,20230223,OCI0012,223,2G
12,20230223,OCI0013,382,2G
13,20230223,OCI0014,241,2G
14,20230223,OCI0015,508,2G
15,20230223,OCI0016,934,2G
16,20230223,OCI0017,910,2G
17,20230223,OCI0018,404,2G
18,20230223,OCI0019,291,2G
19,20230223,OCI0020,283,2G
20,20230223,OCI0021,1423,2G
21,20230223,OCI0022,331,2G
22,20230223,OCI0023,297,2G
23,20230223,OCI0024,305,2G
24,20230223,OCI0025,780,2G
25,20230223,OCI0026,1694,2G
26,20230223,OCI0027,0,2G
27,20230223,OCI0028,679,2G
28,20230223,OCI0029,720,2G
29,20230223,OCI0030,269,2G
30,20230223,OCI0031,1099,2G
31,20230223,OCI0032,8,2G
32,20230223,OCI0033,198,2G
33,20230223,OCI0034,0,2G
34,20230223,OCI0035,177,2G
35,20230223,OCI0036,301,2G
36,20230223,OCI0037,225,2G
37,20230223,OCI0038,461,2G
38,20230223,OCI0039,485,2G
39,20230223,OCI0041,217,2G
40,20230223,OCI0042,290,2G
41,20230223,OCI0043,531,2G
42,20230223,OCI0044,399,2G
43,20230223,OCI0045,282,2G
44,20230223,OCI0046,277,2G
45,20230223,OCI0047,447,2G
46,20230223,OCI0048,312,2G
47,20230223,OCI0049,1060,2G
48,20230223,OCI0050,1015,2G
49,20230223,OCI0051,396,2G
50,20230223,OCI0052,191,2G
51,20230223,OCI0053,226,2G
52,20230223,OCI0054,98,2G
53,20230223,OCI0055,412,2G
54,20230223,OCI0056,491,2G
55,20230223,OCI0057,930,2G
56,20230223,OCI0058,29,2G
57,20230223,OCI0059,1551,2G
58,20230223,OCI0060,470,2G
59,20230223,OCI0061,406,2G
60,20230223,OCI0062,170,2G
61,20230223,OCI0063,609,2G
62,20230223,OCI0064,367,2G
63,20230223,OCI0065,403,2G
64,20230223,OCI0066,108,2G
65,20230223,OCI0067,585,2G
66,20230223,OCI0068,472,2G
67,20230223,OCI0069,136,2G
68,20230223,OCI0070,439,2G
69,20230223,OCI0071,246,2G
70,20230223,OCI0072,138,2G
71,20230223,OCI0073,180,2G
72,20230223,OCI0074,360,2G
73,20230223,OCI0075,475,2G
74,20230223,OCI0076,871,2G
75,20230223,OCI0077,447,2G
76,20230223,OCI0078,600,2G
77,20230223,OCI0080,367,2G
78,20230223,OCI0081,261,2G
79,20230223,OCI0082,162,2G
80,20230223,OCI0083,258,2G
81,20230223,OCI0084,315,2G
82,20230223,OCI0085,118,2G
83,20230223,OCI0086,248,2G
