,date_jour,code_site,drop_after_tch_assign,techno
0,20230215,OCI0001,684,2G
1,20230215,OCI0002,338,2G
2,20230215,OCI0003,255,2G
3,20230215,OCI0004,615,2G
4,20230215,OCI0005,441,2G
5,20230215,OCI0006,411,2G
6,20230215,OCI0007,58,2G
7,20230215,OCI0008,134,2G
8,20230215,OCI0009,249,2G
9,20230215,OCI0010,148,2G
10,20230215,OCI0011,279,2G
11,20230215,OCI0012,181,2G
12,20230215,OCI0013,358,2G
13,20230215,OCI0014,182,2G
14,20230215,OCI0015,555,2G
15,20230215,OCI0016,869,2G
16,20230215,OCI0017,863,2G
17,20230215,OCI0018,427,2G
18,20230215,OCI0019,233,2G
19,20230215,OCI0020,332,2G
20,20230215,OCI0021,1435,2G
21,20230215,OCI0022,322,2G
22,20230215,OCI0023,396,2G
23,20230215,OCI0024,345,2G
24,20230215,OCI0025,712,2G
25,20230215,OCI0026,2190,2G
26,20230215,OCI0027,0,2G
27,20230215,OCI0028,656,2G
28,20230215,OCI0029,737,2G
29,20230215,OCI0030,315,2G
30,20230215,OCI0031,1117,2G
31,20230215,OCI0032,6,2G
32,20230215,OCI0033,226,2G
33,20230215,OCI0034,0,2G
34,20230215,OCI0035,292,2G
35,20230215,OCI0036,435,2G
36,20230215,OCI0037,284,2G
37,20230215,OCI0038,511,2G
38,20230215,OCI0039,361,2G
39,20230215,OCI0041,322,2G
40,20230215,OCI0042,388,2G
41,20230215,OCI0043,722,2G
42,20230215,OCI0044,463,2G
43,20230215,OCI0045,276,2G
44,20230215,OCI0046,286,2G
45,20230215,OCI0047,125,2G
46,20230215,OCI0048,234,2G
47,20230215,OCI0049,949,2G
48,20230215,OCI0050,1531,2G
49,20230215,OCI0051,442,2G
50,20230215,OCI0052,118,2G
51,20230215,OCI0053,221,2G
52,20230215,OCI0054,121,2G
53,20230215,OCI0055,284,2G
54,20230215,OCI0056,432,2G
55,20230215,OCI0057,873,2G
56,20230215,OCI0058,44,2G
57,20230215,OCI0059,1935,2G
58,20230215,OCI0060,523,2G
59,20230215,OCI0061,357,2G
60,20230215,OCI0062,181,2G
61,20230215,OCI0063,545,2G
62,20230215,OCI0064,425,2G
63,20230215,OCI0065,460,2G
64,20230215,OCI0066,69,2G
65,20230215,OCI0067,455,2G
66,20230215,OCI0068,473,2G
67,20230215,OCI0069,297,2G
